"","date.r","year","month","depth","T_C","EC25_uS","DO_mgL","profile_seq","lake","location","campaign"
"1",2020-05-26,2020,5,0.5,15.068,474.975,12.114,1,"ar","sampling",1
"2",2020-05-26,2020,5,0.6,15.061,474.728,12.109,1,"ar","sampling",1
"3",2020-05-26,2020,5,0.7,15.005,475.084,12.126,1,"ar","sampling",1
"4",2020-05-26,2020,5,0.8,14.976,474.957,12.121,1,"ar","sampling",1
"5",2020-05-26,2020,5,0.9,14.912,476.067,12.152,1,"ar","sampling",1
"6",2020-05-26,2020,5,1,14.895,475.018,12.136,1,"ar","sampling",1
"7",2020-05-26,2020,5,1.1,14.882,474.691,12.14,1,"ar","sampling",1
"8",2020-05-26,2020,5,1.2,14.806,474.757,12.163,1,"ar","sampling",1
"9",2020-05-26,2020,5,1.3,14.502,475.124,12.244,1,"ar","sampling",1
"10",2020-05-26,2020,5,1.4,14.391,476.087,12.229,1,"ar","sampling",1
"11",2020-05-26,2020,5,1.5,14.358,476.575,12.241,1,"ar","sampling",1
"12",2020-05-26,2020,5,1.6,14.332,476.672,12.262,1,"ar","sampling",1
"13",2020-05-26,2020,5,1.7,14.316,476.048,12.264,1,"ar","sampling",1
"14",2020-05-26,2020,5,1.8,14.301,476.084,12.259,1,"ar","sampling",1
"15",2020-05-26,2020,5,1.9,14.278,475.51,12.241,1,"ar","sampling",1
"16",2020-05-26,2020,5,2,14.27,475.515,12.218,1,"ar","sampling",1
"17",2020-05-26,2020,5,2.1,14.271,475.796,12.216,1,"ar","sampling",1
"18",2020-05-26,2020,5,2.2,14.261,475.236,12.17,1,"ar","sampling",1
"19",2020-05-26,2020,5,2.3,14.256,475.291,12.154,1,"ar","sampling",1
"20",2020-05-26,2020,5,2.4,14.257,474.897,12.163,1,"ar","sampling",1
"21",2020-05-26,2020,5,2.5,14.243,475.168,12.114,1,"ar","sampling",1
"22",2020-05-26,2020,5,2.6,14.233,475.29,12.108,1,"ar","sampling",1
"23",2020-05-26,2020,5,2.7,14.224,475.157,12.104,1,"ar","sampling",1
"24",2020-05-26,2020,5,2.8,14.215,475.172,12.099,1,"ar","sampling",1
"25",2020-05-26,2020,5,2.9,14.205,475.073,12.088,1,"ar","sampling",1
"26",2020-05-26,2020,5,3,14.198,475.253,12.074,1,"ar","sampling",1
"27",2020-05-26,2020,5,3.1,14.192,475.231,12.033,1,"ar","sampling",1
"28",2020-05-26,2020,5,3.2,14.191,475.256,12.028,1,"ar","sampling",1
"29",2020-05-26,2020,5,3.3,14.196,475.067,12.024,1,"ar","sampling",1
"30",2020-05-26,2020,5,3.4,14.195,475.213,12.018,1,"ar","sampling",1
"31",2020-05-26,2020,5,3.5,14.182,475.272,12.016,1,"ar","sampling",1
"32",2020-05-26,2020,5,3.6,14.181,475.251,12.011,1,"ar","sampling",1
"33",2020-05-26,2020,5,3.7,14.184,475.044,12.021,1,"ar","sampling",1
"34",2020-05-26,2020,5,3.8,14.181,474.903,12.005,1,"ar","sampling",1
"35",2020-05-26,2020,5,3.9,14.179,474.866,12.011,1,"ar","sampling",1
"36",2020-05-26,2020,5,4,14.178,474.892,12.014,1,"ar","sampling",1
"37",2020-05-26,2020,5,4.1,14.174,475.053,11.987,1,"ar","sampling",1
"38",2020-05-26,2020,5,4.2,14.164,475.044,11.986,1,"ar","sampling",1
"39",2020-05-26,2020,5,4.3,14.167,475.058,11.966,1,"ar","sampling",1
"40",2020-05-26,2020,5,4.4,14.16,474.981,11.954,1,"ar","sampling",1
"41",2020-05-26,2020,5,4.5,14.156,475.141,11.922,1,"ar","sampling",1
"42",2020-05-26,2020,5,4.6,14.145,475.267,11.914,1,"ar","sampling",1
"43",2020-05-26,2020,5,4.7,14.129,475.436,11.899,1,"ar","sampling",1
"44",2020-05-26,2020,5,4.8,14.107,475.58,11.868,1,"ar","sampling",1
"45",2020-05-26,2020,5,4.9,14.047,475.776,11.868,1,"ar","sampling",1
"46",2020-05-26,2020,5,5,13.931,476.424,11.859,1,"ar","sampling",1
"47",2020-05-26,2020,5,5.1,13.803,477.443,11.836,1,"ar","sampling",1
"48",2020-05-26,2020,5,5.2,13.736,477.671,11.806,1,"ar","sampling",1
"49",2020-05-26,2020,5,5.3,13.624,477.884,11.758,1,"ar","sampling",1
"50",2020-05-26,2020,5,5.4,13.551,478.609,11.723,1,"ar","sampling",1
"51",2020-05-26,2020,5,5.5,13.464,479.204,11.648,1,"ar","sampling",1
"52",2020-05-26,2020,5,5.6,13.436,479.479,11.596,1,"ar","sampling",1
"53",2020-05-26,2020,5,5.7,13.405,479.678,11.508,1,"ar","sampling",1
"54",2020-05-26,2020,5,5.8,13.249,480.14,11.46,1,"ar","sampling",1
"55",2020-05-26,2020,5,5.9,13.129,480.809,11.387,1,"ar","sampling",1
"56",2020-05-26,2020,5,6,13.03,480.905,11.353,1,"ar","sampling",1
"57",2020-05-26,2020,5,6.1,12.936,481.483,11.306,1,"ar","sampling",1
"58",2020-05-26,2020,5,6.2,12.714,483.637,11.262,1,"ar","sampling",1
"59",2020-05-26,2020,5,6.3,12.556,483.782,11.212,1,"ar","sampling",1
"60",2020-05-26,2020,5,6.4,12.354,484.884,11.138,1,"ar","sampling",1
"61",2020-05-26,2020,5,6.5,12.202,485.714,11.033,1,"ar","sampling",1
"62",2020-05-26,2020,5,6.6,11.967,487.209,10.864,1,"ar","sampling",1
"63",2020-05-26,2020,5,6.7,11.779,489.066,10.714,1,"ar","sampling",1
"64",2020-05-26,2020,5,6.8,11.71,489.431,10.586,1,"ar","sampling",1
"65",2020-05-26,2020,5,6.9,11.624,489.39,10.453,1,"ar","sampling",1
"66",2020-05-26,2020,5,7,11.592,489.367,10.325,1,"ar","sampling",1
"67",2020-05-26,2020,5,7.1,11.586,489.393,10.18,1,"ar","sampling",1
"68",2020-05-26,2020,5,7.2,11.585,489.607,10.043,1,"ar","sampling",1
"69",2020-05-26,2020,5,7.3,11.652,487.538,9.885,1,"ar","sampling",1
"70",2020-05-26,2020,5,7.4,11.587,489.213,9.788,1,"ar","sampling",1
"71",2020-05-26,2020,5,7.5,11.582,489.739,9.759,1,"ar","sampling",1
"72",2020-05-26,2020,5,7.6,11.556,489.161,9.756,1,"ar","sampling",1
"73",2020-05-26,2020,5,7.7,11.516,489.36,9.732,1,"ar","sampling",1
"74",2020-05-26,2020,5,7.8,11.512,489.335,9.705,1,"ar","sampling",1
"75",2020-05-26,2020,5,7.9,11.448,489.688,9.694,1,"ar","sampling",1
"76",2020-05-26,2020,5,8,11.392,489.835,9.657,1,"ar","sampling",1
"77",2020-05-26,2020,5,8.1,11.351,489.68,9.606,1,"ar","sampling",1
"78",2020-05-26,2020,5,8.2,11.317,489.976,9.575,1,"ar","sampling",1
"79",2020-05-26,2020,5,8.3,11.289,490.132,9.535,1,"ar","sampling",1
"80",2020-05-26,2020,5,8.4,11.223,490.728,9.5,1,"ar","sampling",1
"81",2020-05-26,2020,5,8.5,11.141,491.077,9.476,1,"ar","sampling",1
"82",2020-05-26,2020,5,8.6,11.088,491.157,9.454,1,"ar","sampling",1
"83",2020-05-26,2020,5,8.7,11.032,491.667,9.437,1,"ar","sampling",1
"84",2020-05-26,2020,5,8.8,10.962,491.628,9.411,1,"ar","sampling",1
"85",2020-05-26,2020,5,8.9,10.888,491.96,9.378,1,"ar","sampling",1
"86",2020-05-26,2020,5,9,10.815,492.784,9.341,1,"ar","sampling",1
"87",2020-05-26,2020,5,9.1,10.752,492.513,9.324,1,"ar","sampling",1
"88",2020-05-26,2020,5,9.2,10.682,492.864,9.3,1,"ar","sampling",1
"89",2020-05-26,2020,5,9.3,10.574,493.648,9.303,1,"ar","sampling",1
"90",2020-05-26,2020,5,9.4,10.362,495.014,9.261,1,"ar","sampling",1
"91",2020-05-26,2020,5,9.5,10.245,495.122,9.231,1,"ar","sampling",1
"92",2020-05-26,2020,5,9.6,10.084,495.544,9.221,1,"ar","sampling",1
"93",2020-05-26,2020,5,9.7,9.984,496.136,9.196,1,"ar","sampling",1
"94",2020-05-26,2020,5,9.8,9.881,496.91,9.151,1,"ar","sampling",1
"95",2020-05-26,2020,5,9.9,9.745,497.044,9.118,1,"ar","sampling",1
"96",2020-05-26,2020,5,10,9.594,498.161,9.112,1,"ar","sampling",1
"97",2020-05-26,2020,5,10.1,9.425,498.872,9.084,1,"ar","sampling",1
"98",2020-05-26,2020,5,10.2,9.333,499.243,9.06,1,"ar","sampling",1
"99",2020-05-26,2020,5,10.3,9.243,499.642,9.054,1,"ar","sampling",1
"100",2020-05-26,2020,5,10.4,9.148,500.549,9.047,1,"ar","sampling",1
"101",2020-05-26,2020,5,10.5,9.062,500.446,9.048,1,"ar","sampling",1
"102",2020-05-26,2020,5,10.6,8.958,500.459,9.062,1,"ar","sampling",1
"103",2020-05-26,2020,5,10.7,8.852,500.818,9.051,1,"ar","sampling",1
"104",2020-05-26,2020,5,10.8,8.792,500.858,9.051,1,"ar","sampling",1
"105",2020-05-26,2020,5,10.9,8.752,501.158,9.038,1,"ar","sampling",1
"106",2020-05-26,2020,5,11,8.726,501.056,9.024,1,"ar","sampling",1
"107",2020-05-26,2020,5,11.1,8.696,501.094,9.02,1,"ar","sampling",1
"108",2020-05-26,2020,5,11.2,8.66,501.533,9.016,1,"ar","sampling",1
"109",2020-05-26,2020,5,11.3,8.615,501.382,9.019,1,"ar","sampling",1
"110",2020-05-26,2020,5,11.4,8.577,501.933,9.027,1,"ar","sampling",1
"111",2020-05-26,2020,5,11.5,8.522,501.971,9.028,1,"ar","sampling",1
"112",2020-05-26,2020,5,11.6,8.441,502.088,9.042,1,"ar","sampling",1
"113",2020-05-26,2020,5,11.7,8.365,502.487,9.053,1,"ar","sampling",1
"114",2020-05-26,2020,5,11.8,8.327,502.57,9.03,1,"ar","sampling",1
"115",2020-05-26,2020,5,11.9,8.287,502.652,9.034,1,"ar","sampling",1
"116",2020-05-26,2020,5,12,8.261,502.205,9.038,1,"ar","sampling",1
"117",2020-05-26,2020,5,12.1,8.185,502.491,9.056,1,"ar","sampling",1
"118",2020-05-26,2020,5,12.2,8.134,503.462,9.06,1,"ar","sampling",1
"119",2020-05-26,2020,5,12.3,8.036,503.918,9.089,1,"ar","sampling",1
"120",2020-05-26,2020,5,12.4,7.916,504.207,9.108,1,"ar","sampling",1
"121",2020-05-26,2020,5,12.5,7.868,504.13,9.122,1,"ar","sampling",1
"122",2020-05-26,2020,5,12.6,7.807,504.872,9.146,1,"ar","sampling",1
"123",2020-05-26,2020,5,12.7,7.761,504.945,9.161,1,"ar","sampling",1
"124",2020-05-26,2020,5,12.8,7.689,505.365,9.192,1,"ar","sampling",1
"125",2020-05-26,2020,5,12.9,7.631,505.69,9.227,1,"ar","sampling",1
"126",2020-05-26,2020,5,13,7.607,505.48,9.24,1,"ar","sampling",1
"127",2020-05-26,2020,5,13.1,7.574,506.182,9.265,1,"ar","sampling",1
"128",2020-05-26,2020,5,13.2,7.486,506.202,9.3,1,"ar","sampling",1
"129",2020-05-26,2020,5,13.3,7.437,506.959,9.322,1,"ar","sampling",1
"130",2020-05-26,2020,5,13.4,7.408,506.897,9.359,1,"ar","sampling",1
"131",2020-05-26,2020,5,13.5,7.408,506.572,9.364,1,"ar","sampling",1
"132",2020-05-26,2020,5,13.6,7.392,507,9.393,1,"ar","sampling",1
"133",2020-05-26,2020,5,13.7,7.362,506.858,9.409,1,"ar","sampling",1
"134",2020-05-26,2020,5,13.8,7.331,506.884,9.422,1,"ar","sampling",1
"135",2020-05-26,2020,5,13.9,7.305,506.813,9.437,1,"ar","sampling",1
"136",2020-05-26,2020,5,14,7.27,506.987,9.456,1,"ar","sampling",1
"137",2020-05-26,2020,5,14.1,7.229,507.248,9.477,1,"ar","sampling",1
"138",2020-05-26,2020,5,14.2,7.179,507.716,9.495,1,"ar","sampling",1
"139",2020-05-26,2020,5,14.3,7.152,508.055,9.506,1,"ar","sampling",1
"140",2020-05-26,2020,5,14.4,7.125,507.771,9.516,1,"ar","sampling",1
"141",2020-05-26,2020,5,14.5,7.104,507.419,9.532,1,"ar","sampling",1
"142",2020-05-26,2020,5,14.6,7.045,508.114,9.548,1,"ar","sampling",1
"143",2020-05-26,2020,5,14.7,6.996,508.318,9.567,1,"ar","sampling",1
"144",2020-05-26,2020,5,14.8,6.962,507.97,9.578,1,"ar","sampling",1
"145",2020-05-26,2020,5,14.9,6.928,508.15,9.581,1,"ar","sampling",1
"146",2020-05-26,2020,5,15,6.912,508.708,9.586,1,"ar","sampling",1
"147",2020-05-26,2020,5,15.1,6.895,508.31,9.603,1,"ar","sampling",1
"148",2020-05-26,2020,5,15.2,6.873,508.35,9.611,1,"ar","sampling",1
"149",2020-05-26,2020,5,15.3,6.855,508.937,9.611,1,"ar","sampling",1
"150",2020-05-26,2020,5,15.4,6.832,508.546,9.615,1,"ar","sampling",1
"151",2020-05-26,2020,5,15.5,6.818,508.355,9.626,1,"ar","sampling",1
"152",2020-05-26,2020,5,15.6,6.8,508.466,9.617,1,"ar","sampling",1
"153",2020-05-26,2020,5,15.7,6.783,508.663,9.619,1,"ar","sampling",1
"154",2020-05-26,2020,5,15.8,6.761,508.614,9.624,1,"ar","sampling",1
"155",2020-05-26,2020,5,15.9,6.735,508.747,9.638,1,"ar","sampling",1
"156",2020-05-26,2020,5,16,6.712,508.928,9.643,1,"ar","sampling",1
"157",2020-05-26,2020,5,16.1,6.689,509.098,9.637,1,"ar","sampling",1
"158",2020-05-26,2020,5,16.2,6.676,509.137,9.646,1,"ar","sampling",1
"159",2020-05-26,2020,5,16.3,6.671,508.963,9.653,1,"ar","sampling",1
"160",2020-05-26,2020,5,16.4,6.66,508.995,9.666,1,"ar","sampling",1
"161",2020-05-26,2020,5,16.5,6.641,508.971,9.68,1,"ar","sampling",1
"162",2020-05-26,2020,5,16.6,6.621,509.115,9.686,1,"ar","sampling",1
"163",2020-05-26,2020,5,16.7,6.603,509.163,9.7,1,"ar","sampling",1
"164",2020-05-26,2020,5,16.8,6.592,509.187,9.7,1,"ar","sampling",1
"165",2020-05-26,2020,5,16.9,6.547,509.36,9.717,1,"ar","sampling",1
"166",2020-05-26,2020,5,17,6.463,509.633,9.737,1,"ar","sampling",1
"167",2020-05-26,2020,5,17.1,6.401,510.368,9.747,1,"ar","sampling",1
"168",2020-05-26,2020,5,17.2,6.398,510.061,9.723,1,"ar","sampling",1
"169",2020-05-26,2020,5,17.3,6.41,510.119,9.734,1,"ar","sampling",1
"170",2020-05-26,2020,5,17.4,6.39,509.96,9.748,1,"ar","sampling",1
"171",2020-05-26,2020,5,17.5,6.371,510.202,9.744,1,"ar","sampling",1
"172",2020-05-26,2020,5,17.6,6.379,509.613,9.74,1,"ar","sampling",1
"173",2020-05-26,2020,5,17.7,6.39,510.057,9.738,1,"ar","sampling",1
"174",2020-05-26,2020,5,17.8,6.374,509.979,9.746,1,"ar","sampling",1
"175",2020-05-26,2020,5,17.9,6.373,510.124,9.756,1,"ar","sampling",1
"176",2020-05-26,2020,5,18,6.373,509.914,9.75,1,"ar","sampling",1
"177",2020-05-26,2020,5,18.1,6.364,509.977,9.753,1,"ar","sampling",1
"178",2020-05-26,2020,5,18.2,6.374,509.679,9.754,1,"ar","sampling",1
"179",2020-05-26,2020,5,18.3,6.34,510.01,9.745,1,"ar","sampling",1
"180",2020-05-26,2020,5,18.4,6.308,510.154,9.759,1,"ar","sampling",1
"181",2020-05-26,2020,5,18.5,6.295,510.289,9.751,1,"ar","sampling",1
"182",2020-05-26,2020,5,18.6,6.285,510.232,9.761,1,"ar","sampling",1
"183",2020-05-26,2020,5,18.7,6.278,510.304,9.759,1,"ar","sampling",1
"184",2020-05-26,2020,5,18.8,6.287,510.449,9.758,1,"ar","sampling",1
"185",2020-05-26,2020,5,18.9,6.291,510.311,9.767,1,"ar","sampling",1
"186",2020-05-26,2020,5,19,6.299,510.174,9.761,1,"ar","sampling",1
"187",2020-05-26,2020,5,19.1,6.296,510.091,9.763,1,"ar","sampling",1
"188",2020-05-26,2020,5,19.2,6.305,510.057,9.759,1,"ar","sampling",1
"189",2020-05-26,2020,5,19.3,6.304,510.049,9.76,1,"ar","sampling",1
"190",2020-05-26,2020,5,19.4,6.292,510.15,9.766,1,"ar","sampling",1
"191",2020-05-26,2020,5,19.5,6.287,510.019,9.751,1,"ar","sampling",1
"192",2020-05-26,2020,5,19.6,6.272,509.941,9.758,1,"ar","sampling",1
"193",2020-05-26,2020,5,19.7,6.261,510.093,9.762,1,"ar","sampling",1
"194",2020-05-26,2020,5,19.8,6.24,510.385,9.764,1,"ar","sampling",1
"195",2020-05-26,2020,5,19.9,6.226,510.368,9.772,1,"ar","sampling",1
"196",2020-05-26,2020,5,20,6.218,510.292,9.777,1,"ar","sampling",1
"197",2020-05-26,2020,5,20.1,6.205,510.438,9.784,1,"ar","sampling",1
"198",2020-05-26,2020,5,20.2,6.18,510.5,9.783,1,"ar","sampling",1
"199",2020-05-26,2020,5,20.3,6.152,510.657,9.787,1,"ar","sampling",1
"200",2020-05-26,2020,5,20.4,6.148,510.8,9.777,1,"ar","sampling",1
"201",2020-05-26,2020,5,20.5,6.148,510.642,9.773,1,"ar","sampling",1
"202",2020-05-26,2020,5,20.6,6.138,510.531,9.765,1,"ar","sampling",1
"203",2020-05-26,2020,5,20.7,6.13,510.533,9.763,1,"ar","sampling",1
"204",2020-05-26,2020,5,20.8,6.12,510.864,9.753,1,"ar","sampling",1
"205",2020-05-26,2020,5,20.9,6.108,510.637,9.761,1,"ar","sampling",1
"206",2020-05-26,2020,5,21,6.098,510.751,9.759,1,"ar","sampling",1
"207",2020-05-26,2020,5,21.1,6.074,510.739,9.749,1,"ar","sampling",1
"208",2020-05-26,2020,5,21.2,6.054,510.843,9.76,1,"ar","sampling",1
"209",2020-05-26,2020,5,21.3,6.047,511.097,9.751,1,"ar","sampling",1
"210",2020-05-26,2020,5,21.4,6.039,511.034,9.744,1,"ar","sampling",1
"211",2020-05-26,2020,5,21.5,6.035,510.95,9.755,1,"ar","sampling",1
"212",2020-05-26,2020,5,21.6,6.033,510.932,9.742,1,"ar","sampling",1
"213",2020-05-26,2020,5,21.7,6.034,511.168,9.742,1,"ar","sampling",1
"214",2020-05-26,2020,5,21.8,6.032,511.011,9.741,1,"ar","sampling",1
"215",2020-05-26,2020,5,21.9,6.034,511.016,9.739,1,"ar","sampling",1
"216",2020-05-26,2020,5,22,6.029,511.041,9.741,1,"ar","sampling",1
"217",2020-05-26,2020,5,22.1,6.022,510.966,9.732,1,"ar","sampling",1
"218",2020-05-26,2020,5,22.2,6.015,510.918,9.743,1,"ar","sampling",1
"219",2020-05-26,2020,5,22.3,6.008,510.963,9.735,1,"ar","sampling",1
"220",2020-05-26,2020,5,22.4,6.005,511.066,9.735,1,"ar","sampling",1
"221",2020-05-26,2020,5,22.5,6.004,511.044,9.727,1,"ar","sampling",1
"222",2020-05-26,2020,5,22.6,6.001,510.916,9.727,1,"ar","sampling",1
"223",2020-05-26,2020,5,22.7,5.986,510.944,9.74,1,"ar","sampling",1
"224",2020-05-26,2020,5,22.8,5.967,511.16,9.736,1,"ar","sampling",1
"225",2020-05-26,2020,5,22.9,5.963,511.24,9.729,1,"ar","sampling",1
"226",2020-05-26,2020,5,23,5.963,511.224,9.731,1,"ar","sampling",1
"227",2020-05-26,2020,5,23.1,5.957,511.139,9.733,1,"ar","sampling",1
"228",2020-05-26,2020,5,23.2,5.958,511.184,9.74,1,"ar","sampling",1
"229",2020-05-26,2020,5,23.3,5.928,511.406,9.744,1,"ar","sampling",1
"230",2020-05-26,2020,5,23.4,5.917,511.41,9.738,1,"ar","sampling",1
"231",2020-05-26,2020,5,23.5,5.947,510.835,9.735,1,"ar","sampling",1
"232",2020-05-26,2020,5,23.6,5.929,510.954,9.738,1,"ar","sampling",1
"233",2020-05-26,2020,5,23.7,5.906,511.329,9.736,1,"ar","sampling",1
"234",2020-05-26,2020,5,23.8,5.903,511.448,9.737,1,"ar","sampling",1
"235",2020-05-26,2020,5,23.9,5.903,511.363,9.741,1,"ar","sampling",1
"236",2020-05-26,2020,5,24,5.9,511.351,9.742,1,"ar","sampling",1
"237",2020-05-26,2020,5,24.1,5.899,511.384,9.747,1,"ar","sampling",1
"238",2020-05-26,2020,5,24.2,5.899,511.307,9.744,1,"ar","sampling",1
"239",2020-05-26,2020,5,24.3,5.896,511.307,9.754,1,"ar","sampling",1
"240",2020-05-26,2020,5,24.4,5.889,511.339,9.758,1,"ar","sampling",1
"241",2020-05-26,2020,5,24.5,5.869,511.444,9.758,1,"ar","sampling",1
"242",2020-05-26,2020,5,24.6,5.856,511.336,9.775,1,"ar","sampling",1
"243",2020-05-26,2020,5,24.7,5.847,511.576,9.763,1,"ar","sampling",1
"244",2020-05-26,2020,5,24.8,5.843,511.569,9.752,1,"ar","sampling",1
"245",2020-05-26,2020,5,24.9,5.836,511.459,9.741,1,"ar","sampling",1
"246",2020-05-26,2020,5,25,5.825,511.714,9.742,1,"ar","sampling",1
"247",2020-05-26,2020,5,25.1,5.825,511.738,9.734,1,"ar","sampling",1
"248",2020-05-26,2020,5,25.2,5.826,511.514,9.731,1,"ar","sampling",1
"249",2020-05-26,2020,5,25.3,5.83,511.546,9.729,1,"ar","sampling",1
"250",2020-05-26,2020,5,25.4,5.833,511.563,9.716,1,"ar","sampling",1
"251",2020-05-26,2020,5,25.5,5.831,511.48,9.72,1,"ar","sampling",1
"252",2020-05-26,2020,5,25.6,5.829,511.434,9.713,1,"ar","sampling",1
"253",2020-05-26,2020,5,25.7,5.805,511.665,9.713,1,"ar","sampling",1
"254",2020-05-26,2020,5,25.8,5.794,511.72,9.719,1,"ar","sampling",1
"255",2020-05-26,2020,5,25.9,5.79,511.723,9.717,1,"ar","sampling",1
"256",2020-05-26,2020,5,26,5.785,511.767,9.71,1,"ar","sampling",1
"257",2020-05-26,2020,5,26.1,5.784,511.834,9.699,1,"ar","sampling",1
"258",2020-05-26,2020,5,26.2,5.786,511.833,9.706,1,"ar","sampling",1
"259",2020-05-26,2020,5,26.3,5.791,511.752,9.692,1,"ar","sampling",1
"260",2020-05-26,2020,5,26.4,5.792,511.722,9.686,1,"ar","sampling",1
"261",2020-05-26,2020,5,26.5,5.787,511.745,9.688,1,"ar","sampling",1
"262",2020-05-26,2020,5,26.6,5.783,511.626,9.686,1,"ar","sampling",1
"263",2020-05-26,2020,5,26.7,5.777,511.724,9.682,1,"ar","sampling",1
"264",2020-05-26,2020,5,26.8,5.774,511.772,9.678,1,"ar","sampling",1
"265",2020-05-26,2020,5,26.9,5.772,511.836,9.671,1,"ar","sampling",1
"266",2020-05-26,2020,5,27,5.777,511.82,9.669,1,"ar","sampling",1
"267",2020-05-26,2020,5,27.1,5.766,511.902,9.676,1,"ar","sampling",1
"268",2020-05-26,2020,5,27.2,5.765,511.722,9.671,1,"ar","sampling",1
"269",2020-05-26,2020,5,27.3,5.761,511.861,9.667,1,"ar","sampling",1
"270",2020-05-26,2020,5,27.4,5.766,511.792,9.652,1,"ar","sampling",1
"271",2020-05-26,2020,5,27.5,5.759,511.769,9.647,1,"ar","sampling",1
"272",2020-05-26,2020,5,27.6,5.757,511.793,9.647,1,"ar","sampling",1
"273",2020-05-26,2020,5,27.7,5.754,511.839,9.649,1,"ar","sampling",1
"274",2020-05-26,2020,5,27.8,5.762,511.836,9.638,1,"ar","sampling",1
"275",2020-05-26,2020,5,27.9,5.765,511.734,9.64,1,"ar","sampling",1
"276",2020-05-26,2020,5,28,5.762,511.716,9.638,1,"ar","sampling",1
"277",2020-05-26,2020,5,28.1,5.758,511.77,9.631,1,"ar","sampling",1
"278",2020-05-26,2020,5,28.2,5.766,511.766,9.626,1,"ar","sampling",1
"279",2020-05-26,2020,5,28.3,5.763,511.831,9.627,1,"ar","sampling",1
"280",2020-05-26,2020,5,28.4,5.764,511.787,9.625,1,"ar","sampling",1
"281",2020-05-26,2020,5,28.5,5.765,511.605,9.633,1,"ar","sampling",1
"282",2020-05-26,2020,5,28.6,5.759,511.726,9.624,1,"ar","sampling",1
"283",2020-05-26,2020,5,28.7,5.746,511.945,9.623,1,"ar","sampling",1
"284",2020-05-26,2020,5,28.8,5.757,511.748,9.628,1,"ar","sampling",1
"285",2020-05-26,2020,5,28.9,5.757,511.817,9.62,1,"ar","sampling",1
"286",2020-05-26,2020,5,29,5.755,511.853,9.624,1,"ar","sampling",1
"287",2020-05-26,2020,5,29.1,5.74,511.826,9.626,1,"ar","sampling",1
"288",2020-05-26,2020,5,29.2,5.717,512.085,9.622,1,"ar","sampling",1
"289",2020-05-26,2020,5,29.3,5.702,512.012,9.624,1,"ar","sampling",1
"290",2020-05-26,2020,5,29.4,5.704,512.177,9.607,1,"ar","sampling",1
"291",2020-05-26,2020,5,29.5,5.704,512.089,9.599,1,"ar","sampling",1
"292",2020-05-26,2020,5,29.6,5.713,512.148,9.571,1,"ar","sampling",1
"293",2020-05-26,2020,5,29.7,5.707,512.373,9.55,1,"ar","sampling",1
"294",2020-05-26,2020,5,29.8,5.714,511.994,9.526,1,"ar","sampling",1
"295",2020-05-26,2020,5,29.9,5.7,512.136,9.52,1,"ar","sampling",1
"296",2020-05-26,2020,5,30,5.71,512.138,9.513,1,"ar","sampling",1
"297",2020-05-26,2020,5,30.1,5.713,512.057,9.506,1,"ar","sampling",1
"298",2020-05-26,2020,5,30.2,5.689,512.118,9.505,1,"ar","sampling",1
"299",2020-05-26,2020,5,30.3,5.682,512.297,9.496,1,"ar","sampling",1
"300",2020-05-26,2020,5,30.4,5.679,512.286,9.503,1,"ar","sampling",1
"301",2020-05-26,2020,5,30.5,5.681,512.263,9.48,1,"ar","sampling",1
"302",2020-05-26,2020,5,30.6,5.682,512.324,9.461,1,"ar","sampling",1
"303",2020-05-26,2020,5,30.7,5.681,512.258,9.441,1,"ar","sampling",1
"304",2020-05-26,2020,5,30.8,5.681,512.239,9.434,1,"ar","sampling",1
"305",2020-05-26,2020,5,30.9,5.682,512.28,9.42,1,"ar","sampling",1
"306",2020-05-26,2020,5,31,5.683,512.299,9.407,1,"ar","sampling",1
"307",2020-05-26,2020,5,31.1,5.681,512.17,9.402,1,"ar","sampling",1
"308",2020-05-26,2020,5,31.2,5.681,512.198,9.397,1,"ar","sampling",1
"309",2020-05-26,2020,5,31.3,5.678,512.259,9.39,1,"ar","sampling",1
"310",2020-05-26,2020,5,31.4,5.677,512.224,9.384,1,"ar","sampling",1
"311",2020-05-26,2020,5,31.5,5.673,512.299,9.376,1,"ar","sampling",1
"312",2020-05-26,2020,5,31.6,5.674,512.27,9.37,1,"ar","sampling",1
"313",2020-05-26,2020,5,31.7,5.673,512.254,9.362,1,"ar","sampling",1
"314",2020-05-26,2020,5,31.8,5.674,512.236,9.355,1,"ar","sampling",1
"315",2020-05-26,2020,5,31.9,5.673,512.239,9.365,1,"ar","sampling",1
"316",2020-05-26,2020,5,32,5.675,512.257,9.345,1,"ar","sampling",1
"317",2020-05-26,2020,5,32.1,5.673,512.221,9.339,1,"ar","sampling",1
"318",2020-05-26,2020,5,32.2,5.676,512.284,9.34,1,"ar","sampling",1
"319",2020-05-26,2020,5,32.3,5.675,512.209,9.34,1,"ar","sampling",1
"320",2020-05-26,2020,5,32.4,5.674,512.263,9.341,1,"ar","sampling",1
"321",2020-05-26,2020,5,32.5,5.67,512.271,9.343,1,"ar","sampling",1
"322",2020-05-26,2020,5,32.6,5.667,512.42,9.332,1,"ar","sampling",1
"323",2020-05-26,2020,5,32.7,5.666,512.268,9.338,1,"ar","sampling",1
"324",2020-05-26,2020,5,32.8,5.665,512.282,9.322,1,"ar","sampling",1
"325",2020-05-26,2020,5,32.9,5.665,512.351,9.322,1,"ar","sampling",1
"326",2020-05-26,2020,5,33,5.659,512.391,9.317,1,"ar","sampling",1
