"id.lab","date","SRP","NH4_fia","NO3_fia","NO2_fia","DOC","TOC","DIC","TIC","Cl","SO4","NO3_ic","Al_d","B_d","Ca_d","Fe_d","K_d","Mg_d","Mn_d","Na_d","P_d","S_d","Si_d","lake","campaign.no","depth.pre","depth","true.id","T_C","DO_mgL","EC25_uS","BDOC_mgL","CDOC_mgL","HMWS_mgL","BB_mgL","LMWS_mgL","SUVA_hum","SUVA_lcocd","lab_startend","alpha","pH_YSI","conc.CO2.insitu","conc.CO2.insitu.error","conc.CH4.insitu","conc.CH4.insitu.error","alk_ueqiv","conc.CO2.corrected","julian","anox.age.moddelled"
"FukuSW2_1m",2020-09-01,NA,NA,NA,NA,43.3,NA,1.9,NA,NA,NA,NA,0.3128,0.0126,3.73833333333333,0.608175,0.54055,0.96755,0.13085,2.8665,0.0357666666666667,1.63633333333333,0.0682666666666667,"fukusw",2,"1m",1,"fukusw-2-1",17.197,4.787,53.949,NA,NA,NA,NA,NA,NA,NA,NA,0.189495133305623,4.34,171.838635253869,7.99636135623411,1.1214914964809,0.139382912566264,1.43991667543008e-06,169.931870259787,244,0
"FukuSW2_2m",2020-09-01,NA,NA,NA,NA,42.1,NA,2.3,NA,NA,NA,NA,0.31565,0.01245,3.69166666666667,0.6603,0.4853,0.9475,0.12865,2.7435,0.0505666666666667,1.78633333333333,0.2158,"fukusw",2,"2m",2,"fukusw-2-2",15.767,1.955,47.478,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,4.77,227.172933277665,10.1016617529937,10.6539053954414,1.12356792406748,4.45083873252423e-06,224.974452910487,244,0
"FukuSW2_2m",2020-09-01,NA,NA,NA,NA,42.1,NA,2.3,NA,NA,NA,NA,0.31565,0.01245,3.69166666666667,0.6603,0.4853,0.9475,0.12865,2.7435,0.0505666666666667,1.78633333333333,0.2158,"fukusw",2,"2m",2,"fukusw-2-2",15.767,1.955,47.478,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,4.77,449.739423052723,19.0718926761304,55.0851295108857,5.20626830266318,4.45083873253307e-06,446.442884607266,244,0
"FukuSW2_2.5m",2020-09-01,NA,NA,NA,NA,49.1,40.2,4,NA,NA,NA,NA,0.3336,0.01235,4.698,0.749625,0.65365,0.93725,0.1302,2.79,0.0835333333333333,4.48433333333333,0.656833333333333,"fukusw",2,"2,5m",2.5,"fukusw-2-2.5",13.185,0.539,48.656,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,4.78,453.147693510167,17.7597808338415,53.7925426555577,4.95005473586698,7.3972623975899e-06,450.02443488384,NA,NA
"FukuSW2_2.5m",2020-09-01,NA,NA,NA,NA,49.1,40.2,4,NA,NA,NA,NA,0.3336,0.01235,4.698,0.749625,0.65365,0.93725,0.1302,2.79,0.0835333333333333,4.48433333333333,0.656833333333333,"fukusw",2,"2,5m",2.5,"fukusw-2-2.5",13.185,0.539,48.656,NA,NA,NA,NA,NA,NA,NA,NA,0.245162367694843,4.78,465.612550445204,18.6329760844332,64.4510915883919,5.86225817832856,7.39726239757879e-06,462.453985886358,NA,NA
"FukuSW2_3m",2020-09-01,NA,NA,NA,NA,40.9,45.6,4.2,NA,NA,NA,NA,0.341,0.012,4.282,0.7735,0.69065,0.94285,0.13085,2.736,0.0952666666666667,5.35366666666667,0.813433333333333,"fukusw",2,"3m",3,"fukusw-2-3",11.022,0.161,50.573,NA,NA,NA,NA,NA,NA,NA,NA,0.547766819204145,4.78,383.322048304968,15.9193929319612,50.9075134155017,4.92825918044788,7.33547192967514e-06,380.653407359878,244,33
"FukuSW2_3m",2020-09-01,NA,NA,NA,NA,40.9,45.6,4.2,NA,NA,NA,NA,0.341,0.012,4.282,0.7735,0.69065,0.94285,0.13085,2.736,0.0952666666666667,5.35366666666667,0.813433333333333,"fukusw",2,"3m",3,"fukusw-2-3",11.022,0.161,50.573,NA,NA,NA,NA,NA,NA,NA,NA,0.547766819204145,4.78,6.75272222091001,1.37536035926755,0.153684138709467,0.0309226533173663,7.33547192969226e-06,6.93698866471988,244,33
"FukuSW2_4m",2020-09-01,NA,NA,NA,NA,44.7,NA,2.6,NA,NA,NA,NA,0.33845,0.01225,3.955,0.742275,0.6244,0.94515,0.12915,2.803,0.0827333333333333,3.67266666666667,0.541033333333333,"fukusw",2,"4m",4,"fukusw-2-4",8.328,0.024,59.215,NA,NA,NA,NA,NA,NA,NA,NA,2,4.89,376.600202573303,14.9380443243027,52.0256814249804,4.91229178301059,5.41505803027855e-06,373.827491403754,244,182
"FukuSW2_4m",2020-09-01,NA,NA,NA,NA,44.7,NA,2.6,NA,NA,NA,NA,0.33845,0.01225,3.955,0.742275,0.6244,0.94515,0.12915,2.803,0.0827333333333333,3.67266666666667,0.541033333333333,"fukusw",2,"4m",4,"fukusw-2-4",8.328,0.024,59.215,NA,NA,NA,NA,NA,NA,NA,NA,2,4.89,468.814191988016,18.659094312332,63.9124411086479,5.85299973744759,5.4150580302753e-06,465.695087177314,244,182
"sc-2_1m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00495,0.03405,53.7133333333333,0.00245,2.5675,9.146,0.00245,16.11,0.00883333333333333,24.3866666666667,0.463633333333333,"sc",2,"_1m",1,"sc-2-1",20.259,7.837,410.875,NA,NA,NA,NA,NA,NA,NA,NA,0.116899552696514,8.1,36.6170631367908,2.63351820139921,0.607159803738064,0.0841707631811633,NA,NA,NA,NA
"sc-2_1m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00495,0.03405,53.7133333333333,0.00245,2.5675,9.146,0.00245,16.11,0.00883333333333333,24.3866666666667,0.463633333333333,"sc",2,"_1m",1,"sc-2-1",20.259,7.837,410.875,NA,NA,NA,NA,NA,NA,NA,NA,0.116899552696514,8.1,35.6679178233717,2.52706437339497,0.637240778124392,0.0875504597755171,NA,NA,NA,NA
"sc-2_8.5m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00765,0.03365,55.0166666666667,0.0053,2.6775,9.2885,0.00205,16.49,0.0089,24.1733333333333,0.4618,"sc",2,"_8.5m",8.5,"sc-2-8.5",20.127,7.628,413.429,NA,NA,NA,NA,NA,NA,NA,NA,0.0717239433195806,7.71,41.4450671766086,2.8988516891392,0.764307055577687,0.102673851073893,NA,NA,NA,NA
"sc-2_8.5m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00765,0.03365,55.0166666666667,0.0053,2.6775,9.2885,0.00205,16.49,0.0089,24.1733333333333,0.4618,"sc",2,"_8.5m",8.5,"sc-2-8.5",20.127,7.628,413.429,NA,NA,NA,NA,NA,NA,NA,NA,0.0717239433195806,7.71,40.9334339310527,2.73679118664861,0.743806058103415,0.0955907977337215,NA,NA,NA,NA
"sc-2_12m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00535,0.0326,61.1933333333333,0.0041,2.83,9.02,0.8589,15.805,0.174033333333333,23.3666666666667,1.37666666666667,"sc",2,"_12m",12,"sc-2-12",11.672,0.019,464.829,NA,NA,NA,NA,NA,NA,NA,NA,0.0680297056664956,7.4,186.816339804582,9.05691805622483,17.651789875622,1.80789721575594,NA,NA,245,166
"sc-2_12m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00535,0.0326,61.1933333333333,0.0041,2.83,9.02,0.8589,15.805,0.174033333333333,23.3666666666667,1.37666666666667,"sc",2,"_12m",12,"sc-2-12",11.672,0.019,464.829,NA,NA,NA,NA,NA,NA,NA,NA,0.0680297056664956,7.4,188.882526327804,8.93530278369045,18.0097025248346,1.83037032953212,NA,NA,245,166
"sc-2_15m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.0322,61.5133333333333,0.0252,2.8495,9.054,0.9918,15.775,0.193533333333333,23.48,1.46933333333333,"sc",2,"_15m",15,"sc-2-15",10.045,-0.002,470.175,NA,NA,NA,NA,NA,NA,NA,NA,0.0706209492688893,7.31,198.366520336733,9.15547307385509,31.1668504641429,3.1152411974523,NA,NA,245,168
"sc-2_15m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.0322,61.5133333333333,0.0252,2.8495,9.054,0.9918,15.775,0.193533333333333,23.48,1.46933333333333,"sc",2,"_15m",15,"sc-2-15",10.045,-0.002,470.175,NA,NA,NA,NA,NA,NA,NA,NA,0.0706209492688893,7.31,196.686485520969,9.39747165072058,30.4579705704876,3.01856541756613,NA,NA,245,168
"sc-2_20m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.0319,62.12,0.037,2.841,8.964,1.041,15.76,0.260033333333333,24.0366666666667,1.69833333333333,"sc",2,"_20m",20,"sc-2-20",8.841,-0.005,475.908,NA,NA,NA,NA,NA,NA,NA,NA,0.0896744695269893,7.29,219.590465162563,9.87970015428299,61.2917184320254,5.63675538311111,NA,NA,245,191
"sc-2_20m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.0319,62.12,0.037,2.841,8.964,1.041,15.76,0.260033333333333,24.0366666666667,1.69833333333333,"sc",2,"_20m",20,"sc-2-20",8.841,-0.005,475.908,NA,NA,NA,NA,NA,NA,NA,NA,0.0896744695269893,7.29,222.62957479826,10.3533418770569,62.4218351492874,5.78818429662919,NA,NA,245,191
"sc-2_25m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00555,0.03245,61.5566666666667,0.03415,2.899,9.0895,1.161,15.81,0.312566666666667,24.62,1.964,"sc",2,"_25m",25,"sc-2-25",8.365,-0.009,480.3,NA,NA,NA,NA,NA,NA,NA,NA,0.18194941031293,7.26,247.149181408585,11.0079813104393,92.0322560030112,8.21985853398792,NA,NA,245,239
"sc-2_25m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00555,0.03245,61.5566666666667,0.03415,2.899,9.0895,1.161,15.81,0.312566666666667,24.62,1.964,"sc",2,"_25m",25,"sc-2-25",8.365,-0.009,480.3,NA,NA,NA,NA,NA,NA,NA,NA,0.18194941031293,7.26,247.573115357754,10.9416955443228,89.8360431864749,8.18978513884536,NA,NA,245,239
"sc-2_26m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.03215,62.8433333333333,0.03325,2.9175,9.085,1.1905,15.945,0.324666666666667,30.8966666666667,2.03033333333333,"sc",2,"_26m",26,"sc-2-26",8.335,-0.009,480.493,NA,NA,NA,NA,NA,NA,NA,NA,0.24748638596534,7.25,260.997952086381,11.5513655792046,102.934620772854,9.24732239655622,NA,NA,245,252
"sc-2_26m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.03215,62.8433333333333,0.03325,2.9175,9.085,1.1905,15.945,0.324666666666667,30.8966666666667,2.03033333333333,"sc",2,"_26m",26,"sc-2-26",8.335,-0.009,480.493,NA,NA,NA,NA,NA,NA,NA,NA,0.24748638596534,7.25,257.239123358902,11.3505485043003,98.9482489831835,8.69876808389715,NA,NA,245,252
"sc-2_27m",2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.0323,61.69,0.0359,2.8655,9.0975,1.184,15.73,0.321666666666667,27.0366666666667,2.013,"sc",2,"_27m",27,"sc-2-27",8.318,-0.008,481.259,NA,NA,NA,NA,NA,NA,NA,NA,0.405925030955481,7.25,254.898445440654,11.0989092134591,100.961530314937,9.13508877747358,NA,NA,245,266
