"id.lab","date","SRP","NH4_fia","NO3_fia","NO2_fia","DOC","TOC","DIC","TIC","Cl","SO4","NO3_ic","Al_d","B_d","Ca_d","Fe_d","K_d","Mg_d","Mn_d","Na_d","P_d","S_d","Si_d","lake","campaign.no","depth.pre","depth","true.id","T_C","DO_mgL","EC25_uS","BDOC_mgL","CDOC_mgL","HMWS_mgL","BB_mgL","LMWS_mgL","SUVA_hum","SUVA_lcocd","lab_startend","alpha","pH_YSI","conc.CO2.insitu","conc.CO2.insitu.error","conc.CH4.insitu","conc.CH4.insitu.error","alk_ueqiv","conc.CO2.corrected","julian","anox.age.moddelled"
"ar-1 0m",2020-05-26,86,0.04,0,0,7.6,NA,16.6,NA,44.347,77.459,0,0.0035,0.0426,51.745,0.0014,9.1545,9.2925,0.0013,24.75,0.10335,24.855,0,"ar",1," 0m",0,"ar-1-0",NA,NA,NA,6.8,6.798,0.76,5.1,0.94,1.5,1.5,NA,0.0161742020824907,9.4,NA,NA,NA,NA,NA,NA,NA,NA
"ar-1 0m",2020-05-26,86,0.04,0,0,7.6,NA,16.6,NA,44.347,77.459,0,0.0035,0.0426,51.745,0.0014,9.1545,9.2925,0.0013,24.75,0.10335,24.855,0,"ar",1," 0m",0,"ar-1-0",NA,NA,NA,6.8,6.798,0.76,5.1,0.94,1.5,1.5,NA,0.0161742020824907,9.4,NA,NA,NA,NA,NA,NA,NA,NA
"ar-1 5m",2020-05-26,86,0.06,0,0,7.8,NA,16.5,NA,43.821,76.321,0,0.0039,0.04305,51.545,0.0015,9.2235,9.2565,0.0014,24.71,0.10855,25.05,0,"ar",1," 5m",5,"ar-1-5",13.931,11.859,476.424,6.9,7.06,0.796,5.3,0.96,2,1.6,NA,0.015294736504428,9.28,-8.98585305668532,1.11476415083173,0.0380304196531909,0.0190309645246335,0.00145963044656453,2.76655167452338,146,0
"ar-1 5m",2020-05-26,86,0.06,0,0,7.8,NA,16.5,NA,43.821,76.321,0,0.0039,0.04305,51.545,0.0015,9.2235,9.2565,0.0014,24.71,0.10855,25.05,0,"ar",1," 5m",5,"ar-1-5",13.931,11.859,476.424,6.9,7.06,0.796,5.3,0.96,2,1.6,NA,0.015294736504428,9.28,-8.43063741721796,1.1641151404607,0.0359551974413612,0.0182466778424735,0.0014596304467289,2.93970087580087,146,0
"ar-1 20m",2020-05-26,163,0.16,0.41,0.005,7.1,NA,19.2,NA,43.355,75.691,0.421,0.00225,0.042,51.015,0.0012,9.1815,9.105,5e-04,24.35,0.17595,24.59,0,"ar",1," 20m",20,"ar-1-20",6.218,9.777,510.292,NA,NA,NA,NA,NA,NA,NA,NA,0.0161713708594676,7.7,67.2270298262259,4.14788497947389,0.0088411759951695,0.015887966858844,0.00150489276687122,66.030677976435,146,0
"ar-1 20m",2020-05-26,163,0.16,0.41,0.005,7.1,NA,19.2,NA,43.355,75.691,0.421,0.00225,0.042,51.015,0.0012,9.1815,9.105,5e-04,24.35,0.17595,24.59,0,"ar",1," 20m",20,"ar-1-20",6.218,9.777,510.292,NA,NA,NA,NA,NA,NA,NA,NA,0.0161713708594676,7.7,71.6598321825899,4.302305366428,0.016256860851009,0.0164151747895075,0.00150489276687412,70.4584985360592,146,0
"ar-1 30m",2020-05-26,167,0.08,0.49,0.005,7.1,NA,19,NA,43.345,75.581,0.53,0.00255,0.04195,51.18,0.00085,9.296,9.201,5e-04,24.66,0.1779,24.73,0,"ar",1," 30m",30,"ar-1-30",5.71,9.513,512.138,NA,NA,NA,NA,NA,NA,NA,NA,0.0209942119423307,7.6,76.1397489600732,4.47520587056318,0.00145603308355978,0.0153340948958692,0.0014644087587604,75.0445157005166,146,0
"ar-1 30m",2020-05-26,167,0.08,0.49,0.005,7.1,NA,19,NA,43.345,75.581,0.53,0.00255,0.04195,51.18,0.00085,9.296,9.201,5e-04,24.66,0.1779,24.73,0,"ar",1," 30m",30,"ar-1-30",5.71,9.513,512.138,NA,NA,NA,NA,NA,NA,NA,NA,0.0209942119423307,7.6,74.3113874625404,4.47639631732666,0.00148921941392736,0.0154973564397347,0.0014644087587604,73.1990298859075,146,0
"ar-1 40m",2020-05-26,174,0.09,0.52,0.005,7.3,NA,19.3,NA,43.294,75.37,0.549,0.00255,0.0419,51.04,0.00085,9.24,9.114,0.00075,24.4,0.18405,24.66,0,"ar",1," 40m",40,"ar-1-40",5.606,8.252,513.403,NA,NA,NA,NA,NA,NA,NA,NA,0.0417703639401402,7.47,90.6167863971196,5.07553901138874,0.00108862982893374,0.0152089303337292,0.00144852088526493,89.6398595107146,146,0
"ar-1 40m",2020-05-26,174,0.09,0.52,0.005,7.3,NA,19.3,NA,43.294,75.37,0.549,0.00255,0.0419,51.04,0.00085,9.24,9.114,0.00075,24.4,0.18405,24.66,0,"ar",1," 40m",40,"ar-1-40",5.606,8.252,513.403,NA,NA,NA,NA,NA,NA,NA,NA,0.0417703639401402,7.47,89.4953899927658,5.10578054458884,0.00133207811159686,0.0152710612573396,0.00144852088526574,88.4992885427363,146,0
"ar-1 45m",2020-05-26,190,0.17,0.46,0.009,7.4,NA,19.6,NA,43.326,75.328,0.492,0.0026,0.042,50.88,0.00105,9.2515,9.067,0.0023,24.36,0.19875,24.54,0.127666666666667,"ar",1," 45m",45,"ar-1-45",5.593,7.273,514.235,6.6,6.59,0.664,5.02,0.91,1.8,1.7,NA,0.11793067750438,7.39,123.294154813786,6.64279734209476,0.00131498425061266,0.0158118540287744,0.00144176541734215,122.452717680646,146,94
"ar-1 45m",2020-05-26,190,0.17,0.46,0.009,7.4,NA,19.6,NA,43.326,75.328,0.492,0.0026,0.042,50.88,0.00105,9.2515,9.067,0.0023,24.36,0.19875,24.54,0.127666666666667,"ar",1," 45m",45,"ar-1-45",5.593,7.273,514.235,6.6,6.59,0.664,5.02,0.91,1.8,1.7,NA,0.11793067750438,7.39,120.027949640922,6.44849538706173,0.00162238647039314,0.015487750197082,0.00144176541734215,119.180355350327,146,94
"ar-1 46m",2020-05-26,191,0.18,0.46,0.009,7.9,7.6,19.6,NA,43.548,75.6,0.494,0.00285,0.04235,51.265,0.00105,9.407,9.146,0.00195,24.8,0.20255,24.815,0.134533333333333,"ar",1," 46m",46,"ar-1-46",5.584,7.072,514.699,7.35,7.35,0.655,5.2,1.5,1.7,1.5,0.879746835443038,0.198374283757371,7.36,120.903362239564,6.53566115703541,0.00191792653955393,0.0156376448619802,0.00142966544295231,120.056628621241,146,125
"ar-1 46m",2020-05-26,191,0.18,0.46,0.009,7.9,7.6,19.6,NA,43.548,75.6,0.494,0.00285,0.04235,51.265,0.00105,9.407,9.146,0.00195,24.8,0.20255,24.815,0.134533333333333,"ar",1," 46m",46,"ar-1-46",5.584,7.072,514.699,7.35,7.35,0.655,5.2,1.5,1.7,1.5,0.879746835443038,0.198374283757371,7.36,119.446646672093,6.06213892558725,0.00169511764945543,0.0152806230264665,0.00142966544295433,118.573280142914,146,125
"ar-1 48m",2020-05-26,215,0.36,0.39,0.011,7.6,8.1,20.2,NA,43.504,75.454,0.375,0.00305,0.04195,51.105,0.001,9.3985,9.062,0.00605,24.73,0.2239,24.51,0.2846,"ar",1," 48m",48,"ar-1-48",5.576,6.579,516.482,6.99,7.15,0.722,5.07,1.36,1.9,1.5,0.921052631578947,NA,7.08,159.763508736302,8.09088127374149,0.0321259081407827,0.0183464592682446,0.00132356262750338,159.156753624614,146,200
"ar-1 48m",2020-05-26,215,0.36,0.39,0.011,7.6,8.1,20.2,NA,43.504,75.454,0.375,0.00305,0.04195,51.105,0.001,9.3985,9.062,0.00605,24.73,0.2239,24.51,0.2846,"ar",1," 48m",48,"ar-1-48",5.576,6.579,516.482,6.99,7.15,0.722,5.07,1.36,1.9,1.5,0.921052631578947,NA,7.08,155.469365185067,7.35035510855127,0.0308411499558965,0.0181817329815873,0.00132356262750371,154.854063247409,146,200
"sc-1 1m",2020-05-28,0,0.0145,0.0056,0,6.5,NA,23.8,NA,30.329,61.886,0,0.0024,0.0249,58.23,0.00235,2.926,8.3615,0.0073,15.67,0.00965,20.08,0,"sc",1," 1m",1,"sc-1-1",17.325,10.661,431.037,5.7,5.8,1.3,3.9,0.67,1.6,1.5,NA,0.116899552696514,8.49,9.68077286625676,1.58407475276671,0.248104134090836,0.0425279096995935,0.00199013813633324,11.937974213025,NA,NA
"sc-1 1m",2020-05-28,0,0.0145,0.0056,0,6.5,NA,23.8,NA,30.329,61.886,0,0.0024,0.0249,58.23,0.00235,2.926,8.3615,0.0073,15.67,0.00965,20.08,0,"sc",1," 1m",1,"sc-1-1",17.325,10.661,431.037,5.7,5.8,1.3,3.9,0.67,1.6,1.5,NA,0.116899552696514,8.49,9.3677985060496,1.57036704881827,0.234447482638138,0.0418718338619601,0.00199013813625111,11.8149287248844,NA,NA
"sc-1 7m",2020-05-28,0,0.036,0.0025,0,6.2,NA,24.1,NA,30.167,61.634,0,0.0027,0.02475,58.2,0.0018,2.8945,8.353,0.00465,15.61,0.00985,19.94,0,"sc",1," 7m",7,"sc-1-7",15.877,10.425,437.551,5.4,5.9,1.3,3.9,0.7,1.6,1.6,NA,0.0741322110796626,8.15,16.6001358042148,1.98066715719846,0.3437172382261,0.0548647473899768,0.00198280055275822,16.7545474399437,NA,NA
"sc-1 7m",2020-05-28,0,0.036,0.0025,0,6.2,NA,24.1,NA,30.167,61.634,0,0.0027,0.02475,58.2,0.0018,2.8945,8.353,0.00465,15.61,0.00985,19.94,0,"sc",1," 7m",7,"sc-1-7",15.877,10.425,437.551,5.4,5.9,1.3,3.9,0.7,1.6,1.6,NA,0.0741322110796626,8.15,16.5893406021796,1.93415438105492,0.33383164024228,0.0536287955423357,0.00198280055273088,16.8042810318761,NA,NA
"sc-1 10m",2020-05-28,5,0.068,0.0071,0,6.2,NA,26.1,NA,30.1,61.121,0,0.0021,0.02475,59.385,0.0016,2.925,8.2885,0.0011,15.48,0.0108,19.73,0.2433,"sc",1," 10m",10,"sc-1-10",10.89,5.443,457.396,NA,NA,NA,NA,NA,NA,NA,NA,0.0688145791673456,7.57,97.200713940825,5.35452905351328,0.0626869953477587,0.0211771171766752,0.0020224026932852,94.9573933964195,148,73
"sc-1 10m",2020-05-28,5,0.068,0.0071,0,6.2,NA,26.1,NA,30.1,61.121,0,0.0021,0.02475,59.385,0.0016,2.925,8.2885,0.0011,15.48,0.0108,19.73,0.2433,"sc",1," 10m",10,"sc-1-10",10.89,5.443,457.396,NA,NA,NA,NA,NA,NA,NA,NA,0.0688145791673456,7.57,96.7669960702274,5.14335191745604,0.0639022678711626,0.0215823151640888,0.0020224026932927,94.4858855014615,148,73
"sc-1 15m",2020-05-28,23,0.0885,0.0136,0,5.8,NA,27.4,NA,29.929,60.7,0,0.00205,0.0244,60.06,0.0018,2.8775,8.1785,0.02475,15.28,0.02895,19.45,0.4658,"sc",1," 15m",15,"sc-1-15",8.14,4.009,469.535,NA,NA,NA,NA,NA,NA,NA,NA,0.0706209492688893,7.43,145.061330911977,7.17751100143002,0.0234179147700465,0.0170755671298998,0.00205167599198805,143.314890035679,148,71
"sc-1 15m",2020-05-28,23,0.0885,0.0136,0,5.8,NA,27.4,NA,29.929,60.7,0,0.00205,0.0244,60.06,0.0018,2.8775,8.1785,0.02475,15.28,0.02895,19.45,0.4658,"sc",1," 15m",15,"sc-1-15",8.14,4.009,469.535,NA,NA,NA,NA,NA,NA,NA,NA,0.0706209492688893,7.43,143.995080696584,7.14016842096564,0.017673905551043,0.0160258756063194,0.00205167599198205,142.269494288547,148,71
"sc-1 20m",2020-05-28,42,0.126,0.0357,0,5.9,NA,27.7,NA,29.956,60.343,0,0.004,0.0245,60.365,0.00115,2.9195,8.258,0.1386,15.53,0.048,19.29,0.585733333333333,"sc",1," 20m",20,"sc-1-20",7.281,3.752,473.233,NA,NA,NA,NA,NA,NA,NA,NA,0.0896744695269893,7.39,148.943365702511,7.50426794206429,0.0161657067414547,0.0165598139867442,0.00204848728701425,147.28570121657,148,94
"sc-1 20m",2020-05-28,42,0.126,0.0357,0,5.9,NA,27.7,NA,29.956,60.343,0,0.004,0.0245,60.365,0.00115,2.9195,8.258,0.1386,15.53,0.048,19.29,0.585733333333333,"sc",1," 20m",20,"sc-1-20",7.281,3.752,473.233,NA,NA,NA,NA,NA,NA,NA,NA,0.0896744695269893,7.39,152.605868515627,7.51089124866865,0.0146590970649191,0.0163742039212142,0.00204848728700908,151.002228781955,148,94
"sc-1 25m",2020-05-28,60,0.161,0.0474,0,5.9,6.2,27.9,NA,29.908,60.037,0.047,0.004,0.02445,59.95,0.0014,2.896,8.221,0.22525,15.43,0.06595,19.26,0.639166666666667,"sc",1," 25m",25,"sc-1-25",7.111,3.456,473.772,5.1,5.4,0.87,3.7,0.83,2.1,1.6,NA,0.18194941031293,7.36,163.711037188052,7.90048330985386,0.0444126175010808,0.0200933024394604,0.00204555661043882,162.268972442179,148,142
"sc-1 25m",2020-05-28,60,0.161,0.0474,0,5.9,6.2,27.9,NA,29.908,60.037,0.047,0.004,0.02445,59.95,0.0014,2.896,8.221,0.22525,15.43,0.06595,19.26,0.639166666666667,"sc",1," 25m",25,"sc-1-25",7.111,3.456,473.772,5.1,5.4,0.87,3.7,0.83,2.1,1.6,NA,0.18194941031293,7.36,163.185390740806,7.85211764629875,0.0445632659785666,0.0200687961616001,0.00204555661043667,161.745367542661,148,142
"sc-1 27m",2020-05-28,64,0.189,0.04425,0,5.9,6,27.9,NA,29.963,60.027,0,0.0021,0.0245,60.395,0.0015,2.9455,8.208,0.26215,15.53,0.06985,19.225,0.658,"sc",1," 27m",27,"sc-1-27",6.991,2.891,475.83,5.2,5.2,0.9,3.7,0.61,2.3,1.6,0.906779661016949,0.405925030955481,7.33,163.209652231202,7.93609061958952,0.312477758663491,0.0498621101407166,0.0020271860139642,161.813761025249,148,169
"sc-1 27m",2020-05-28,64,0.189,0.04425,0,5.9,6,27.9,NA,29.963,60.027,0,0.0021,0.0245,60.395,0.0015,2.9455,8.208,0.26215,15.53,0.06985,19.225,0.658,"sc",1," 27m",27,"sc-1-27",6.991,2.891,475.83,5.2,5.2,0.9,3.7,0.61,2.3,1.6,0.906779661016949,0.405925030955481,7.33,161.15830799935,7.67602643469416,0.298970827732911,0.0492261307284742,0.00202718601396226,159.755056582123,148,169
"sc-1 28m",2020-05-28,74,0.202,0.04465,0,5.9,6.4,27.8,NA,29.744,59.62,0,0.00205,0.0241,60.04,0.0013,2.925,8.157,0.338,15.44,0.0782,19.045,0.695766666666667,"sc",1," 28m",28,"sc-1-28",6.976,2.134,476.497,5.1,5.3,0.88,3.8,0.65,1.99,1.6,0.923728813559322,2,7.32,162.889586926988,8.05008515889384,0.670070461423799,0.090780097504121,0.00201377858992345,161.483601958465,148,183
"sc-1 28m",2020-05-28,74,0.202,0.04465,0,5.9,6.4,27.8,NA,29.744,59.62,0,0.00205,0.0241,60.04,0.0013,2.925,8.157,0.338,15.44,0.0782,19.045,0.695766666666667,"sc",1," 28m",28,"sc-1-28",6.976,2.134,476.497,5.1,5.3,0.88,3.8,0.65,1.99,1.6,0.923728813559322,2,7.32,163.807200703366,8.03604085027431,0.711696656249344,0.0960582510272785,0.0020137785899241,162.413496618704,148,183
"hs-1 1m",2020-06-04,0,0.01,0,0,7.7,NA,30.3,NA,27.098,33.231,0,0.0084,0.03265,51.6533333333333,0.00225,4.941,8.471,0.01125,15.41,0.0144666666666667,10.555,0.0578333333333333,"hs",1," 1m",1,"hs-1-1",18.974,9.98,402.061,7.3,7.5,1.55,4.79,1.16,1.9,1.5,NA,0.132624485419548,8.44,19.7279009670177,2.05771530047215,0.603060162940187,0.0818162802013707,0.00253010029553528,18.3984132885403,NA,NA
"hs-1 1m",2020-06-04,0,0.01,0,0,7.7,NA,30.3,NA,27.098,33.231,0,0.0084,0.03265,51.6533333333333,0.00225,4.941,8.471,0.01125,15.41,0.0144666666666667,10.555,0.0578333333333333,"hs",1," 1m",1,"hs-1-1",18.974,9.98,402.061,7.3,7.5,1.55,4.79,1.16,1.9,1.5,NA,0.132624485419548,8.44,19.8479165003527,2.06539081497823,0.600163012090855,0.0845107663432138,0.00253010029553528,18.4921884748649,NA,NA
"hs-1 4.5",2020-06-04,0,0.01,0,0,7.9,NA,30.8,NA,26.89,33.049,0,0.0074,0.03225,51.73,0.00215,4.881,8.465,0.01495,15.16,0.0152333333333333,10.42,0.0649666666666667,"hs",1," 4,5",4.5,"hs-1-4.5",16.501,9.051,407.239,NA,NA,NA,NA,NA,NA,NA,NA,0.115807567942442,8.14,30.9923981822281,2.53201091052397,1.02567353026664,0.132034941142014,0.00253366126220107,27.5082611739887,NA,NA
"hs-1 4.5",2020-06-04,0,0.01,0,0,7.9,NA,30.8,NA,26.89,33.049,0,0.0074,0.03225,51.73,0.00215,4.881,8.465,0.01495,15.16,0.0152333333333333,10.42,0.0649666666666667,"hs",1," 4,5",4.5,"hs-1-4.5",16.501,9.051,407.239,NA,NA,NA,NA,NA,NA,NA,NA,0.115807567942442,8.14,30.8803193519449,2.41985115646712,0.961253222988139,0.125827712804494,0.00253366126219323,27.4022229880401,NA,NA
"hs-1 6m",2020-06-04,4,0.02,0,0,7.2,NA,32.7,NA,26.807,32.337,0,0.0063,0.03175,52.9733333333333,0.0019,4.9445,8.4315,0.00615,15.32,0.0159,10.237,0.1517,"hs",1," 6m",6,"hs-1-6",12.821,5.326,422.756,NA,NA,NA,NA,NA,NA,NA,NA,0.128885465297115,7.39,137.394008932679,7.00534710156354,0.514944643609897,0.0757465413469983,0.0024571259792884,134.489326500287,155,0
"hs-1 6m",2020-06-04,4,0.02,0,0,7.2,NA,32.7,NA,26.807,32.337,0,0.0063,0.03175,52.9733333333333,0.0019,4.9445,8.4315,0.00615,15.32,0.0159,10.237,0.1517,"hs",1," 6m",6,"hs-1-6",12.821,5.326,422.756,NA,NA,NA,NA,NA,NA,NA,NA,0.128885465297115,7.39,139.039507906013,6.78967238021073,0.50774009307631,0.0734471526479572,0.00245712597928959,136.119127101764,155,0
"hs-1 7m",2020-06-04,10,0.03,0,0,7,NA,35.6,NA,26.736,31.92,0,0.0049,0.03135,54.1366666666667,0.00145,4.941,8.39,0.00475,15.235,0.0212,9.964,0.292933333333333,"hs",1," 7m",7,"hs-1-7",11.039,0.603,432.923,NA,NA,NA,NA,NA,NA,NA,NA,0.146251050417113,7.35,214.342226555664,9.99183756699511,0.185038696337157,0.0372660403939433,0.00263568606383166,212.090229594907,155,0
"hs-1 7m",2020-06-04,10,0.03,0,0,7,NA,35.6,NA,26.736,31.92,0,0.0049,0.03135,54.1366666666667,0.00145,4.941,8.39,0.00475,15.235,0.0212,9.964,0.292933333333333,"hs",1," 7m",7,"hs-1-7",11.039,0.603,432.923,NA,NA,NA,NA,NA,NA,NA,NA,0.146251050417113,7.35,213.279975279972,9.43588028123385,0.179995263006684,0.0368899181600735,0.00263568606383069,211.00546361758,155,0
"hs-1 8m",2020-06-04,13,0.05,0,0,6.9,NA,35.2,NA,26.462,31.349,0,0.00445,0.03175,54.7566666666667,0.00115,4.9595,8.341,0.10475,15.19,0.0218,9.8775,0.405,"hs",1," 8m",8,"hs-1-8",9.678,0.126,443.532,NA,NA,NA,NA,NA,NA,NA,NA,0.178853948600445,7.36,239.279898994574,10.9803532621002,3.27998412682517,0.381555997328616,0.00260199138968989,237.378255537977,155,0
"hs-1 8m",2020-06-04,13,0.05,0,0,6.9,NA,35.2,NA,26.462,31.349,0,0.00445,0.03175,54.7566666666667,0.00115,4.9595,8.341,0.10475,15.19,0.0218,9.8775,0.405,"hs",1," 8m",8,"hs-1-8",9.678,0.126,443.532,NA,NA,NA,NA,NA,NA,NA,NA,0.178853948600445,7.36,236.193678817597,10.8774166561241,3.36918122930698,0.380084360036023,0.00260199138969079,234.244994016572,155,0
"hs-1 9m",2020-06-04,62,0.42,0,0,6.8,8.5,37.1,NA,26.534,29.775,0,0.00555,0.03185,56,0.00555,4.984,8.341,1.1575,15.17,0.0721333333333333,9.937,0.534433333333333,"hs",1," 9m",9,"hs-1-9",9.021,0.037,450.614,6.65,6.76,1.09,4.58,1.096,2.3,1.7,0.963235294117647,0.249306293810377,7.32,229.140994991421,10.2098858881751,52.1495118953512,4.98764473988222,0.0027067007169169,227.09392846152,155,0
"hs-1 9m",2020-06-04,62,0.42,0,0,6.8,8.5,37.1,NA,26.534,29.775,0,0.00555,0.03185,56,0.00555,4.984,8.341,1.1575,15.17,0.0721333333333333,9.937,0.534433333333333,"hs",1," 9m",9,"hs-1-9",9.021,0.037,450.614,6.65,6.76,1.09,4.58,1.096,2.3,1.7,0.963235294117647,0.249306293810377,7.32,228.710003712989,10.3867184445388,53.0948041278035,5.031597238956,0.0027067007169192,226.615241045757,155,0
"hs-1 10m",2020-06-04,92,0.61,0,0,7,8,NA,NA,26.587,28.579,0,0.00615,0.0319,56.0833333333333,0.01145,4.9995,8.295,1.308,15.075,0.103766666666667,9.9565,0.5993,"hs",1," 10m",10,"hs-1-10",8.744,0.03,454.186,6.81,6.59,0.99,4.6,0.99,2.4,1.6,0.921428571428571,0.488034124187255,7.27,241.24114124016,10.5086481717031,75.0086867094503,6.85370326227586,NA,NA,155,43
"hs-1 10m",2020-06-04,92,0.61,0,0,7,8,NA,NA,26.587,28.579,0,0.00615,0.0319,56.0833333333333,0.01145,4.9995,8.295,1.308,15.075,0.103766666666667,9.9565,0.5993,"hs",1," 10m",10,"hs-1-10",8.744,0.03,454.186,6.81,6.59,0.99,4.6,0.99,2.4,1.6,0.921428571428571,0.488034124187255,7.27,243.380492375242,11.1317440850591,75.9398766704604,7.05160869052085,NA,NA,155,43
"hs-1 11m",2020-06-04,149,0.97,0,0,7,8.3,39.3,NA,26.662,26.695,0,0.00545,0.0318,56.69,0.02965,5.0965,8.3695,1.411,15.3,0.160666666666667,11.24,0.6913,"hs",1," 11m",11,"hs-1-11",8.505,0.021,458.521,6.66,6.62,0.988,4.697,1.13,2.4,1.8,0.907142857142857,2,7.25,273.907596799362,12.1608761487411,112.03238019293,10.3231208298321,0.00280017522020361,271.980259311229,155,126
"hs-1 11m",2020-06-04,149,0.97,0,0,7,8.3,39.3,NA,26.662,26.695,0,0.00545,0.0318,56.69,0.02965,5.0965,8.3695,1.411,15.3,0.160666666666667,11.24,0.6913,"hs",1," 11m",11,"hs-1-11",8.505,0.021,458.521,6.66,6.62,0.988,4.697,1.13,2.4,1.8,0.907142857142857,2,7.25,272.423048855974,11.7426002048591,109.957425778821,9.99161399319655,0.00280017522020497,270.453178243467,155,126
"gg-1 1m",2020-06-05,0,0.01,0,0,6.8,NA,19.8,NA,72.034,40.531,0,0.00465,0.0424,55.0966666666667,0.0022,11.745,7.5005,0.00525,21.77,0.00856666666666667,12.545,0.00143333333333333,"gg",1," 1m",1,"gg-1-1",19.501,9.966,493.464,6.5,6.4,0.98,4.67,0.78,1.6,1.4,NA,0.0647351723578865,8.56,6.10851628246035,1.48813897770544,1.16290028754071,0.140690380562707,0.00166271064915092,9.64506124710621,NA,NA
"gg-1 1m",2020-06-05,0,0.01,0,0,6.8,NA,19.8,NA,72.034,40.531,0,0.00465,0.0424,55.0966666666667,0.0022,11.745,7.5005,0.00525,21.77,0.00856666666666667,12.545,0.00143333333333333,"gg",1," 1m",1,"gg-1-1",19.501,9.966,493.464,6.5,6.4,0.98,4.67,0.78,1.6,1.4,NA,0.0647351723578865,8.56,6.13069575909121,1.46070110098936,1.16755619821255,0.154983368650061,0.00166271064913177,9.68236843321904,NA,NA
"gg-1 5.5m",2020-06-05,0,0,0,0,6.7,NA,20.2,NA,72.23,40.602,0,0.00515,0.04225,55.48,0.0024,11.71,7.558,0.00935,21.735,0.00906666666666667,12.48,0.0235333333333333,"gg",1," 5,5m",5.5,"gg-1-5.5",16.906,9.903,505.507,6.4,6.5,0.97,4.62,0.92,1.6,1.4,NA,0.10583288378198,8.21,9.26176214437021,1.58914035106201,1.86961768202007,0.219426392345849,0.00166784732409171,11.5210145664251,NA,NA
"gg-1 5.5m",2020-06-05,0,0,0,0,6.7,NA,20.2,NA,72.23,40.602,0,0.00515,0.04225,55.48,0.0024,11.71,7.558,0.00935,21.735,0.00906666666666667,12.48,0.0235333333333333,"gg",1," 5,5m",5.5,"gg-1-5.5",16.906,9.903,505.507,6.4,6.5,0.97,4.62,0.92,1.6,1.4,NA,0.10583288378198,8.21,9.22098819615419,1.6048763334021,1.87714524346815,0.227351113083449,0.00166784732406604,11.5351891132245,NA,NA
"gg-1 7m",2020-06-05,8,0.01,0,0,6.7,NA,23,NA,71.51,39.337,0,0.00365,0.042,57.7966666666667,0.01445,11.78,7.491,0.1138,21.645,0.0156333333333333,12.145,0.4496,"gg",1," 7m",7,"gg-1-7",13.027,5.681,525.568,NA,NA,NA,NA,NA,NA,NA,NA,0.29173332954957,7.6,79.0219865052129,4.72715808123862,2.30785218743388,0.273913982890468,0.00179760510658138,76.9560350042519,156,0
"gg-1 7m",2020-06-05,8,0.01,0,0,6.7,NA,23,NA,71.51,39.337,0,0.00365,0.042,57.7966666666667,0.01445,11.78,7.491,0.1138,21.645,0.0156333333333333,12.145,0.4496,"gg",1," 7m",7,"gg-1-7",13.027,5.681,525.568,NA,NA,NA,NA,NA,NA,NA,NA,0.29173332954957,7.6,73.6510454499945,4.04054223311238,2.26248071086119,0.275780435199601,0.00179760510657968,71.5389228601136,156,0
"gg-1 8m",2020-06-05,28,0.07,0,0,6.5,NA,23.6,NA,71.376,39.221,0,0.0042,0.04195,58.28,0.04985,11.875,7.485,0.2258,21.61,0.0358333333333333,12.16,0.832533333333333,"gg",1," 8m",8,"gg-1-8",11.544,1.774,535.83,6.2,6.3,0.81,4.57,0.98,1.6,1.6,NA,0.427889117938074,7.41,109.927755533412,5.88270196757977,2.06773023148852,0.250154447035762,0.00177536431422253,108.337465306731,156,69
"gg-1 8m",2020-06-05,28,0.07,0,0,6.5,NA,23.6,NA,71.376,39.221,0,0.0042,0.04195,58.28,0.04985,11.875,7.485,0.2258,21.61,0.0358333333333333,12.16,0.832533333333333,"gg",1," 8m",8,"gg-1-8",11.544,1.774,535.83,6.2,6.3,0.81,4.57,0.98,1.6,1.6,NA,0.427889117938074,7.41,111.178995978506,5.9990888785136,2.09376288389941,0.260928448520524,0.00177536431422253,109.584848849129,156,69
"gg-1 9m",2020-06-05,38,0.18,0.01,0,6.4,6.5,26.1,NA,71.277,38.617,0,0.0042,0.04135,60.2933333333333,0.17505,11.99,7.5545,0.50065,21.66,0.0557666666666667,11.925,1.58866666666667,"gg",1," 9m",9,"gg-1-9",11.063,0.601,540.598,6.1,6.2,0.6,4.59,1,1.7,1.7,1.015625,0.536524216226512,7.34,217.119484759127,9.75121694171618,4.37926239380727,0.49193702649031,0.00192744521924074,216.037776500042,156,115
"gg-1 9m",2020-06-05,38,0.18,0.01,0,6.4,6.5,26.1,NA,71.277,38.617,0,0.0042,0.04135,60.2933333333333,0.17505,11.99,7.5545,0.50065,21.66,0.0557666666666667,11.925,1.58866666666667,"gg",1," 9m",9,"gg-1-9",11.063,0.601,540.598,6.1,6.2,0.6,4.59,1,1.7,1.7,1.015625,0.536524216226512,7.34,219.47877267686,10.4361445267455,4.44744346353654,0.506521952532454,0.00192744521924,218.400681212216,156,115
"gg-1 9.5m",2020-06-05,39,0.2,0.01,0,6.4,6.4,26.5,NA,71.146,38.448,0,0.00405,0.0413,60.51,0.17735,11.925,7.6055,0.5792,21.57,0.0512333333333333,12.01,1.73366666666667,"gg",1," 9,5m",9.5,"gg-1-9.5",10.646,0.02,652.672,6.1,6.3,0.6,4.7,0.97,1.6,1.7,NA,0.536524216226512,7.55,211.392400688883,9.77697602814141,3.32038090598919,0.368027490703728,0.00204545917053004,210.130759467827,NA,NA
