"Lake","Parameter","Value"
"Sc","Chla_ugL",1.34
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",10.35
"Sc","DO_mgL",1.106
"Sc","Depth_m",8.7
"Sc","T_C",12.069
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3306
"Sc","EC25_uScm",461.989
"Sc","Density_kgm3",999.699
"Sc","Chla_ugL",1.2
"Sc","Turbidity_FTU",0.89
"Sc","DO_pc",9.31
"Sc","DO_mgL",0.997
"Sc","Depth_m",8.8
"Sc","T_C",12.001
"Sc","Salinity",0.213
"Sc","Cond_uScm",0.3308
"Sc","EC25_uScm",463.316
"Sc","Density_kgm3",999.707
"Sc","Chla_ugL",1.33
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",8.72
"Sc","DO_mgL",0.933
"Sc","Depth_m",8.9
"Sc","T_C",11.929
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.329
"Sc","EC25_uScm",461.79
"Sc","Density_kgm3",999.715
"Sc","Chla_ugL",1.37
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",8.23
"Sc","DO_mgL",0.883
"Sc","Depth_m",9
"Sc","T_C",11.898
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3289
"Sc","EC25_uScm",462.134
"Sc","Density_kgm3",999.719
"Sc","Chla_ugL",1.34
"Sc","Turbidity_FTU",0.86
"Sc","DO_pc",8.15
"Sc","DO_mgL",0.876
"Sc","Depth_m",9.1
"Sc","T_C",11.862
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3287
"Sc","EC25_uScm",462.302
"Sc","Density_kgm3",999.724
"Sc","Chla_ugL",1.39
"Sc","Turbidity_FTU",0.89
"Sc","DO_pc",8.32
"Sc","DO_mgL",0.895
"Sc","Depth_m",9.2
"Sc","T_C",11.813
"Sc","Salinity",0.213
"Sc","Cond_uScm",0.3292
"Sc","EC25_uScm",463.737
"Sc","Density_kgm3",999.73
"Sc","Chla_ugL",1.32
"Sc","Turbidity_FTU",1
"Sc","DO_pc",9.01
"Sc","DO_mgL",0.969
"Sc","Depth_m",9.3
"Sc","T_C",11.753
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3277
"Sc","EC25_uScm",462.416
"Sc","Density_kgm3",999.737
"Sc","Chla_ugL",1.38
"Sc","Turbidity_FTU",0.9
"Sc","DO_pc",9.2
"Sc","DO_mgL",0.992
"Sc","Depth_m",9.4
"Sc","T_C",11.716
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3275
"Sc","EC25_uScm",462.669
"Sc","Density_kgm3",999.742
"Sc","Chla_ugL",1.4
"Sc","Turbidity_FTU",0.88
"Sc","DO_pc",9.24
"Sc","DO_mgL",0.997
"Sc","Depth_m",9.5
"Sc","T_C",11.633
"Sc","Salinity",0.213
"Sc","Cond_uScm",0.3273
"Sc","EC25_uScm",463.639
"Sc","Density_kgm3",999.752
"Sc","Chla_ugL",1.25
"Sc","Turbidity_FTU",0.95
"Sc","DO_pc",9.23
"Sc","DO_mgL",0.998
"Sc","Depth_m",9.6
"Sc","T_C",11.574
"Sc","Salinity",0.213
"Sc","Cond_uScm",0.3269
"Sc","EC25_uScm",463.909
"Sc","Density_kgm3",999.759
"Sc","Chla_ugL",1.46
"Sc","Turbidity_FTU",0.82
"Sc","DO_pc",9.04
"Sc","DO_mgL",0.979
"Sc","Depth_m",9.7
"Sc","T_C",11.533
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3263
"Sc","EC25_uScm",463.661
"Sc","Density_kgm3",999.763
"Sc","Chla_ugL",1.37
"Sc","Turbidity_FTU",0.86
"Sc","DO_pc",8.82
"Sc","DO_mgL",0.956
"Sc","Depth_m",9.8
"Sc","T_C",11.498
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3258
"Sc","EC25_uScm",463.421
"Sc","Density_kgm3",999.768
"Sc","Chla_ugL",1.26
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",8.65
"Sc","DO_mgL",0.939
"Sc","Depth_m",9.9
"Sc","T_C",11.437
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3253
"Sc","EC25_uScm",463.673
"Sc","Density_kgm3",999.775
"Sc","Chla_ugL",1.32
"Sc","Turbidity_FTU",0.79
"Sc","DO_pc",8.36
"Sc","DO_mgL",0.907
"Sc","Depth_m",10
"Sc","T_C",11.389
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3251
"Sc","EC25_uScm",464.037
"Sc","Density_kgm3",999.78
"Sc","Chla_ugL",1.34
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",8.05
"Sc","DO_mgL",0.875
"Sc","Depth_m",10.1
"Sc","T_C",11.361
"Sc","Salinity",0.213
"Sc","Cond_uScm",0.3252
"Sc","EC25_uScm",464.624
"Sc","Density_kgm3",999.784
"Sc","Chla_ugL",1.16
"Sc","Turbidity_FTU",0.96
"Sc","DO_pc",7.75
"Sc","DO_mgL",0.843
"Sc","Depth_m",10.2
"Sc","T_C",11.331
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3242
"Sc","EC25_uScm",463.613
"Sc","Density_kgm3",999.787
"Sc","Chla_ugL",1.23
"Sc","Turbidity_FTU",0.81
"Sc","DO_pc",7.45
"Sc","DO_mgL",0.811
"Sc","Depth_m",10.3
"Sc","T_C",11.304
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3238
"Sc","EC25_uScm",463.504
"Sc","Density_kgm3",999.791
"Sc","Chla_ugL",1.12
"Sc","Turbidity_FTU",0.82
"Sc","DO_pc",7.34
"Sc","DO_mgL",0.799
"Sc","Depth_m",10.4
"Sc","T_C",11.264
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3238
"Sc","EC25_uScm",463.968
"Sc","Density_kgm3",999.795
"Sc","Chla_ugL",1.38
"Sc","Turbidity_FTU",0.86
"Sc","DO_pc",7.25
"Sc","DO_mgL",0.791
"Sc","Depth_m",10.5
"Sc","T_C",11.161
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.323
"Sc","EC25_uScm",464.341
"Sc","Density_kgm3",999.807
"Sc","Chla_ugL",1.63
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",7.16
"Sc","DO_mgL",0.782
"Sc","Depth_m",10.6
"Sc","T_C",11.099
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3226
"Sc","EC25_uScm",464.769
"Sc","Density_kgm3",999.814
"Sc","Chla_ugL",1.32
"Sc","Turbidity_FTU",0.83
"Sc","DO_pc",7.13
"Sc","DO_mgL",0.781
"Sc","Depth_m",10.7
"Sc","T_C",11.065
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3221
"Sc","EC25_uScm",464.439
"Sc","Density_kgm3",999.817
"Sc","Chla_ugL",1.41
"Sc","Turbidity_FTU",0.88
"Sc","DO_pc",7.12
"Sc","DO_mgL",0.78
"Sc","Depth_m",10.8
"Sc","T_C",11.025
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3219
"Sc","EC25_uScm",464.764
"Sc","Density_kgm3",999.822
"Sc","Chla_ugL",1.49
"Sc","Turbidity_FTU",0.9
"Sc","DO_pc",7.04
"Sc","DO_mgL",0.771
"Sc","Depth_m",10.9
"Sc","T_C",10.984
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3213
"Sc","EC25_uScm",464.517
"Sc","Density_kgm3",999.827
"Sc","Chla_ugL",1.33
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",6.86
"Sc","DO_mgL",0.753
"Sc","Depth_m",11
"Sc","T_C",10.949
"Sc","Salinity",0.213
"Sc","Cond_uScm",0.3221
"Sc","EC25_uScm",466.22
"Sc","Density_kgm3",999.831
"Sc","Chla_ugL",1.09
"Sc","Turbidity_FTU",0.86
"Sc","DO_pc",6.54
"Sc","DO_mgL",0.717
"Sc","Depth_m",11.1
"Sc","T_C",10.951
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3208
"Sc","EC25_uScm",464.326
"Sc","Density_kgm3",999.831
"Sc","Chla_ugL",1.25
"Sc","Turbidity_FTU",0.86
"Sc","DO_pc",6.41
"Sc","DO_mgL",0.703
"Sc","Depth_m",11.2
"Sc","T_C",10.913
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3201
"Sc","EC25_uScm",463.842
"Sc","Density_kgm3",999.835
"Sc","Chla_ugL",1.08
"Sc","Turbidity_FTU",0.83
"Sc","DO_pc",6.34
"Sc","DO_mgL",0.697
"Sc","Depth_m",11.3
"Sc","T_C",10.846
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3189
"Sc","EC25_uScm",463.155
"Sc","Density_kgm3",999.842
"Sc","Chla_ugL",1.03
"Sc","Turbidity_FTU",0.83
"Sc","DO_pc",6.28
"Sc","DO_mgL",0.692
"Sc","Depth_m",11.4
"Sc","T_C",10.801
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3187
"Sc","EC25_uScm",463.443
"Sc","Density_kgm3",999.847
"Sc","Chla_ugL",1.08
"Sc","Turbidity_FTU",0.81
"Sc","DO_pc",6.25
"Sc","DO_mgL",0.689
"Sc","Depth_m",11.5
"Sc","T_C",10.733
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3181
"Sc","EC25_uScm",463.628
"Sc","Density_kgm3",999.854
"Sc","Chla_ugL",1.03
"Sc","Turbidity_FTU",0.86
"Sc","DO_pc",6.23
"Sc","DO_mgL",0.688
"Sc","Depth_m",11.6
"Sc","T_C",10.7
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3177
"Sc","EC25_uScm",463.55
"Sc","Density_kgm3",999.858
"Sc","Chla_ugL",1.01
"Sc","Turbidity_FTU",0.83
"Sc","DO_pc",6.26
"Sc","DO_mgL",0.693
"Sc","Depth_m",11.7
"Sc","T_C",10.663
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3174
"Sc","EC25_uScm",463.641
"Sc","Density_kgm3",999.862
"Sc","Chla_ugL",0.98
"Sc","Turbidity_FTU",0.82
"Sc","DO_pc",6.32
"Sc","DO_mgL",0.699
"Sc","Depth_m",11.8
"Sc","T_C",10.59
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3175
"Sc","EC25_uScm",464.8
"Sc","Density_kgm3",999.87
"Sc","Chla_ugL",0.99
"Sc","Turbidity_FTU",0.76
"Sc","DO_pc",6.45
"Sc","DO_mgL",0.715
"Sc","Depth_m",11.9
"Sc","T_C",10.55
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3172
"Sc","EC25_uScm",465.076
"Sc","Density_kgm3",999.874
"Sc","Chla_ugL",1.04
"Sc","Turbidity_FTU",0.81
"Sc","DO_pc",6.56
"Sc","DO_mgL",0.727
"Sc","Depth_m",12
"Sc","T_C",10.526
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.317
"Sc","EC25_uScm",465.029
"Sc","Density_kgm3",999.877
"Sc","Chla_ugL",1.07
"Sc","Turbidity_FTU",0.78
"Sc","DO_pc",6.58
"Sc","DO_mgL",0.73
"Sc","Depth_m",12.1
"Sc","T_C",10.508
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3169
"Sc","EC25_uScm",465.278
"Sc","Density_kgm3",999.879
"Sc","Chla_ugL",1.18
"Sc","Turbidity_FTU",0.82
"Sc","DO_pc",6.59
"Sc","DO_mgL",0.731
"Sc","Depth_m",12.2
"Sc","T_C",10.473
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3166
"Sc","EC25_uScm",465.286
"Sc","Density_kgm3",999.883
"Sc","Chla_ugL",1.09
"Sc","Turbidity_FTU",0.86
"Sc","DO_pc",6.64
"Sc","DO_mgL",0.737
"Sc","Depth_m",12.3
"Sc","T_C",10.432
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3164
"Sc","EC25_uScm",465.606
"Sc","Density_kgm3",999.887
"Sc","Chla_ugL",1.25
"Sc","Turbidity_FTU",1.01
"Sc","DO_pc",6.6
"Sc","DO_mgL",0.733
"Sc","Depth_m",12.4
"Sc","T_C",10.387
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3168
"Sc","EC25_uScm",466.872
"Sc","Density_kgm3",999.892
"Sc","Chla_ugL",2
"Sc","Turbidity_FTU",1.22
"Sc","DO_pc",6.42
"Sc","DO_mgL",0.713
"Sc","Depth_m",12.5
"Sc","T_C",10.373
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.316
"Sc","EC25_uScm",465.922
"Sc","Density_kgm3",999.894
"Sc","Chla_ugL",1.68
"Sc","Turbidity_FTU",1.22
"Sc","DO_pc",6.2
"Sc","DO_mgL",0.689
"Sc","Depth_m",12.6
"Sc","T_C",10.346
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3155
"Sc","EC25_uScm",465.536
"Sc","Density_kgm3",999.897
"Sc","Chla_ugL",1.3
"Sc","Turbidity_FTU",1.14
"Sc","DO_pc",5.98
"Sc","DO_mgL",0.666
"Sc","Depth_m",12.7
"Sc","T_C",10.278
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3151
"Sc","EC25_uScm",465.97
"Sc","Density_kgm3",999.903
"Sc","Chla_ugL",1.32
"Sc","Turbidity_FTU",1.07
"Sc","DO_pc",5.37
"Sc","DO_mgL",0.599
"Sc","Depth_m",12.8
"Sc","T_C",10.246
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3148
"Sc","EC25_uScm",466.019
"Sc","Density_kgm3",999.907
"Sc","Chla_ugL",1.44
"Sc","Turbidity_FTU",1.15
"Sc","DO_pc",4.37
"Sc","DO_mgL",0.487
"Sc","Depth_m",12.9
"Sc","T_C",10.223
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3151
"Sc","EC25_uScm",466.873
"Sc","Density_kgm3",999.91
"Sc","Chla_ugL",1.29
"Sc","Turbidity_FTU",1.38
"Sc","DO_pc",3.74
"Sc","DO_mgL",0.417
"Sc","Depth_m",13
"Sc","T_C",10.221
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3148
"Sc","EC25_uScm",466.4
"Sc","Density_kgm3",999.91
"Sc","Chla_ugL",1.25
"Sc","Turbidity_FTU",1.24
"Sc","DO_pc",3.1
"Sc","DO_mgL",0.346
"Sc","Depth_m",13.1
"Sc","T_C",10.178
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3142
"Sc","EC25_uScm",466.226
"Sc","Density_kgm3",999.914
"Sc","Chla_ugL",1.11
"Sc","Turbidity_FTU",1.21
"Sc","DO_pc",2.67
"Sc","DO_mgL",0.298
"Sc","Depth_m",13.2
"Sc","T_C",10.153
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3141
"Sc","EC25_uScm",466.467
"Sc","Density_kgm3",999.917
"Sc","Chla_ugL",1.2
"Sc","Turbidity_FTU",1.17
"Sc","DO_pc",2.49
"Sc","DO_mgL",0.278
"Sc","Depth_m",13.3
"Sc","T_C",10.124
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3137
"Sc","EC25_uScm",466.24
"Sc","Density_kgm3",999.92
"Sc","Chla_ugL",1.18
"Sc","Turbidity_FTU",1.1
"Sc","DO_pc",2.29
"Sc","DO_mgL",0.257
"Sc","Depth_m",13.4
"Sc","T_C",10.1
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3136
"Sc","EC25_uScm",466.587
"Sc","Density_kgm3",999.923
"Sc","Chla_ugL",1.82
"Sc","Turbidity_FTU",1.04
"Sc","DO_pc",2.17
"Sc","DO_mgL",0.243
"Sc","Depth_m",13.5
"Sc","T_C",10.076
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3134
"Sc","EC25_uScm",466.541
"Sc","Density_kgm3",999.926
"Sc","Chla_ugL",1.25
"Sc","Turbidity_FTU",0.99
"Sc","DO_pc",2.02
"Sc","DO_mgL",0.226
"Sc","Depth_m",13.6
"Sc","T_C",10.051
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3133
"Sc","EC25_uScm",466.763
"Sc","Density_kgm3",999.928
"Sc","Chla_ugL",1.08
"Sc","Turbidity_FTU",0.93
"Sc","DO_pc",1.86
"Sc","DO_mgL",0.209
"Sc","Depth_m",13.7
"Sc","T_C",10.043
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3136
"Sc","EC25_uScm",467.411
"Sc","Density_kgm3",999.93
"Sc","Chla_ugL",1
"Sc","Turbidity_FTU",1.17
"Sc","DO_pc",1.65
"Sc","DO_mgL",0.185
"Sc","Depth_m",13.8
"Sc","T_C",10.021
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3129
"Sc","EC25_uScm",466.7
"Sc","Density_kgm3",999.932
"Sc","Chla_ugL",0.94
"Sc","Turbidity_FTU",0.99
"Sc","DO_pc",1.43
"Sc","DO_mgL",0.16
"Sc","Depth_m",13.9
"Sc","T_C",9.985
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3125
"Sc","EC25_uScm",466.686
"Sc","Density_kgm3",999.935
"Sc","Chla_ugL",0.87
"Sc","Turbidity_FTU",0.97
"Sc","DO_pc",1.21
"Sc","DO_mgL",0.136
"Sc","Depth_m",14
"Sc","T_C",9.972
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3124
"Sc","EC25_uScm",466.64
"Sc","Density_kgm3",999.937
"Sc","Chla_ugL",0.87
"Sc","Turbidity_FTU",1.07
"Sc","DO_pc",1.06
"Sc","DO_mgL",0.119
"Sc","Depth_m",14.1
"Sc","T_C",9.955
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3122
"Sc","EC25_uScm",466.678
"Sc","Density_kgm3",999.939
"Sc","Chla_ugL",0.87
"Sc","Turbidity_FTU",1.11
"Sc","DO_pc",0.94
"Sc","DO_mgL",0.105
"Sc","Depth_m",14.2
"Sc","T_C",9.941
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3119
"Sc","EC25_uScm",466.44
"Sc","Density_kgm3",999.941
"Sc","Chla_ugL",0.89
"Sc","Turbidity_FTU",1.15
"Sc","DO_pc",0.82
"Sc","DO_mgL",0.092
"Sc","Depth_m",14.3
"Sc","T_C",9.918
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3115
"Sc","EC25_uScm",466.152
"Sc","Density_kgm3",999.943
"Sc","Chla_ugL",0.86
"Sc","Turbidity_FTU",1.21
"Sc","DO_pc",0.71
"Sc","DO_mgL",0.08
"Sc","Depth_m",14.4
"Sc","T_C",9.898
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3114
"Sc","EC25_uScm",466.264
"Sc","Density_kgm3",999.945
"Sc","Chla_ugL",0.87
"Sc","Turbidity_FTU",1.08
"Sc","DO_pc",0.65
"Sc","DO_mgL",0.073
"Sc","Depth_m",14.5
"Sc","T_C",9.89
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3113
"Sc","EC25_uScm",466.246
"Sc","Density_kgm3",999.946
"Sc","Chla_ugL",0.88
"Sc","Turbidity_FTU",1.1
"Sc","DO_pc",0.65
"Sc","DO_mgL",0.073
"Sc","Depth_m",14.6
"Sc","T_C",9.867
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3113
"Sc","EC25_uScm",466.711
"Sc","Density_kgm3",999.949
"Sc","Chla_ugL",0.94
"Sc","Turbidity_FTU",1.11
"Sc","DO_pc",0.73
"Sc","DO_mgL",0.083
"Sc","Depth_m",14.7
"Sc","T_C",9.851
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3116
"Sc","EC25_uScm",467.338
"Sc","Density_kgm3",999.951
"Sc","Chla_ugL",1.07
"Sc","Turbidity_FTU",1.18
"Sc","DO_pc",0.84
"Sc","DO_mgL",0.094
"Sc","Depth_m",14.8
"Sc","T_C",9.836
"Sc","Salinity",0.211
"Sc","Cond_uScm",0.3114
"Sc","EC25_uScm",467.253
"Sc","Density_kgm3",999.953
"Sc","Chla_ugL",1.14
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",0.87
"Sc","DO_mgL",0.098
"Sc","Depth_m",14.9
"Sc","T_C",9.825
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3115
"Sc","EC25_uScm",467.663
"Sc","Density_kgm3",999.954
"Sc","Chla_ugL",1.14
"Sc","Turbidity_FTU",0.65
"Sc","DO_pc",0.85
"Sc","DO_mgL",0.096
"Sc","Depth_m",15
"Sc","T_C",9.805
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3117
"Sc","EC25_uScm",468.16
"Sc","Density_kgm3",999.957
"Sc","Chla_ugL",1.2
"Sc","Turbidity_FTU",0.5
"Sc","DO_pc",0.8
"Sc","DO_mgL",0.091
"Sc","Depth_m",15.1
"Sc","T_C",9.777
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3118
"Sc","EC25_uScm",468.768
"Sc","Density_kgm3",999.96
"Sc","Chla_ugL",1.2
"Sc","Turbidity_FTU",0.43
"Sc","DO_pc",0.66
"Sc","DO_mgL",0.075
"Sc","Depth_m",15.2
"Sc","T_C",9.758
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3116
"Sc","EC25_uScm",468.727
"Sc","Density_kgm3",999.962
"Sc","Chla_ugL",1.31
"Sc","Turbidity_FTU",0.64
"Sc","DO_pc",0.55
"Sc","DO_mgL",0.062
"Sc","Depth_m",15.3
"Sc","T_C",9.742
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3116
"Sc","EC25_uScm",469.045
"Sc","Density_kgm3",999.964
"Sc","Chla_ugL",1.32
"Sc","Turbidity_FTU",0.82
"Sc","DO_pc",0.5
"Sc","DO_mgL",0.056
"Sc","Depth_m",15.4
"Sc","T_C",9.71
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3115
"Sc","EC25_uScm",469.424
"Sc","Density_kgm3",999.967
"Sc","Chla_ugL",1.32
"Sc","Turbidity_FTU",0.79
"Sc","DO_pc",0.43
"Sc","DO_mgL",0.049
"Sc","Depth_m",15.5
"Sc","T_C",9.686
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3111
"Sc","EC25_uScm",469.203
"Sc","Density_kgm3",999.969
"Sc","Chla_ugL",1.32
"Sc","Turbidity_FTU",0.6
"Sc","DO_pc",0.36
"Sc","DO_mgL",0.04
"Sc","Depth_m",15.6
"Sc","T_C",9.657
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.311
"Sc","EC25_uScm",469.466
"Sc","Density_kgm3",999.973
"Sc","Chla_ugL",1.37
"Sc","Turbidity_FTU",0.85
"Sc","DO_pc",0.31
"Sc","DO_mgL",0.035
"Sc","Depth_m",15.7
"Sc","T_C",9.652
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3109
"Sc","EC25_uScm",469.414
"Sc","Density_kgm3",999.973
"Sc","Chla_ugL",1.39
"Sc","Turbidity_FTU",0.97
"Sc","DO_pc",0.29
"Sc","DO_mgL",0.033
"Sc","Depth_m",15.8
"Sc","T_C",9.62
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3108
"Sc","EC25_uScm",469.753
"Sc","Density_kgm3",999.977
"Sc","Chla_ugL",1.46
"Sc","Turbidity_FTU",1.08
"Sc","DO_pc",0.25
"Sc","DO_mgL",0.028
"Sc","Depth_m",15.9
"Sc","T_C",9.604
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3105
"Sc","EC25_uScm",469.569
"Sc","Density_kgm3",999.978
"Sc","Chla_ugL",1.56
"Sc","Turbidity_FTU",1.46
"Sc","DO_pc",0.22
"Sc","DO_mgL",0.025
"Sc","Depth_m",16
"Sc","T_C",9.588
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3105
"Sc","EC25_uScm",469.792
"Sc","Density_kgm3",999.98
"Sc","Chla_ugL",1.47
"Sc","Turbidity_FTU",1.1
"Sc","DO_pc",0.2
"Sc","DO_mgL",0.023
"Sc","Depth_m",16.1
"Sc","T_C",9.575
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3103
"Sc","EC25_uScm",469.616
"Sc","Density_kgm3",999.982
"Sc","Chla_ugL",1.41
"Sc","Turbidity_FTU",0.67
"Sc","DO_pc",0.19
"Sc","DO_mgL",0.022
"Sc","Depth_m",16.2
"Sc","T_C",9.552
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.31
"Sc","EC25_uScm",469.645
"Sc","Density_kgm3",999.984
"Sc","Chla_ugL",1.41
"Sc","Turbidity_FTU",0.61
"Sc","DO_pc",0.17
"Sc","DO_mgL",0.019
"Sc","Depth_m",16.3
"Sc","T_C",9.544
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3101
"Sc","EC25_uScm",469.898
"Sc","Density_kgm3",999.985
"Sc","Chla_ugL",1.4
"Sc","Turbidity_FTU",0.5
"Sc","DO_pc",0.16
"Sc","DO_mgL",0.018
"Sc","Depth_m",16.4
"Sc","T_C",9.526
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3097
"Sc","EC25_uScm",469.557
"Sc","Density_kgm3",999.987
"Sc","Chla_ugL",1.4
"Sc","Turbidity_FTU",0.74
"Sc","DO_pc",0.16
"Sc","DO_mgL",0.018
"Sc","Depth_m",16.5
"Sc","T_C",9.517
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3097
"Sc","EC25_uScm",469.704
"Sc","Density_kgm3",999.988
"Sc","Chla_ugL",1.39
"Sc","Turbidity_FTU",0.49
"Sc","DO_pc",0.15
"Sc","DO_mgL",0.017
"Sc","Depth_m",16.6
"Sc","T_C",9.512
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3096
"Sc","EC25_uScm",469.648
"Sc","Density_kgm3",999.989
"Sc","Chla_ugL",1.42
"Sc","Turbidity_FTU",0.56
"Sc","DO_pc",0.14
"Sc","DO_mgL",0.016
"Sc","Depth_m",16.7
"Sc","T_C",9.506
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3097
"Sc","EC25_uScm",469.785
"Sc","Density_kgm3",999.99
"Sc","Chla_ugL",1.46
"Sc","Turbidity_FTU",0.72
"Sc","DO_pc",0.13
"Sc","DO_mgL",0.015
"Sc","Depth_m",16.8
"Sc","T_C",9.495
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3097
"Sc","EC25_uScm",470.096
"Sc","Density_kgm3",999.992
"Sc","Chla_ugL",2.02
"Sc","Turbidity_FTU",1.82
"Sc","DO_pc",0.13
"Sc","DO_mgL",0.015
"Sc","Depth_m",16.9
"Sc","T_C",9.484
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3095
"Sc","EC25_uScm",469.914
"Sc","Density_kgm3",999.993
"Sc","Chla_ugL",1.56
"Sc","Turbidity_FTU",0.96
"Sc","DO_pc",0.12
"Sc","DO_mgL",0.013
"Sc","Depth_m",17
"Sc","T_C",9.482
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3096
"Sc","EC25_uScm",470.014
"Sc","Density_kgm3",999.994
"Sc","Chla_ugL",1.62
"Sc","Turbidity_FTU",1.21
"Sc","DO_pc",0.13
"Sc","DO_mgL",0.015
"Sc","Depth_m",17.1
"Sc","T_C",9.479
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3096
"Sc","EC25_uScm",470.115
"Sc","Density_kgm3",999.994
"Sc","Chla_ugL",1.6
"Sc","Turbidity_FTU",1.21
"Sc","DO_pc",0.11
"Sc","DO_mgL",0.013
"Sc","Depth_m",17.2
"Sc","T_C",9.465
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3093
"Sc","EC25_uScm",469.967
"Sc","Density_kgm3",999.996
"Sc","Chla_ugL",1.61
"Sc","Turbidity_FTU",1.35
"Sc","DO_pc",0.11
"Sc","DO_mgL",0.013
"Sc","Depth_m",17.3
"Sc","T_C",9.45
"Sc","Salinity",0.212
"Sc","Cond_uScm",0.3094
"Sc","EC25_uScm",470.33
"Sc","Density_kgm3",999.998
