"Lake","Parameter","Value"
"Hs","Chla_ugL",22.08
"Hs","Turbidity_FTU",7.92
"Hs","DO_pc",0.51
"Hs","DO_mgL",0.057
"Hs","Depth_m",8.7
"Hs","T_C",10.002
"Hs","Salinity",0.214
"Hs","Cond_uScm",0.3159
"Hs","EC25_uScm",471.449
"Hs","Density_kgm3",999.911
"Hs","Chla_ugL",21.04
"Hs","Turbidity_FTU",7.68
"Hs","DO_pc",0.46
"Hs","DO_mgL",0.052
"Hs","Depth_m",8.8
"Hs","T_C",9.941
"Hs","Salinity",0.214
"Hs","Cond_uScm",0.3163
"Hs","EC25_uScm",473.058
"Hs","Density_kgm3",999.917
"Hs","Chla_ugL",20.46
"Hs","Turbidity_FTU",7.57
"Hs","DO_pc",0.44
"Hs","DO_mgL",0.049
"Hs","Depth_m",8.9
"Hs","T_C",9.872
"Hs","Salinity",0.214
"Hs","Cond_uScm",0.3159
"Hs","EC25_uScm",473.516
"Hs","Density_kgm3",999.924
"Hs","Chla_ugL",19.82
"Hs","Turbidity_FTU",7.51
"Hs","DO_pc",0.38
"Hs","DO_mgL",0.043
"Hs","Depth_m",9
"Hs","T_C",9.813
"Hs","Salinity",0.215
"Hs","Cond_uScm",0.3164
"Hs","EC25_uScm",475.185
"Hs","Density_kgm3",999.93
"Hs","Chla_ugL",19.55
"Hs","Turbidity_FTU",7.68
"Hs","DO_pc",0.35
"Hs","DO_mgL",0.04
"Hs","Depth_m",9.1
"Hs","T_C",9.756
"Hs","Salinity",0.215
"Hs","Cond_uScm",0.3162
"Hs","EC25_uScm",475.803
"Hs","Density_kgm3",999.936
"Hs","Chla_ugL",19.63
"Hs","Turbidity_FTU",8.06
"Hs","DO_pc",0.32
"Hs","DO_mgL",0.036
"Hs","Depth_m",9.2
"Hs","T_C",9.74
"Hs","Salinity",0.216
"Hs","Cond_uScm",0.3167
"Hs","EC25_uScm",476.783
"Hs","Density_kgm3",999.938
"Hs","Chla_ugL",19.82
"Hs","Turbidity_FTU",8.38
"Hs","DO_pc",0.31
"Hs","DO_mgL",0.035
"Hs","Depth_m",9.3
"Hs","T_C",9.713
"Hs","Salinity",0.216
"Hs","Cond_uScm",0.3173
"Hs","EC25_uScm",478.017
"Hs","Density_kgm3",999.941
"Hs","Chla_ugL",19.76
"Hs","Turbidity_FTU",8.38
"Hs","DO_pc",0.29
"Hs","DO_mgL",0.032
"Hs","Depth_m",9.4
"Hs","T_C",9.68
"Hs","Salinity",0.217
"Hs","Cond_uScm",0.3173
"Hs","EC25_uScm",478.672
"Hs","Density_kgm3",999.944
"Hs","Chla_ugL",19.39
"Hs","Turbidity_FTU",8.42
"Hs","DO_pc",0.27
"Hs","DO_mgL",0.03
"Hs","Depth_m",9.5
"Hs","T_C",9.657
"Hs","Salinity",0.217
"Hs","Cond_uScm",0.3172
"Hs","EC25_uScm",478.773
"Hs","Density_kgm3",999.947
"Hs","Chla_ugL",19.32
"Hs","Turbidity_FTU",8.41
"Hs","DO_pc",0.26
"Hs","DO_mgL",0.029
"Hs","Depth_m",9.6
"Hs","T_C",9.619
"Hs","Salinity",0.217
"Hs","Cond_uScm",0.317
"Hs","EC25_uScm",479.114
"Hs","Density_kgm3",999.951
"Hs","Chla_ugL",19.16
"Hs","Turbidity_FTU",8.31
"Hs","DO_pc",0.25
"Hs","DO_mgL",0.029
"Hs","Depth_m",9.7
"Hs","T_C",9.593
"Hs","Salinity",0.217
"Hs","Cond_uScm",0.3174
"Hs","EC25_uScm",480.19
"Hs","Density_kgm3",999.954
"Hs","Chla_ugL",18.91
"Hs","Turbidity_FTU",8.11
"Hs","DO_pc",0.24
"Hs","DO_mgL",0.027
"Hs","Depth_m",9.8
"Hs","T_C",9.566
"Hs","Salinity",0.217
"Hs","Cond_uScm",0.3173
"Hs","EC25_uScm",480.486
"Hs","Density_kgm3",999.956
"Hs","Chla_ugL",18.82
"Hs","Turbidity_FTU",8
"Hs","DO_pc",0.23
"Hs","DO_mgL",0.026
"Hs","Depth_m",9.9
"Hs","T_C",9.533
"Hs","Salinity",0.218
"Hs","Cond_uScm",0.3183
"Hs","EC25_uScm",482.529
"Hs","Density_kgm3",999.96
"Hs","Chla_ugL",18.83
"Hs","Turbidity_FTU",7.75
"Hs","DO_pc",0.22
"Hs","DO_mgL",0.025
"Hs","Depth_m",10
"Hs","T_C",9.563
"Hs","Salinity",0.218
"Hs","Cond_uScm",0.3187
"Hs","EC25_uScm",482.585
"Hs","Density_kgm3",999.958
"Hs","Chla_ugL",18.77
"Hs","Turbidity_FTU",7.15
"Hs","DO_pc",0.19
"Hs","DO_mgL",0.021
"Hs","Depth_m",10.1
"Hs","T_C",9.54
"Hs","Salinity",0.218
"Hs","Cond_uScm",0.3179
"Hs","EC25_uScm",481.771
"Hs","Density_kgm3",999.96
"Hs","Chla_ugL",18.72
"Hs","Turbidity_FTU",7.72
"Hs","DO_pc",0.21
"Hs","DO_mgL",0.024
"Hs","Depth_m",10.2
"Hs","T_C",9.483
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3186
"Hs","EC25_uScm",483.724
"Hs","Density_kgm3",999.966
"Hs","Chla_ugL",18.94
"Hs","Turbidity_FTU",8.35
"Hs","DO_pc",0.21
"Hs","DO_mgL",0.024
"Hs","Depth_m",10.3
"Hs","T_C",9.537
"Hs","Salinity",0.218
"Hs","Cond_uScm",0.3183
"Hs","EC25_uScm",482.363
"Hs","Density_kgm3",999.962
"Hs","Chla_ugL",18.9
"Hs","Turbidity_FTU",7.68
"Hs","DO_pc",0.2
"Hs","DO_mgL",0.022
"Hs","Depth_m",10.4
"Hs","T_C",9.43
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3187
"Hs","EC25_uScm",484.687
"Hs","Density_kgm3",999.972
"Hs","Chla_ugL",18.69
"Hs","Turbidity_FTU",8.79
"Hs","DO_pc",0.2
"Hs","DO_mgL",0.023
"Hs","Depth_m",10.5
"Hs","T_C",9.423
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3181
"Hs","EC25_uScm",483.999
"Hs","Density_kgm3",999.972
"Hs","Chla_ugL",18.65
"Hs","Turbidity_FTU",8.42
"Hs","DO_pc",0.2
"Hs","DO_mgL",0.023
"Hs","Depth_m",10.6
"Hs","T_C",9.426
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3185
"Hs","EC25_uScm",484.462
"Hs","Density_kgm3",999.973
"Hs","Chla_ugL",18.42
"Hs","Turbidity_FTU",8.31
"Hs","DO_pc",0.18
"Hs","DO_mgL",0.02
"Hs","Depth_m",10.7
"Hs","T_C",9.42
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3189
"Hs","EC25_uScm",485.233
"Hs","Density_kgm3",999.974
"Hs","Chla_ugL",18.4
"Hs","Turbidity_FTU",8.07
"Hs","DO_pc",0.17
"Hs","DO_mgL",0.02
"Hs","Depth_m",10.8
"Hs","T_C",9.423
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3184
"Hs","EC25_uScm",484.471
"Hs","Density_kgm3",999.974
"Hs","Chla_ugL",18.39
"Hs","Turbidity_FTU",7.35
"Hs","DO_pc",0.17
"Hs","DO_mgL",0.02
"Hs","Depth_m",10.9
"Hs","T_C",9.41
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3184
"Hs","EC25_uScm",484.569
"Hs","Density_kgm3",999.976
"Hs","Chla_ugL",18.3
"Hs","Turbidity_FTU",8.24
"Hs","DO_pc",0.17
"Hs","DO_mgL",0.019
"Hs","Depth_m",11
"Hs","T_C",9.384
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3186
"Hs","EC25_uScm",485.308
"Hs","Density_kgm3",999.978
"Hs","Chla_ugL",18.06
"Hs","Turbidity_FTU",8.34
"Hs","DO_pc",0.16
"Hs","DO_mgL",0.019
"Hs","Depth_m",11.1
"Hs","T_C",9.397
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3185
"Hs","EC25_uScm",484.943
"Hs","Density_kgm3",999.978
"Hs","Chla_ugL",18.53
"Hs","Turbidity_FTU",8.76
"Hs","DO_pc",0.16
"Hs","DO_mgL",0.018
"Hs","Depth_m",11.2
"Hs","T_C",9.36
"Hs","Salinity",0.219
"Hs","Cond_uScm",0.3185
"Hs","EC25_uScm",485.548
"Hs","Density_kgm3",999.981
"Hs","Chla_ugL",18.16
"Hs","Turbidity_FTU",8.67
"Hs","DO_pc",0.17
"Hs","DO_mgL",0.019
"Hs","Depth_m",11.3
"Hs","T_C",9.296
"Hs","Salinity",0.22
"Hs","Cond_uScm",0.3185
"Hs","EC25_uScm",486.657
"Hs","Density_kgm3",999.987
"Hs","Chla_ugL",18.52
"Hs","Turbidity_FTU",9.75
"Hs","DO_pc",0.16
"Hs","DO_mgL",0.018
