"Lake","Parameter","Value"
"Gg","DO_pc",0.58
"Gg","DO_mgL",0.064
"Gg","Depth_m",8.7
"Gg","T_C",11.047
"Gg","Salinity",0.283
"Gg","Cond_uScm",0.4253
"Gg","EC25_uScm",613.713
"Gg","Density_kgm3",999.865
"Gg","Chla_ugL",7.94
"Gg","Turbidity_FTU",7.12
"Gg","DO_pc",0.54
"Gg","DO_mgL",0.059
"Gg","Depth_m",8.8
"Gg","T_C",10.963
"Gg","Salinity",0.286
"Gg","Cond_uScm",0.4299
"Gg","EC25_uScm",621.979
"Gg","Density_kgm3",999.877
"Gg","Chla_ugL",9.96
"Gg","Turbidity_FTU",49.72
"Gg","DO_pc",0.49
"Gg","DO_mgL",0.054
"Gg","Depth_m",8.9
"Gg","T_C",10.768
"Gg","Salinity",0.335
"Gg","Cond_uScm",0.4984
"Gg","EC25_uScm",725.624
"Gg","Density_kgm3",999.935
"Gg","Chla_ugL",0.14
"Gg","Turbidity_FTU",1.7
"Gg","DO_pc",0.33
"Gg","DO_mgL",0.036
