//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0188
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=2
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=481       
StartTime=2021/07/27 12:58:39
EndTime=2021/07/27 13:01:56
DepAdjRho=1.0000
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2021/03/10
Ch1=-3.831851e-01,+1.127922e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.332465e+00,+1.069077e-03,-1.252241e-08,+2.876596e-13,-3.472084e-18,+2.511402e-23,+0.000000e+00,+0.000000e+00,
Ch4=-5.72848200e-01,2.197348000e00,-2.07220400e-01,5.839104000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.654597e+00,+7.041750e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.997533e+00,+1.378983e-02,+8.086082e-08,-6.134221e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.141224e+01,+2.110549e+06,-6.080616e+03,+1.064000e-02,+3.900000e-03,+6.760000e-05,+0.000000e+00,+1.000000e+00,
Ch9=-6.053177e+00,+1.066339e-03,-1.261943e-08,+2.927030e-13,-3.579377e-18,+2.588549e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070304000202020302
BuzzerNumber=1
DepM=0.1
CondDepB=0
FilmNo=200735BA
[Item]
Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],DO [mg/l],Batt. [V],
28.500,5.822,0.228,0.3007,520.234,1000.267,0.131,0.84,0.84,0.68,48.15,5.990,8.45,
28.600,5.815,0.227,0.3007,520.240,1000.268,0.131,0.85,0.85,0.67,48.17,5.993,8.44,
28.700,5.810,0.227,0.3006,520.213,1000.268,0.131,0.82,0.82,0.65,48.06,5.982,8.46,
28.800,5.804,0.227,0.3005,520.239,1000.269,0.131,0.83,0.83,0.65,48.01,5.975,8.45,
28.900,5.802,0.227,0.3005,520.203,1000.270,0.131,0.86,0.86,0.75,47.91,5.963,8.44,
29.000,5.792,0.227,0.3004,520.201,1000.270,0.131,0.85,0.85,0.74,47.90,5.964,8.45,
29.100,5.783,0.227,0.3003,520.251,1000.271,0.132,0.85,0.85,0.69,47.83,5.956,8.45,
29.200,5.779,0.227,0.3002,520.204,1000.272,0.132,0.85,0.85,0.72,47.75,5.949,8.45,
29.300,5.767,0.227,0.3001,520.241,1000.273,0.132,0.82,0.82,0.78,47.73,5.947,8.45,
29.400,5.759,0.227,0.3001,520.384,1000.273,0.132,0.82,0.82,0.67,47.70,5.945,8.44,
29.500,5.745,0.227,0.3001,520.625,1000.274,0.133,0.82,0.82,0.64,47.71,5.945,8.45,
29.600,5.741,0.227,0.3000,520.541,1000.275,0.133,0.83,0.83,0.63,47.70,5.946,8.44,
29.700,5.735,0.227,0.3000,520.719,1000.275,0.133,0.83,0.83,0.58,47.65,5.943,8.45,
29.800,5.719,0.228,0.3000,520.921,1000.276,0.133,0.83,0.83,0.63,47.56,5.932,8.43,
29.900,5.711,0.228,0.3000,521.156,1000.277,0.134,0.82,0.82,0.63,47.42,5.915,8.46,
30.000,5.706,0.228,0.2999,521.140,1000.278,0.134,0.83,0.83,0.56,47.31,5.901,8.45,
30.100,5.703,0.228,0.2999,521.122,1000.278,0.134,0.84,0.84,0.61,47.08,5.876,8.45,
30.200,5.697,0.228,0.2999,521.235,1000.279,0.134,0.83,0.83,0.61,46.92,5.857,8.46,
30.300,5.694,0.228,0.2999,521.401,1000.280,0.134,0.85,0.85,0.63,46.61,5.819,8.45,
30.400,5.689,0.228,0.2999,521.435,1000.280,0.134,0.84,0.84,0.58,46.32,5.777,8.44,
30.500,5.686,0.228,0.2998,521.313,1000.281,0.134,0.83,0.83,0.61,46.05,5.747,8.45,
30.600,5.678,0.228,0.2999,521.595,1000.282,0.135,0.85,0.85,0.63,45.81,5.721,8.44,
30.700,5.671,0.228,0.2997,521.488,1000.282,0.135,0.83,0.83,0.65,45.63,5.699,8.44,
30.800,5.666,0.228,0.2997,521.589,1000.283,0.135,0.83,0.83,0.63,45.35,5.666,8.45,
30.900,5.661,0.228,0.2997,521.596,1000.283,0.135,0.83,0.83,0.61,45.08,5.633,8.45,
31.000,5.657,0.228,0.2997,521.692,1000.284,0.135,0.83,0.83,0.64,44.80,5.599,8.45,
31.100,5.653,0.228,0.2998,521.936,1000.285,0.136,0.82,0.82,0.64,44.44,5.548,8.45,
31.200,5.649,0.228,0.2997,521.858,1000.285,0.136,0.82,0.82,0.60,44.18,5.515,8.43,
31.300,5.646,0.228,0.2997,521.914,1000.286,0.136,0.82,0.82,0.60,43.91,5.486,8.45,
31.400,5.642,0.228,0.2997,521.970,1000.286,0.136,0.82,0.82,0.60,43.65,5.455,8.43,
31.500,5.640,0.228,0.2998,522.218,1000.287,0.136,0.82,0.82,0.58,43.47,5.429,8.45,
31.600,5.636,0.228,0.2997,522.066,1000.288,0.136,0.82,0.82,0.60,43.26,5.403,8.44,
31.700,5.630,0.228,0.2998,522.352,1000.288,0.136,0.84,0.84,0.61,43.04,5.380,8.44,
31.800,5.629,0.228,0.2998,522.427,1000.289,0.136,0.83,0.83,0.63,42.97,5.372,8.44,
31.900,5.624,0.228,0.2998,522.545,1000.290,0.136,0.84,0.84,0.61,42.69,5.338,8.43,
32.000,5.622,0.228,0.2998,522.566,1000.290,0.136,0.83,0.83,0.61,42.30,5.289,8.45,
32.100,5.622,0.228,0.2998,522.608,1000.291,0.137,0.82,0.82,0.60,42.14,5.271,8.44,
32.200,5.622,0.228,0.3001,523.047,1000.291,0.137,0.85,0.85,0.63,41.71,5.217,8.45,
32.300,5.618,0.228,0.3002,523.305,1000.292,0.137,0.83,0.83,0.67,41.34,5.168,8.43,
32.400,5.618,0.228,0.3002,523.326,1000.292,0.137,0.87,0.87,0.64,41.04,5.131,8.44,
32.500,5.624,0.228,0.3002,523.189,1000.293,0.137,0.85,0.85,0.67,40.76,5.096,8.45,
32.600,5.623,0.228,0.3001,523.169,1000.293,0.137,0.84,0.84,0.65,40.43,5.057,8.45,
32.700,5.617,0.228,0.3002,523.424,1000.294,0.137,0.84,0.84,0.64,39.90,4.990,8.45,
32.800,5.614,0.228,0.3002,523.377,1000.294,0.137,0.83,0.83,0.61,39.44,4.929,8.44,
32.900,5.616,0.228,0.3001,523.154,1000.295,0.137,0.84,0.84,0.64,39.14,4.894,8.45,
33.000,5.614,0.228,0.3000,523.081,1000.295,0.137,0.83,0.83,0.63,38.88,4.864,8.44,
33.100,5.609,0.228,0.2999,523.084,1000.296,0.137,0.83,0.83,0.61,38.64,4.835,8.45,
33.200,5.603,0.228,0.2999,523.179,1000.297,0.137,0.82,0.82,0.61,38.46,4.813,8.46,
33.300,5.603,0.228,0.3000,523.243,1000.297,0.137,0.85,0.85,0.67,38.27,4.789,8.44,
33.400,5.603,0.228,0.3000,523.313,1000.298,0.137,0.85,0.85,0.65,38.19,4.780,8.45,
33.500,5.601,0.228,0.3001,523.508,1000.298,0.137,0.84,0.84,0.64,38.04,4.761,8.43,
33.600,5.600,0.228,0.3001,523.603,1000.299,0.137,0.83,0.83,0.64,37.95,4.750,8.43,
33.700,5.596,0.228,0.3001,523.681,1000.299,0.138,0.83,0.83,0.65,37.73,4.719,8.45,
33.800,5.597,0.228,0.3001,523.681,1000.300,0.137,0.83,0.83,0.65,37.52,4.695,8.45,
33.900,5.596,0.228,0.3001,523.682,1000.300,0.138,0.83,0.83,0.61,37.34,4.674,8.45,
34.000,5.591,0.228,0.3000,523.626,1000.301,0.138,0.84,0.84,0.60,37.19,4.656,8.41,
34.100,5.584,0.228,0.3000,523.645,1000.301,0.138,0.83,0.83,0.61,37.05,4.637,8.44,
34.200,5.583,0.228,0.3000,523.746,1000.302,0.138,0.87,0.87,0.63,36.82,4.609,8.45,
34.300,5.581,0.228,0.3000,523.771,1000.303,0.138,0.85,0.85,0.61,36.65,4.588,8.44,
34.400,5.580,0.228,0.3000,523.857,1000.303,0.138,0.83,0.83,0.63,36.54,4.575,8.44,
34.500,5.576,0.229,0.3001,524.088,1000.304,0.138,0.85,0.85,0.63,36.44,4.561,8.44,
34.600,5.575,0.229,0.3000,523.922,1000.304,0.138,0.84,0.84,0.60,36.37,4.552,8.45,
34.700,5.573,0.228,0.3000,523.892,1000.305,0.138,0.83,0.83,0.58,36.17,4.530,8.43,
34.800,5.569,0.229,0.3001,524.115,1000.305,0.138,0.82,0.82,0.85,36.06,4.514,8.43,
34.900,5.566,0.229,0.3000,524.118,1000.306,0.138,0.83,0.83,0.64,35.95,4.499,8.45,
35.000,5.569,0.229,0.3000,524.093,1000.306,0.138,0.85,0.85,0.67,35.86,4.491,8.43,
35.100,5.568,0.229,0.3000,524.074,1000.307,0.138,0.84,0.84,0.60,35.78,4.483,8.45,
35.200,5.564,0.229,0.3001,524.281,1000.307,0.138,0.83,0.83,0.64,35.71,4.472,8.43,
35.300,5.562,0.229,0.3002,524.420,1000.308,0.139,0.85,0.85,0.63,35.54,4.448,8.45,
35.400,5.562,0.229,0.3001,524.378,1000.309,0.139,0.84,0.84,0.60,35.41,4.432,8.45,
35.500,5.564,0.229,0.3001,524.331,1000.309,0.139,0.83,0.83,0.58,35.22,4.412,8.45,
35.600,5.559,0.229,0.3002,524.477,1000.310,0.139,0.83,0.83,0.63,35.09,4.396,8.46,
35.700,5.558,0.229,0.3002,524.554,1000.310,0.139,0.83,0.83,0.61,34.92,4.375,8.45,
35.800,5.556,0.229,0.3002,524.659,1000.311,0.139,0.84,0.84,0.61,34.70,4.348,8.44,
35.900,5.557,0.229,0.3003,524.723,1000.311,0.139,0.84,0.84,0.64,34.44,4.315,8.44,
36.000,5.554,0.229,0.3003,524.780,1000.312,0.139,0.85,0.85,0.63,34.24,4.289,8.45,
36.100,5.556,0.229,0.3003,524.811,1000.312,0.139,0.85,0.85,0.60,34.07,4.270,8.43,
36.200,5.552,0.229,0.3003,524.932,1000.313,0.139,0.85,0.85,0.65,33.92,4.250,8.46,
36.300,5.552,0.229,0.3004,525.032,1000.313,0.139,0.85,0.85,0.63,33.65,4.217,8.45,
36.400,5.549,0.229,0.3004,525.082,1000.314,0.139,0.84,0.84,0.64,33.36,4.178,8.46,
36.500,5.548,0.229,0.3005,525.235,1000.314,0.139,0.85,0.85,0.67,33.05,4.140,8.43,
36.600,5.545,0.229,0.3005,525.337,1000.315,0.139,0.84,0.84,0.69,32.76,4.105,8.45,
36.700,5.545,0.229,0.3005,525.425,1000.316,0.139,0.86,0.86,0.69,32.38,4.057,8.46,
36.800,5.545,0.229,0.3006,525.446,1000.316,0.139,0.84,0.84,0.67,32.11,4.025,8.45,
36.900,5.545,0.229,0.3006,525.591,1000.317,0.139,0.85,0.85,0.69,31.72,3.975,8.44,
37.000,5.544,0.229,0.3007,525.679,1000.317,0.139,0.86,0.86,0.67,31.34,3.926,8.46,
37.100,5.544,0.229,0.3006,525.624,1000.318,0.139,0.88,0.88,0.76,31.10,3.896,8.44,
37.200,5.544,0.229,0.3006,525.636,1000.318,0.139,0.85,0.85,0.72,30.77,3.857,8.43,
37.300,5.542,0.229,0.3007,525.730,1000.319,0.140,0.85,0.85,0.68,30.52,3.827,8.43,
37.400,5.541,0.229,0.3008,525.892,1000.319,0.140,0.85,0.85,0.71,30.34,3.803,8.44,
37.500,5.539,0.229,0.3008,525.933,1000.320,0.140,0.87,0.87,0.67,30.07,3.768,8.46,
37.600,5.538,0.229,0.3007,525.862,1000.320,0.140,0.85,0.85,0.69,29.93,3.751,8.45,
37.700,5.536,0.229,0.3007,525.941,1000.321,0.140,0.85,0.85,0.65,29.78,3.735,8.45,
37.800,5.530,0.230,0.3010,526.493,1000.322,0.140,0.85,0.85,0.90,29.61,3.712,8.43,
37.900,5.530,0.230,0.3011,526.712,1000.322,0.140,0.85,0.85,0.72,29.42,3.688,8.45,
38.000,5.530,0.230,0.3011,526.730,1000.323,0.140,0.86,0.86,0.68,29.30,3.674,8.45,
38.100,5.528,0.230,0.3012,526.840,1000.323,0.140,0.87,0.87,0.81,29.15,3.656,8.46,
38.200,5.525,0.230,0.3014,527.294,1000.324,0.140,0.86,0.86,0.78,28.71,3.600,8.45,
38.300,5.523,0.230,0.3014,527.409,1000.324,0.141,0.87,0.87,0.79,27.86,3.489,8.45,
38.400,5.527,0.230,0.3015,527.475,1000.325,0.141,0.88,0.88,0.78,27.39,3.433,8.44,
38.500,5.528,0.230,0.3015,527.463,1000.325,0.140,0.88,0.88,0.83,27.06,3.393,8.47,
38.600,5.524,0.230,0.3016,527.631,1000.326,0.141,0.87,0.87,0.82,26.40,3.311,8.46,
38.700,5.523,0.230,0.3016,527.723,1000.327,0.141,0.88,0.88,0.83,25.87,3.244,8.45,
38.800,5.520,0.230,0.3016,527.763,1000.327,0.141,0.88,0.88,0.85,25.10,3.147,8.43,
38.900,5.524,0.230,0.3017,527.810,1000.327,0.141,0.88,0.88,0.86,24.45,3.066,8.46,
39.000,5.522,0.230,0.3017,527.857,1000.328,0.141,0.88,0.88,0.82,24.04,3.015,8.46,
39.100,5.522,0.230,0.3017,527.847,1000.329,0.141,0.87,0.87,0.83,23.83,2.990,8.46,
39.200,5.518,0.230,0.3018,528.228,1000.329,0.141,0.89,0.89,0.85,23.21,2.911,8.47,
39.300,5.517,0.231,0.3021,528.746,1000.330,0.141,0.88,0.88,0.89,22.84,2.865,8.46,
39.400,5.518,0.231,0.3021,528.777,1000.330,0.141,0.89,0.89,0.97,22.51,2.824,8.43,
39.500,5.517,0.231,0.3021,528.793,1000.331,0.141,0.90,0.90,1.03,22.13,2.776,8.44,
39.600,5.515,0.231,0.3022,528.941,1000.331,0.141,0.91,0.91,0.97,21.41,2.685,8.46,
39.700,5.516,0.231,0.3024,529.238,1000.332,0.141,0.93,0.93,1.25,20.51,2.572,8.45,
39.800,5.516,0.231,0.3025,529.466,1000.333,0.141,0.91,0.91,1.08,19.74,2.476,8.45,
39.900,5.517,0.231,0.3027,529.697,1000.333,0.142,0.90,0.90,1.11,19.25,2.415,8.45,
40.000,5.514,0.231,0.3028,530.065,1000.334,0.142,0.90,0.90,1.17,18.48,2.317,8.44,
40.100,5.514,0.231,0.3026,529.728,1000.334,0.142,0.90,0.90,1.10,17.68,2.217,8.46,
40.200,5.517,0.231,0.3027,529.811,1000.335,0.142,0.92,0.92,1.18,17.14,2.150,8.46,
40.300,5.514,0.231,0.3027,529.888,1000.335,0.142,0.92,0.92,1.24,16.52,2.073,8.47,
40.400,5.512,0.231,0.3027,529.869,1000.336,0.142,0.92,0.92,1.21,15.60,1.957,8.47,
40.500,5.512,0.231,0.3027,529.820,1000.336,0.142,0.92,0.92,1.22,15.05,1.887,8.46,
40.600,5.513,0.231,0.3032,530.641,1000.337,0.142,0.94,0.94,1.45,14.60,1.832,8.46,
40.700,5.510,0.231,0.3032,530.824,1000.338,0.142,0.94,0.94,1.57,14.18,1.779,8.47,
40.800,5.509,0.231,0.3031,530.550,1000.338,0.142,0.94,0.94,1.60,13.63,1.710,8.45,
40.900,5.509,0.232,0.3034,531.112,1000.339,0.142,0.94,0.94,1.64,12.92,1.620,8.44,
41.000,5.511,0.231,0.3033,530.968,1000.339,0.142,0.94,0.94,1.85,12.57,1.576,8.47,
41.100,5.510,0.232,0.3036,531.441,1000.340,0.142,0.96,0.96,2.00,12.38,1.554,8.44,
41.200,5.505,0.232,0.3037,531.708,1000.340,0.143,0.96,0.96,2.03,11.79,1.480,8.44,
41.300,5.504,0.232,0.3038,531.975,1000.341,0.143,0.99,0.99,2.13,11.12,1.395,8.47,
41.400,5.504,0.232,0.3039,532.132,1000.342,0.143,0.99,0.99,2.24,10.71,1.343,8.47,
41.500,5.501,0.232,0.3041,532.520,1000.342,0.143,0.99,0.99,2.25,10.17,1.277,8.47,
41.600,5.501,0.232,0.3038,532.040,1000.343,0.143,0.98,0.98,2.21,9.78,1.228,8.50,
41.700,5.501,0.232,0.3039,532.167,1000.343,0.143,0.99,0.99,1.96,9.08,1.139,8.47,
41.800,5.502,0.232,0.3041,532.623,1000.344,0.143,0.97,0.97,2.00,8.43,1.057,8.47,
41.900,5.504,0.232,0.3038,532.008,1000.344,0.143,0.96,0.96,1.96,8.07,1.012,8.47,
42.000,5.500,0.232,0.3041,532.600,1000.345,0.143,1.06,1.06,3.19,7.60,0.954,8.48,
42.100,5.496,0.232,0.3040,532.495,1000.345,0.143,1.04,1.04,2.25,7.30,0.915,8.48,
42.200,5.497,0.232,0.3043,533.033,1000.346,0.143,1.02,1.02,2.77,7.20,0.903,8.47,
42.300,5.496,0.233,0.3049,534.022,1000.347,0.144,1.08,1.08,3.52,7.02,0.881,8.48,
42.400,5.492,0.233,0.3049,534.196,1000.347,0.144,1.09,1.09,3.70,6.60,0.828,8.50,
42.500,5.491,0.233,0.3050,534.295,1000.348,0.144,1.08,1.08,3.53,5.86,0.735,8.48,
42.600,5.492,0.233,0.3049,534.135,1000.348,0.144,1.08,1.08,3.63,5.29,0.664,8.47,
42.700,5.494,0.233,0.3049,534.127,1000.349,0.144,1.09,1.09,3.73,4.73,0.594,8.49,
42.800,5.494,0.233,0.3049,534.159,1000.349,0.144,1.08,1.08,3.72,4.15,0.521,8.47,
42.900,5.489,0.233,0.3050,534.310,1000.350,0.144,1.08,1.08,3.62,3.63,0.455,8.49,
43.000,5.492,0.233,0.3048,534.034,1000.350,0.144,1.09,1.09,3.52,3.21,0.403,8.47,
43.100,5.492,0.233,0.3049,534.061,1000.351,0.144,1.09,1.09,3.53,2.97,0.373,8.50,
43.200,5.491,0.233,0.3050,534.311,1000.351,0.144,1.11,1.11,3.83,2.75,0.346,8.48,
43.300,5.490,0.233,0.3050,534.333,1000.352,0.144,1.11,1.11,3.84,2.38,0.298,8.48,
43.400,5.492,0.233,0.3051,534.441,1000.352,0.144,1.12,1.12,3.98,2.17,0.273,8.49,
43.500,5.491,0.233,0.3051,534.422,1000.353,0.144,1.11,1.11,4.04,1.99,0.249,8.49,
43.600,5.490,0.233,0.3050,534.431,1000.353,0.144,1.13,1.13,4.19,1.81,0.228,8.50,
43.700,5.489,0.233,0.3051,534.605,1000.354,0.144,1.15,1.15,4.59,1.61,0.202,8.49,
43.800,5.487,0.233,0.3054,535.051,1000.354,0.144,1.16,1.16,4.80,1.48,0.186,8.49,
43.900,5.488,0.233,0.3054,535.078,1000.355,0.144,1.19,1.19,5.07,1.40,0.176,8.49,
44.000,5.487,0.233,0.3055,535.313,1000.356,0.144,1.18,1.18,5.10,1.35,0.170,8.50,
44.100,5.486,0.233,0.3056,535.495,1000.356,0.144,1.23,1.23,5.56,1.21,0.153,8.49,
44.200,5.486,0.233,0.3056,535.539,1000.357,0.144,1.24,1.24,5.67,1.12,0.141,8.50,
44.300,5.486,0.234,0.3057,535.603,1000.357,0.144,1.25,1.25,5.84,1.04,0.131,8.50,
44.400,5.486,0.234,0.3058,535.838,1000.358,0.144,1.26,1.26,6.23,0.95,0.119,8.50,
44.500,5.484,0.233,0.3056,535.582,1000.358,0.144,1.30,1.30,6.07,0.83,0.104,8.49,
44.600,5.486,0.234,0.3057,535.644,1000.359,0.144,1.30,1.30,6.37,0.71,0.089,8.48,
44.700,5.485,0.234,0.3060,536.134,1000.359,0.145,1.30,1.30,6.59,0.64,0.080,8.48,
44.800,5.484,0.234,0.3062,536.525,1000.360,0.145,1.30,1.30,6.63,0.58,0.073,8.47,
44.900,5.483,0.234,0.3063,536.844,1000.360,0.145,1.31,1.31,6.59,0.52,0.065,8.47,
45.000,5.483,0.234,0.3065,537.037,1000.361,0.145,1.33,1.33,6.72,0.47,0.059,8.50,
45.100,5.485,0.234,0.3065,537.090,1000.362,0.145,1.34,1.34,6.72,0.44,0.055,8.49,
45.200,5.483,0.234,0.3065,537.193,1000.362,0.145,1.32,1.32,6.55,0.40,0.051,8.50,
45.300,5.482,0.234,0.3065,537.213,1000.363,0.145,1.31,1.31,6.52,0.37,0.046,8.49,
45.400,5.482,0.234,0.3065,537.215,1000.363,0.145,1.30,1.30,6.55,0.34,0.043,8.48,
45.500,5.483,0.234,0.3066,537.364,1000.364,0.145,1.33,1.33,6.34,0.33,0.041,8.48,
45.600,5.480,0.235,0.3072,538.480,1000.365,0.146,1.35,1.35,6.02,0.31,0.039,8.50,
45.700,5.478,0.235,0.3071,538.278,1000.365,0.145,1.40,1.40,5.72,0.29,0.036,8.50,
45.800,5.475,0.235,0.3078,539.552,1000.366,0.146,1.40,1.40,5.75,0.28,0.035,8.49,
45.900,5.475,0.235,0.3079,539.687,1000.367,0.146,1.40,1.40,5.68,0.28,0.035,8.49,
46.000,5.474,0.235,0.3079,539.812,1000.367,0.146,1.37,1.37,5.61,0.27,0.034,8.47,
46.100,5.472,0.235,0.3080,540.017,1000.368,0.146,1.39,1.39,5.57,0.26,0.032,8.50,
46.200,5.476,0.235,0.3080,539.970,1000.368,0.146,1.38,1.38,5.57,0.25,0.031,8.49,
46.300,5.473,0.236,0.3081,540.191,1000.369,0.146,1.43,1.43,5.47,0.25,0.032,8.50,
46.400,5.473,0.236,0.3083,540.537,1000.369,0.146,1.49,1.49,5.49,0.25,0.032,8.48,
46.500,5.471,0.236,0.3083,540.602,1000.370,0.146,1.48,1.48,5.52,0.24,0.030,8.49,
46.600,5.471,0.236,0.3085,540.826,1000.370,0.147,1.48,1.48,5.54,0.24,0.030,8.50,
46.700,5.470,0.236,0.3085,540.871,1000.371,0.147,1.51,1.51,5.54,0.23,0.029,8.50,
46.800,5.471,0.236,0.3088,541.328,1000.372,0.147,1.54,1.54,5.53,0.23,0.029,8.49,
46.900,5.469,0.236,0.3090,541.764,1000.372,0.147,1.55,1.55,5.47,0.22,0.027,8.50,
47.000,5.470,0.236,0.3092,542.166,1000.373,0.147,1.57,1.57,5.35,0.22,0.028,8.50,
47.100,5.463,0.237,0.3096,543.004,1000.374,0.148,1.61,1.61,5.05,0.21,0.026,8.49,
47.200,5.467,0.237,0.3094,542.594,1000.374,0.147,1.61,1.61,5.10,0.21,0.026,8.50,
47.300,5.465,0.237,0.3099,543.393,1000.375,0.148,1.65,1.65,5.07,0.22,0.027,8.48,
47.400,5.460,0.238,0.3106,544.875,1000.376,0.148,1.75,1.75,4.54,0.22,0.028,8.48,
47.500,5.455,0.239,0.3119,547.222,1000.377,0.149,1.91,1.91,4.05,0.22,0.027,8.48,
47.600,5.452,0.239,0.3118,547.041,1000.378,0.149,1.96,1.96,3.97,0.22,0.028,8.49,
47.700,5.452,0.240,0.3142,551.257,1000.380,0.151,2.01,2.01,4.01,0.23,0.028,8.48,
47.800,5.448,0.241,0.3146,552.115,1000.381,0.151,2.01,2.01,3.90,0.23,0.029,8.48,
47.900,5.448,0.241,0.3148,552.505,1000.381,0.151,2.06,2.06,3.92,0.23,0.029,8.48,
48.000,5.451,0.242,0.3156,553.803,1000.382,0.152,2.15,2.15,3.84,0.23,0.029,8.50,
