//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0188
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=2
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=116       
StartTime=2021/08/03 10:54:58
EndTime=2021/08/03 10:55:40
DepAdjRho=1.0000
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2021/03/10
Ch1=-3.831851e-01,+1.127922e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.332465e+00,+1.069077e-03,-1.252241e-08,+2.876596e-13,-3.472084e-18,+2.511402e-23,+0.000000e+00,+0.000000e+00,
Ch4=-5.72848200e-01,2.197348000e00,-2.07220400e-01,5.839104000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.654597e+00,+7.041750e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.997533e+00,+1.378983e-02,+8.086082e-08,-6.134221e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.141224e+01,+2.110549e+06,-6.080616e+03,+1.064000e-02,+3.900000e-03,+6.760000e-05,+0.000000e+00,+1.000000e+00,
Ch9=-6.053177e+00,+1.066339e-03,-1.261943e-08,+2.927030e-13,-3.579377e-18,+2.588549e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070304000202020302
BuzzerNumber=1
DepM=0.1
CondDepB=0
FilmNo=200735BA
[Item]
Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],DO [mg/l],Batt. [V],
6.200,15.100,0.201,0.3368,430.604,999.270,-0.758,5.20,5.20,2.27,28.79,2.886,8.30,
6.300,14.780,0.201,0.3339,430.702,999.319,-0.710,5.75,5.75,2.84,25.54,2.580,8.32,
6.400,14.299,0.201,0.3299,431.424,999.389,-0.640,5.79,5.79,3.02,21.25,2.170,8.32,
6.500,13.860,0.201,0.3264,432.401,999.451,-0.579,6.47,6.47,4.12,17.70,1.824,8.31,
6.600,13.640,0.201,0.3247,432.851,999.482,-0.549,6.48,6.48,3.90,15.79,1.636,8.33,
6.700,13.232,0.202,0.3233,436.250,999.537,-0.494,7.04,7.04,4.33,12.85,1.343,8.33,
6.800,12.972,0.200,0.3178,432.202,999.570,-0.462,8.17,8.17,5.17,10.99,1.153,8.33,
6.900,12.817,0.199,0.3157,431.344,999.589,-0.443,12.94,12.94,9.19,10.23,1.078,8.35,
7.000,12.509,0.202,0.3187,439.488,999.630,-0.402,22.93,22.93,12.11,9.16,0.973,8.34,
7.100,12.206,0.204,0.3190,443.895,999.668,-0.365,33.72,33.72,14.66,8.10,0.865,8.34,
7.200,12.013,0.206,0.3203,448.458,999.693,-0.341,50.86,50.86,16.00,6.63,0.710,8.34,
7.300,11.830,0.207,0.3207,451.567,999.715,-0.319,73.87,73.87,18.68,5.94,0.640,8.35,
7.400,11.599,0.209,0.3221,456.705,999.743,-0.292,128.03,128.03,19.40,5.34,0.579,8.35,
7.500,11.386,0.211,0.3225,460.432,999.767,-0.268,132.02,132.02,17.96,4.75,0.516,8.35,
7.600,11.304,0.211,0.3227,461.888,999.777,-0.258,130.98,130.98,17.13,4.35,0.475,8.34,
7.700,11.128,0.212,0.3228,464.547,999.797,-0.239,73.36,73.36,13.76,3.77,0.412,8.36,
7.800,11.025,0.213,0.3237,467.407,999.809,-0.228,52.96,52.96,11.74,3.49,0.382,8.35,
7.900,10.863,0.214,0.3234,469.378,999.826,-0.211,37.39,37.39,9.81,3.14,0.345,8.35,
8.000,10.746,0.213,0.3202,466.474,999.837,-0.200,32.61,32.61,9.29,3.11,0.343,8.36,
8.100,10.664,0.213,0.3197,466.996,999.846,-0.192,30.51,30.51,9.07,3.11,0.344,8.37,
8.200,10.488,0.213,0.3182,467.482,999.863,-0.175,27.17,27.17,8.48,2.98,0.331,8.36,
8.300,10.397,0.213,0.3173,467.419,999.872,-0.167,25.51,25.51,8.34,2.90,0.322,8.35,
8.400,10.280,0.214,0.3179,470.129,999.884,-0.155,24.50,24.50,8.44,2.80,0.312,8.36,
8.500,10.182,0.214,0.3176,471.173,999.894,-0.146,23.33,23.33,8.25,2.64,0.294,8.37,
8.600,10.123,0.214,0.3176,472.055,999.900,-0.140,22.25,22.25,8.02,2.44,0.273,8.37,
8.700,10.041,0.214,0.3169,472.369,999.908,-0.133,21.78,21.78,8.04,2.17,0.244,8.35,
8.800,9.981,0.215,0.3169,473.216,999.914,-0.127,21.11,21.11,7.92,2.05,0.230,8.36,
8.900,9.908,0.215,0.3168,474.302,999.921,-0.121,20.41,20.41,7.71,1.94,0.219,8.37,
9.000,9.833,0.215,0.3165,474.993,999.928,-0.114,19.72,19.72,7.60,1.74,0.196,8.37,
9.100,9.795,0.216,0.3169,476.223,999.932,-0.110,19.65,19.65,7.65,1.62,0.183,8.37,
9.200,9.755,0.216,0.3171,477.155,999.937,-0.107,19.51,19.51,7.69,1.44,0.163,8.37,
9.300,9.741,0.216,0.3177,478.284,999.939,-0.105,19.85,19.85,7.90,1.40,0.158,8.36,
9.400,9.701,0.217,0.3178,479.001,999.943,-0.101,19.51,19.51,8.14,1.31,0.147,8.35,
9.500,9.667,0.217,0.3181,480.017,999.946,-0.098,19.29,19.29,7.90,1.33,0.150,8.36,
9.600,9.634,0.217,0.3180,480.358,999.950,-0.095,19.16,19.16,7.75,1.30,0.147,8.35,
9.700,9.600,0.218,0.3191,482.674,999.954,-0.092,19.29,19.29,7.82,1.30,0.147,8.37,
9.800,9.582,0.218,0.3183,481.736,999.956,-0.090,18.84,18.84,7.46,1.34,0.152,8.37,
9.900,9.548,0.218,0.3182,482.019,999.959,-0.088,18.82,18.82,7.75,1.41,0.160,8.36,
10.000,9.498,0.219,0.3189,483.932,999.964,-0.083,18.90,18.90,8.03,1.44,0.164,8.37,
10.100,9.481,0.219,0.3188,484.057,999.966,-0.081,18.55,18.55,7.67,1.40,0.158,8.35,
10.200,9.466,0.219,0.3188,484.356,999.968,-0.080,18.77,18.77,7.97,1.38,0.157,8.37,
10.300,9.447,0.219,0.3189,484.724,999.970,-0.078,18.59,18.59,7.95,1.30,0.148,8.37,
10.400,9.437,0.219,0.3188,484.716,999.971,-0.078,18.40,18.40,8.24,1.23,0.140,8.36,
10.500,9.430,0.219,0.3187,484.767,999.972,-0.077,18.41,18.41,8.37,1.20,0.136,8.36,
10.600,9.419,0.219,0.3185,484.687,999.974,-0.076,18.25,18.25,8.35,1.14,0.130,8.35,
10.700,9.404,0.219,0.3185,484.876,999.975,-0.075,18.27,18.27,8.45,1.12,0.127,8.37,
10.800,9.399,0.219,0.3186,485.075,999.976,-0.075,18.18,18.18,8.66,1.11,0.127,8.37,
10.900,9.393,0.219,0.3186,485.149,999.977,-0.074,18.03,18.03,8.46,1.12,0.128,8.38,
11.000,9.384,0.219,0.3186,485.331,999.978,-0.073,18.03,18.03,8.44,1.14,0.130,8.37,
11.100,9.366,0.219,0.3189,486.020,999.981,-0.072,17.83,17.83,8.38,1.14,0.130,8.36,
11.200,9.354,0.219,0.3188,486.206,999.982,-0.071,18.05,18.05,8.79,1.06,0.121,8.37,
11.300,9.342,0.220,0.3191,486.729,999.984,-0.069,17.90,17.90,8.77,0.98,0.111,8.37,
11.400,9.328,0.220,0.3188,486.516,999.985,-0.068,17.79,17.79,8.14,0.86,0.098,8.36,
11.500,9.298,0.220,0.3191,487.556,999.988,-0.066,18.51,18.51,10.06,0.81,0.093,8.37,
