//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0188
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=2
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=160       
StartTime=2021/07/25 16:02:00
EndTime=2021/07/25 16:03:44
DepAdjRho=1.0000
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2021/03/10
Ch1=-3.831851e-01,+1.127922e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.332465e+00,+1.069077e-03,-1.252241e-08,+2.876596e-13,-3.472084e-18,+2.511402e-23,+0.000000e+00,+0.000000e+00,
Ch4=-5.72848200e-01,2.197348000e00,-2.07220400e-01,5.839104000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.654597e+00,+7.041750e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.997533e+00,+1.378983e-02,+8.086082e-08,-6.134221e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.141224e+01,+2.110549e+06,-6.080616e+03,+1.064000e-02,+3.900000e-03,+6.760000e-05,+0.000000e+00,+1.000000e+00,
Ch9=-6.053177e+00,+1.066339e-03,-1.261943e-08,+2.927030e-13,-3.579377e-18,+2.588549e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070304000202020302
BuzzerNumber=1
DepM=0.1
CondDepB=0
FilmNo=200735BA
[Item]
Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],DO [mg/l],Batt. [V],
2.100,24.447,0.309,0.6283,636.072,997.430,-2.579,4.37,4.37,2.73,128.68,10.696,7.91,
2.200,24.315,0.309,0.6266,636.200,997.464,-2.546,4.39,4.39,2.81,128.85,10.737,7.92,
2.300,24.210,0.310,0.6271,638.227,997.491,-2.519,4.32,4.32,3.16,128.28,10.707,7.92,
2.400,24.194,0.309,0.6262,637.526,997.495,-2.515,4.59,4.59,2.89,127.81,10.671,7.92,
2.500,24.169,0.310,0.6261,637.767,997.502,-2.509,4.65,4.65,2.62,127.01,10.610,7.91,
2.600,24.141,0.310,0.6261,638.168,997.509,-2.502,4.26,4.26,2.71,126.03,10.535,7.91,
2.700,24.121,0.310,0.6258,638.166,997.515,-2.497,4.35,4.35,2.71,124.93,10.446,7.90,
2.800,24.045,0.310,0.6250,638.363,997.534,-2.478,4.39,4.39,2.48,124.09,10.393,7.91,
2.900,23.985,0.310,0.6251,639.385,997.550,-2.463,4.73,4.73,2.31,121.69,10.205,7.92,
3.000,23.968,0.310,0.6246,639.091,997.554,-2.459,4.57,4.57,2.42,120.82,10.136,7.92,
3.100,23.893,0.311,0.6250,640.609,997.574,-2.440,4.46,4.46,2.00,117.83,9.892,7.92,
3.200,23.853,0.311,0.6242,640.384,997.584,-2.430,4.49,4.49,3.06,116.42,9.781,7.94,
3.300,23.681,0.311,0.6232,641.846,997.627,-2.387,4.71,4.71,1.93,115.25,9.725,7.92,
3.400,23.416,0.312,0.6214,643.815,997.693,-2.323,4.18,4.18,1.64,112.07,9.492,7.91,
3.500,23.217,0.313,0.6214,646.748,997.742,-2.274,3.78,3.78,1.53,106.11,9.018,7.94,
3.600,23.125,0.313,0.6201,646.746,997.764,-2.252,3.87,3.87,1.49,97.12,8.264,7.94,
3.700,23.038,0.314,0.6194,647.328,997.786,-2.231,3.33,3.33,1.40,87.65,7.476,7.94,
3.800,22.942,0.314,0.6181,647.380,997.809,-2.208,3.46,3.46,1.47,77.14,6.591,7.92,
3.900,22.715,0.314,0.6160,648.653,997.863,-2.154,3.40,3.40,1.53,66.87,5.737,7.93,
4.000,22.388,0.315,0.6136,650.987,997.941,-2.077,3.19,3.19,1.78,59.47,5.136,7.92,
4.100,22.198,0.314,0.6093,649.308,997.984,-2.034,2.87,2.87,2.00,55.75,4.835,7.94,
4.200,21.984,0.316,0.6107,654.146,998.035,-1.984,2.81,2.81,2.13,43.84,3.814,7.93,
4.300,22.004,0.315,0.6080,650.928,998.030,-1.989,2.92,2.92,2.17,31.55,2.745,7.94,
4.400,21.899,0.315,0.6072,651.618,998.054,-1.965,3.05,3.05,2.36,25.75,2.245,7.95,
4.500,21.783,0.315,0.6064,652.623,998.081,-1.939,3.07,3.07,2.50,17.84,1.558,7.96,
4.600,21.765,0.315,0.6048,651.160,998.085,-1.935,3.45,3.45,2.99,15.70,1.373,7.97,
4.700,21.446,0.315,0.6017,652.760,998.157,-1.864,3.89,3.89,2.70,10.73,0.942,7.97,
4.800,21.120,0.317,0.6005,656.508,998.231,-1.791,3.91,3.91,1.89,8.54,0.756,7.99,
4.900,20.897,0.317,0.5976,656.899,998.280,-1.742,4.17,4.17,1.74,6.93,0.616,7.97,
5.000,20.590,0.318,0.5955,659.496,998.347,-1.675,4.95,4.95,2.06,5.14,0.458,7.97,
5.100,20.240,0.318,0.5913,660.501,998.422,-1.601,5.42,5.42,2.55,3.52,0.317,7.98,
5.200,19.813,0.318,0.5857,661.099,998.510,-1.513,7.18,7.18,2.71,2.74,0.249,7.99,
5.300,19.433,0.320,0.5852,666.842,998.590,-1.434,7.56,7.56,2.29,1.73,0.158,8.00,
5.400,19.034,0.321,0.5811,668.902,998.670,-1.354,7.73,7.73,2.28,1.15,0.106,8.00,
5.500,18.938,0.319,0.5772,666.059,998.688,-1.336,7.84,7.84,2.24,0.96,0.088,8.00,
5.600,18.834,0.320,0.5769,667.465,998.710,-1.316,8.03,8.03,2.10,0.80,0.074,8.00,
5.700,18.735,0.320,0.5755,667.500,998.729,-1.297,8.84,8.84,2.45,0.64,0.059,8.01,
5.800,18.775,0.320,0.5760,667.421,998.722,-1.304,8.49,8.49,2.27,0.44,0.041,7.99,
5.900,18.635,0.318,0.5718,664.877,998.748,-1.278,9.67,9.67,2.43,0.42,0.039,7.98,
6.000,18.273,0.320,0.5697,668.662,998.819,-1.208,10.86,10.86,2.62,0.38,0.036,8.00,
6.100,17.897,0.321,0.5660,670.834,998.890,-1.138,11.69,11.69,2.82,0.33,0.031,8.00,
6.200,17.533,0.321,0.5620,672.432,998.957,-1.071,12.05,12.05,2.60,0.28,0.027,8.00,
6.300,17.160,0.321,0.5569,673.016,999.024,-1.005,13.24,13.24,2.50,0.25,0.024,7.99,
6.400,16.768,0.323,0.5555,678.413,999.094,-0.935,14.69,14.69,2.27,0.24,0.023,8.00,
6.500,16.537,0.322,0.5504,676.324,999.133,-0.896,15.37,15.37,2.53,0.22,0.021,8.01,
6.600,15.875,0.322,0.5433,679.764,999.244,-0.786,14.13,14.13,3.12,0.20,0.020,8.00,
6.700,15.284,0.321,0.5341,679.262,999.337,-0.693,12.14,12.14,3.38,0.17,0.017,8.00,
6.800,14.866,0.322,0.5293,681.161,999.402,-0.629,9.44,9.44,3.79,0.17,0.017,8.00,
6.900,14.698,0.323,0.5293,684.442,999.428,-0.603,8.84,8.84,3.83,0.14,0.014,8.00,
7.000,14.278,0.320,0.5200,680.507,999.488,-0.544,7.96,7.96,4.09,0.14,0.014,8.00,
7.100,14.106,0.322,0.5207,684.777,999.514,-0.518,7.66,7.66,4.30,0.12,0.013,8.00,
7.200,13.961,0.320,0.5156,680.940,999.533,-0.500,5.71,5.71,3.19,0.13,0.014,8.00,
7.300,13.723,0.321,0.5149,684.734,999.568,-0.466,4.53,4.53,2.43,0.13,0.013,8.00,
7.400,13.614,0.320,0.5113,682.179,999.582,-0.452,5.58,5.58,3.34,0.12,0.012,8.00,
7.500,13.476,0.320,0.5094,682.424,999.601,-0.434,6.96,6.96,4.08,0.12,0.012,8.00,
7.600,13.314,0.320,0.5069,682.365,999.623,-0.413,5.94,5.94,3.60,0.12,0.012,8.00,
7.700,12.991,0.320,0.5042,685.295,999.665,-0.370,7.26,7.26,4.11,0.10,0.010,8.00,
7.800,12.749,0.321,0.5020,687.183,999.697,-0.339,9.01,9.01,4.78,0.11,0.011,8.00,
7.900,12.617,0.320,0.4997,686.751,999.713,-0.323,7.52,7.52,3.95,0.10,0.011,8.00,
8.000,12.493,0.322,0.4997,689.411,999.730,-0.307,7.58,7.58,4.16,0.11,0.012,8.00,
8.100,12.272,0.323,0.4988,692.827,999.758,-0.280,7.74,7.74,3.99,0.10,0.011,7.99,
8.200,12.152,0.321,0.4948,689.802,999.771,-0.267,8.18,8.18,4.13,0.11,0.012,7.98,
8.300,11.935,0.322,0.4929,691.745,999.797,-0.242,11.84,11.84,4.69,0.11,0.012,8.00,
8.400,11.773,0.320,0.4889,689.542,999.815,-0.224,10.49,10.49,4.05,0.10,0.011,8.01,
8.500,11.590,0.321,0.4875,691.558,999.836,-0.204,10.20,10.20,3.70,0.10,0.011,8.00,
8.600,11.435,0.322,0.4867,693.723,999.854,-0.186,10.77,10.77,3.58,0.10,0.011,7.99,
8.700,11.328,0.322,0.4863,695.574,999.866,-0.174,11.50,11.50,3.56,0.10,0.010,8.00,
8.800,11.162,0.324,0.4876,701.048,999.886,-0.155,12.18,12.18,3.41,0.10,0.011,8.00,
8.900,11.062,0.322,0.4825,695.920,999.895,-0.147,12.29,12.29,3.67,0.12,0.013,8.00,
9.000,10.964,0.322,0.4814,696.533,999.905,-0.137,12.83,12.83,3.76,0.11,0.012,8.01,
9.100,10.930,0.322,0.4818,697.816,999.910,-0.133,13.75,13.75,3.38,0.09,0.009,7.98,
9.200,10.760,0.322,0.4792,697.834,999.927,-0.116,13.81,13.81,3.51,0.10,0.011,7.99,
9.300,10.614,0.323,0.4785,700.087,999.942,-0.101,14.22,14.22,3.49,0.10,0.011,8.00,
9.400,10.501,0.324,0.4791,703.455,999.955,-0.089,14.27,14.27,3.33,0.10,0.011,8.00,
9.500,10.372,0.324,0.4770,703.320,999.967,-0.077,14.60,14.60,3.23,0.09,0.011,8.00,
9.600,10.285,0.324,0.4761,704.066,999.976,-0.069,14.74,14.74,3.24,0.11,0.012,8.00,
9.700,10.177,0.325,0.4763,706.832,999.987,-0.058,15.20,15.20,3.27,0.11,0.012,8.00,
9.800,10.166,0.324,0.4749,704.932,999.988,-0.058,14.96,14.96,3.13,0.11,0.012,8.01,
9.900,10.052,0.324,0.4739,706.126,999.999,-0.047,15.03,15.03,3.03,0.12,0.014,8.00,
10.000,9.949,0.324,0.4724,706.190,1000.009,-0.038,15.01,15.01,3.09,0.12,0.013,8.00,
10.100,9.872,0.326,0.4734,709.605,1000.017,-0.030,14.87,14.87,2.95,0.10,0.012,7.99,
10.200,9.881,0.325,0.4726,708.161,1000.016,-0.032,14.79,14.79,2.88,0.09,0.011,8.00,
10.300,9.821,0.324,0.4712,707.368,1000.021,-0.027,14.65,14.65,2.95,0.09,0.011,8.00,
10.400,9.732,0.326,0.4720,710.687,1000.031,-0.018,14.40,14.40,2.98,0.10,0.011,8.00,
10.500,9.691,0.327,0.4726,712.595,1000.035,-0.014,14.20,14.20,3.06,0.09,0.010,8.00,
10.600,9.639,0.325,0.4696,709.359,1000.039,-0.011,13.55,13.55,2.84,0.11,0.013,8.00,
10.700,9.510,0.326,0.4691,711.629,1000.051,0.000,13.03,13.03,2.80,0.11,0.013,8.00,
10.800,9.436,0.326,0.4694,713.779,1000.058,0.007,12.62,12.62,2.63,0.10,0.012,8.01,
10.900,9.406,0.327,0.4696,714.857,1000.061,0.010,12.39,12.39,2.64,0.10,0.011,8.00,
11.000,9.348,0.327,0.4684,714.430,1000.066,0.014,12.02,12.02,2.66,0.11,0.013,8.01,
11.100,9.297,0.328,0.4695,717.342,1000.072,0.019,11.38,11.38,2.34,0.11,0.013,7.99,
11.200,9.378,0.326,0.4684,713.710,1000.064,0.012,11.24,11.24,2.43,0.11,0.012,8.00,
11.300,9.252,0.327,0.4681,716.253,1000.076,0.022,10.95,10.95,2.57,0.10,0.011,7.98,
11.400,9.176,0.328,0.4678,717.627,1000.082,0.029,10.35,10.35,2.41,0.11,0.013,8.00,
11.500,9.134,0.328,0.4677,718.435,1000.086,0.032,10.19,10.19,2.48,0.11,0.013,8.00,
11.600,9.116,0.328,0.4679,719.227,1000.088,0.034,10.03,10.03,2.43,0.11,0.012,8.00,
11.700,9.090,0.328,0.4677,719.475,1000.091,0.036,9.82,9.82,2.36,0.10,0.011,8.00,
11.800,9.063,0.328,0.4670,719.112,1000.093,0.038,9.58,9.58,2.39,0.10,0.012,8.00,
11.900,9.116,0.328,0.4678,719.097,1000.090,0.034,9.50,9.50,2.21,0.11,0.012,8.00,
12.000,9.029,0.329,0.4674,720.647,1000.097,0.041,9.18,9.18,2.25,0.11,0.013,8.00,
12.100,9.003,0.329,0.4671,720.738,1000.100,0.043,9.11,9.11,2.31,0.09,0.010,7.99,
12.200,8.954,0.329,0.4665,721.034,1000.104,0.047,8.91,8.91,2.27,0.10,0.011,8.00,
12.300,8.941,0.329,0.4667,721.595,1000.106,0.048,8.99,8.99,2.38,0.10,0.011,7.99,
12.400,8.945,0.328,0.4661,720.687,1000.105,0.047,8.96,8.96,2.38,0.10,0.011,8.00,
12.500,8.923,0.329,0.4662,721.327,1000.108,0.049,8.83,8.83,2.38,0.10,0.012,8.00,
12.600,8.903,0.329,0.4660,721.494,1000.110,0.050,8.70,8.70,2.36,0.10,0.012,8.00,
12.700,8.880,0.329,0.4664,722.724,1000.112,0.053,8.63,8.63,2.29,0.09,0.011,7.99,
12.800,8.892,0.330,0.4672,723.625,1000.112,0.052,8.56,8.56,2.11,0.09,0.010,8.00,
12.900,8.851,0.329,0.4660,722.874,1000.115,0.055,8.42,8.42,2.38,0.09,0.011,8.00,
13.000,8.904,0.329,0.4665,722.243,1000.112,0.051,8.37,8.37,2.21,0.08,0.010,8.00,
13.100,8.844,0.329,0.4660,723.025,1000.117,0.055,8.28,8.28,2.29,0.10,0.012,7.99,
13.200,8.825,0.329,0.4659,723.309,1000.119,0.057,8.44,8.44,2.42,0.10,0.011,8.00,
13.300,8.821,0.330,0.4663,724.030,1000.120,0.057,8.37,8.37,2.43,0.09,0.010,8.00,
13.400,8.821,0.329,0.4658,723.244,1000.120,0.057,8.34,8.34,2.39,0.08,0.010,8.00,
13.500,8.820,0.329,0.4658,723.187,1000.121,0.057,8.28,8.28,2.36,0.08,0.010,7.99,
13.600,8.804,0.329,0.4658,723.684,1000.122,0.058,8.30,8.30,2.42,0.07,0.008,7.99,
13.700,8.800,0.330,0.4663,724.527,1000.123,0.059,8.24,8.24,2.36,0.08,0.009,8.00,
13.800,8.816,0.329,0.4657,723.191,1000.122,0.057,8.65,8.65,2.71,0.07,0.009,8.00,
13.900,8.802,0.330,0.4661,724.159,1000.124,0.059,8.33,8.33,2.38,0.07,0.008,7.98,
14.000,8.811,0.329,0.4656,723.123,1000.124,0.058,8.37,8.37,2.49,0.08,0.009,8.00,
14.100,8.797,0.329,0.4658,723.750,1000.125,0.059,8.18,8.18,2.39,0.07,0.008,8.00,
14.200,8.795,0.329,0.4656,723.588,1000.126,0.059,8.19,8.19,2.42,0.07,0.008,8.00,
14.300,8.784,0.329,0.4656,723.767,1000.127,0.060,8.24,8.24,2.39,0.07,0.008,7.99,
14.400,8.778,0.330,0.4657,724.100,1000.128,0.060,8.25,8.25,2.32,0.07,0.008,8.00,
14.500,8.787,0.330,0.4660,724.416,1000.128,0.060,8.15,8.15,2.21,0.07,0.008,7.99,
14.600,8.779,0.329,0.4655,723.725,1000.129,0.060,8.35,8.35,2.32,0.06,0.007,8.00,
14.700,8.778,0.329,0.4654,723.679,1000.129,0.060,8.32,8.32,2.41,0.07,0.008,8.00,
14.800,8.779,0.329,0.4655,723.757,1000.130,0.060,8.34,8.34,2.39,0.07,0.008,8.00,
14.900,8.770,0.330,0.4656,724.142,1000.131,0.061,8.40,8.40,2.39,0.06,0.007,8.00,
15.000,8.775,0.330,0.4656,724.070,1000.131,0.060,8.34,8.34,2.35,0.06,0.007,8.00,
15.100,8.769,0.329,0.4654,723.928,1000.132,0.061,8.46,8.46,2.34,0.07,0.008,7.99,
15.200,8.772,0.330,0.4655,723.941,1000.132,0.061,8.46,8.46,2.46,0.07,0.008,8.00,
15.300,8.778,0.330,0.4657,724.177,1000.132,0.060,8.24,8.24,2.17,0.06,0.007,8.00,
15.400,8.767,0.330,0.4656,724.213,1000.134,0.061,8.32,8.32,2.34,0.06,0.007,7.99,
15.500,8.763,0.330,0.4655,724.266,1000.134,0.061,8.53,8.53,2.48,0.06,0.006,7.99,
15.600,8.754,0.330,0.4656,724.540,1000.136,0.062,8.94,8.94,2.49,0.06,0.007,8.00,
15.700,8.760,0.330,0.4657,724.516,1000.136,0.062,9.35,9.35,2.98,0.06,0.007,8.00,
15.800,8.758,0.330,0.4655,724.364,1000.136,0.062,10.53,10.53,4.87,0.06,0.007,8.00,
15.900,8.708,0.335,0.4715,734.906,1000.144,0.069,0.20,0.20,17.59,0.04,0.004,8.00,
