//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0188
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=2
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=352       
StartTime=2021/08/04 13:16:56
EndTime=2021/08/04 13:19:04
DepAdjRho=1.0000
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2021/03/10
Ch1=-3.831851e-01,+1.127922e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.332465e+00,+1.069077e-03,-1.252241e-08,+2.876596e-13,-3.472084e-18,+2.511402e-23,+0.000000e+00,+0.000000e+00,
Ch4=-5.72848200e-01,2.197348000e00,-2.07220400e-01,5.839104000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.654597e+00,+7.041750e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.997533e+00,+1.378983e-02,+8.086082e-08,-6.134221e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.141224e+01,+2.110549e+06,-6.080616e+03,+1.064000e-02,+3.900000e-03,+6.760000e-05,+0.000000e+00,+1.000000e+00,
Ch9=-6.053177e+00,+1.066339e-03,-1.261943e-08,+2.927030e-13,-3.579377e-18,+2.588549e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070304000202020302
BuzzerNumber=1
DepM=0.1
CondDepB=0
FilmNo=200735BA
[Item]
Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],DO [mg/l],Batt. [V],
2.100,21.463,0.120,0.2314,250.954,997.993,-2.016,1.33,1.33,1.28,116.08,10.201,8.40,
2.200,21.464,0.120,0.2318,251.346,997.994,-2.016,1.32,1.32,1.11,116.47,10.221,8.37,
2.300,21.459,0.120,0.2313,250.811,997.995,-2.015,1.38,1.38,1.21,116.11,10.198,8.39,
2.400,21.455,0.120,0.2314,251.013,997.997,-2.014,1.44,1.44,1.45,115.92,10.187,8.39,
2.500,21.432,0.120,0.2312,250.860,998.002,-2.009,1.49,1.49,1.40,116.18,10.204,8.37,
2.600,21.426,0.120,0.2312,250.883,998.004,-2.008,1.50,1.50,1.35,115.93,10.196,8.40,
2.700,21.417,0.120,0.2314,251.163,998.006,-2.006,1.58,1.58,1.22,116.18,10.200,8.39,
2.800,21.423,0.120,0.2310,250.771,998.005,-2.007,1.57,1.57,1.32,115.99,10.194,8.39,
2.900,21.410,0.120,0.2313,251.084,998.009,-2.004,1.45,1.45,1.24,115.88,10.193,8.37,
3.000,21.410,0.120,0.2309,250.692,998.009,-2.004,1.58,1.58,1.24,115.97,10.184,8.39,
3.100,21.403,0.120,0.2308,250.635,998.011,-2.003,1.59,1.59,1.32,115.99,10.205,8.39,
3.200,21.385,0.120,0.2308,250.771,998.016,-1.999,1.72,1.72,1.36,115.74,10.190,8.40,
3.300,21.377,0.120,0.2312,251.197,998.018,-1.997,1.67,1.67,1.27,115.95,10.199,8.39,
3.400,21.375,0.120,0.2306,250.634,998.019,-1.997,1.77,1.77,1.35,115.66,10.177,8.38,
3.500,21.371,0.120,0.2306,250.648,998.020,-1.996,1.84,1.84,1.31,115.46,10.166,8.39,
3.600,21.374,0.120,0.2307,250.665,998.020,-1.996,1.87,1.87,1.25,115.36,10.151,8.37,
3.700,21.365,0.120,0.2306,250.667,998.022,-1.994,1.75,1.75,1.27,115.45,10.167,8.40,
3.800,21.367,0.120,0.2306,250.606,998.022,-1.995,1.78,1.78,1.33,115.38,10.163,8.39,
3.900,21.369,0.120,0.2306,250.578,998.022,-1.995,1.88,1.88,1.32,115.10,10.139,8.40,
4.000,21.356,0.120,0.2306,250.660,998.025,-1.992,1.84,1.84,1.31,115.31,10.157,8.39,
4.100,21.356,0.120,0.2307,250.781,998.026,-1.992,1.70,1.70,1.25,115.16,10.144,8.38,
4.200,21.359,0.120,0.2306,250.697,998.026,-1.993,1.73,1.73,1.22,115.10,10.131,8.37,
4.300,21.362,0.120,0.2306,250.682,998.025,-1.994,1.79,1.79,1.21,115.11,10.139,8.39,
4.400,21.349,0.120,0.2307,250.888,998.029,-1.991,1.70,1.70,1.18,114.90,10.114,8.39,
4.500,21.348,0.120,0.2305,250.676,998.029,-1.991,1.75,1.75,1.28,114.59,10.095,8.37,
4.600,21.342,0.120,0.2305,250.707,998.031,-1.989,1.70,1.70,1.28,114.65,10.104,8.39,
4.700,21.348,0.120,0.2305,250.670,998.030,-1.991,1.71,1.71,1.20,114.56,10.096,8.39,
4.800,21.344,0.120,0.2305,250.607,998.032,-1.990,1.75,1.75,1.29,114.50,10.091,8.38,
4.900,21.350,0.120,0.2304,250.550,998.031,-1.991,1.71,1.71,1.28,114.15,10.063,8.39,
5.000,21.342,0.120,0.2304,250.611,998.033,-1.989,1.78,1.78,1.27,114.19,10.069,8.37,
5.100,21.334,0.120,0.2305,250.729,998.035,-1.988,1.80,1.80,1.61,114.18,10.069,8.38,
5.200,21.322,0.120,0.2306,250.868,998.038,-1.985,1.72,1.72,1.24,114.12,10.059,8.40,
5.300,21.319,0.120,0.2306,250.905,998.039,-1.984,1.73,1.73,1.28,113.96,10.049,8.39,
5.400,21.289,0.120,0.2307,251.246,998.047,-1.978,1.75,1.75,1.28,113.64,10.030,8.39,
5.500,21.288,0.120,0.2307,251.264,998.047,-1.977,1.83,1.83,1.22,113.12,9.981,8.40,
5.600,21.137,0.123,0.2364,258.303,998.083,-1.942,2.04,2.04,1.27,113.22,10.040,8.39,
5.700,20.494,0.127,0.2396,265.925,998.225,-1.801,2.17,2.17,1.56,112.71,10.124,8.39,
5.800,20.136,0.128,0.2401,268.900,998.301,-1.725,2.27,2.27,1.42,111.46,10.056,8.39,
5.900,19.957,0.129,0.2404,270.365,998.339,-1.687,2.30,2.30,1.42,110.74,10.052,8.39,
6.000,19.599,0.129,0.2403,272.691,998.413,-1.614,2.48,2.48,1.39,110.39,10.102,8.40,
6.100,18.979,0.131,0.2403,276.983,998.539,-1.489,2.74,2.74,1.50,111.93,10.346,8.40,
6.200,18.675,0.131,0.2381,276.536,998.598,-1.430,2.80,2.80,1.64,112.95,10.518,8.39,
6.300,18.072,0.130,0.2338,275.829,998.712,-1.316,2.82,2.82,1.57,113.11,10.707,8.40,
6.400,16.992,0.132,0.2310,280.381,998.908,-1.121,3.08,3.08,1.71,113.45,10.951,8.39,
6.500,16.429,0.133,0.2302,283.690,999.006,-1.024,2.96,2.96,1.75,115.07,11.213,8.42,
6.600,16.135,0.132,0.2267,281.614,999.054,-0.976,2.79,2.79,1.74,116.42,11.405,8.40,
6.700,15.768,0.131,0.2239,280.967,999.114,-0.917,2.70,2.70,1.84,117.75,11.647,8.39,
6.800,15.055,0.135,0.2272,290.842,999.229,-0.802,2.69,2.69,1.68,125.47,12.535,8.40,
6.900,15.269,0.131,0.2210,281.135,999.193,-0.839,2.73,2.73,1.79,129.62,12.869,8.40,
7.000,14.827,0.130,0.2173,279.906,999.260,-0.772,2.80,2.80,2.17,133.05,13.398,8.37,
7.100,14.229,0.131,0.2156,282.587,999.348,-0.685,2.87,2.87,2.55,134.38,13.743,8.39,
7.200,13.664,0.132,0.2148,286.202,999.428,-0.605,2.98,2.98,3.02,137.16,14.171,8.39,
7.300,13.400,0.130,0.2111,283.437,999.463,-0.571,2.86,2.86,3.19,139.22,14.452,8.40,
7.400,13.103,0.130,0.2085,282.407,999.501,-0.533,2.85,2.85,3.62,140.64,14.738,8.39,
7.500,12.665,0.130,0.2070,284.076,999.557,-0.478,2.94,2.94,3.70,142.65,15.086,8.39,
7.600,12.214,0.132,0.2081,289.482,999.613,-0.422,2.99,2.99,3.91,148.38,15.808,8.38,
7.700,12.046,0.130,0.2033,284.393,999.631,-0.404,2.93,2.93,3.86,149.90,16.073,8.39,
7.800,11.679,0.130,0.2023,286.182,999.674,-0.363,2.78,2.78,3.80,150.26,16.248,8.39,
7.900,11.334,0.131,0.2027,289.862,999.712,-0.324,2.84,2.84,3.81,153.13,16.648,8.38,
8.000,11.136,0.131,0.2004,288.398,999.733,-0.304,2.73,2.73,4.05,154.83,16.889,8.42,
8.100,10.982,0.131,0.1998,288.921,999.749,-0.288,2.65,2.65,4.04,154.87,16.978,8.37,
8.200,10.956,0.131,0.2008,290.625,999.753,-0.285,2.65,2.65,3.81,156.39,17.138,8.38,
8.300,10.917,0.130,0.1992,288.573,999.757,-0.282,2.65,2.65,4.20,156.82,17.223,8.37,
8.400,10.676,0.131,0.1983,289.571,999.781,-0.258,2.59,2.59,4.45,157.04,17.368,8.37,
8.500,10.389,0.132,0.1995,294.013,999.811,-0.229,2.45,2.45,4.68,157.98,17.545,8.39,
8.600,10.298,0.131,0.1975,291.869,999.819,-0.222,2.53,2.53,5.10,156.28,17.370,8.37,
8.700,10.164,0.132,0.1973,292.899,999.832,-0.209,2.37,2.37,4.91,155.83,17.411,8.38,
8.800,10.156,0.132,0.1972,292.889,999.833,-0.208,2.55,2.55,4.90,153.07,17.068,8.38,
8.900,10.141,0.131,0.1966,292.051,999.834,-0.207,2.70,2.70,5.31,152.78,17.040,8.40,
9.000,9.872,0.132,0.1962,294.074,999.859,-0.183,2.49,2.49,5.67,151.93,17.095,8.37,
9.100,9.770,0.132,0.1955,294.057,999.868,-0.174,2.56,2.56,6.30,150.57,16.924,8.38,
9.200,9.641,0.133,0.1966,296.860,999.881,-0.163,2.60,2.60,6.10,148.51,16.749,8.39,
9.300,9.493,0.133,0.1958,297.209,999.893,-0.150,2.84,2.84,6.83,146.73,16.615,8.39,
9.400,9.517,0.132,0.1953,296.260,999.892,-0.153,2.60,2.60,6.09,144.30,16.254,8.39,
9.500,9.377,0.132,0.1945,296.364,999.903,-0.141,2.78,2.78,7.09,143.33,16.297,8.39,
9.600,9.186,0.132,0.1936,296.814,999.919,-0.126,2.56,2.56,6.14,142.34,16.245,8.37,
9.700,9.124,0.132,0.1934,297.194,999.924,-0.121,2.58,2.58,6.30,141.20,16.164,8.37,
9.800,9.059,0.132,0.1933,297.659,999.930,-0.116,2.76,2.76,6.51,140.08,16.068,8.39,
9.900,8.960,0.133,0.1930,298.269,999.938,-0.109,2.47,2.47,6.07,138.48,15.927,8.39,
10.000,8.886,0.133,0.1926,298.376,999.944,-0.103,2.49,2.49,6.16,137.48,15.829,8.39,
10.100,8.829,0.133,0.1923,298.548,999.948,-0.099,2.41,2.41,5.65,135.64,15.648,8.37,
10.200,8.859,0.134,0.1939,300.609,999.947,-0.101,2.30,2.30,4.93,129.42,14.871,8.39,
10.300,8.915,0.133,0.1935,299.543,999.943,-0.105,2.84,2.84,6.30,126.34,14.458,8.40,
10.400,8.849,0.133,0.1924,298.506,999.948,-0.101,2.96,2.96,6.72,126.30,14.521,8.39,
10.500,8.767,0.132,0.1918,298.397,999.955,-0.095,2.52,2.52,5.57,125.96,14.539,8.39,
10.600,8.649,0.133,0.1915,299.105,999.964,-0.086,2.23,2.23,4.80,125.37,14.531,8.37,
10.700,8.529,0.133,0.1914,300.231,999.973,-0.078,2.08,2.08,4.68,124.95,14.517,8.37,
10.800,8.452,0.133,0.1915,301.060,999.979,-0.072,2.14,2.14,4.68,124.28,14.453,8.37,
10.900,8.381,0.133,0.1905,300.345,999.984,-0.068,1.86,1.86,4.43,122.98,14.341,8.40,
11.000,8.279,0.133,0.1898,300.184,999.991,-0.061,1.84,1.84,3.99,121.88,14.243,8.39,
11.100,8.159,0.133,0.1903,302.316,999.999,-0.053,1.87,1.87,3.95,120.62,14.090,8.39,
11.200,8.133,0.133,0.1891,300.608,1000.001,-0.052,1.70,1.70,3.62,119.46,13.991,8.39,
11.300,8.099,0.133,0.1890,300.796,1000.004,-0.050,1.73,1.73,3.74,118.82,13.944,8.38,
11.400,8.031,0.133,0.1894,302.204,1000.009,-0.045,1.76,1.76,3.99,118.32,13.908,8.39,
11.500,8.004,0.133,0.1886,301.282,1000.010,-0.044,1.80,1.80,3.88,117.86,13.840,8.40,
11.600,7.990,0.133,0.1884,301.017,1000.012,-0.043,1.66,1.66,3.41,117.38,13.816,8.39,
11.700,7.933,0.133,0.1885,301.806,1000.016,-0.040,1.61,1.61,3.34,116.72,13.765,8.39,
11.800,7.869,0.133,0.1890,303.332,1000.021,-0.035,1.61,1.61,2.87,116.37,13.700,8.39,
11.900,7.842,0.133,0.1881,302.231,1000.022,-0.034,1.62,1.62,3.17,115.90,13.654,8.40,
12.000,7.793,0.133,0.1880,302.588,1000.026,-0.031,1.58,1.58,3.03,114.83,13.580,8.37,
12.100,7.770,0.134,0.1886,303.766,1000.028,-0.029,1.73,1.73,2.63,113.62,13.395,8.39,
12.200,7.747,0.133,0.1877,302.610,1000.029,-0.029,1.59,1.59,2.91,112.63,13.324,8.39,
12.300,7.686,0.133,0.1877,303.133,1000.033,-0.025,1.49,1.49,2.92,112.05,13.292,8.37,
12.400,7.606,0.134,0.1879,304.351,1000.039,-0.020,1.55,1.55,2.71,111.17,13.199,8.37,
12.500,7.552,0.134,0.1877,304.686,1000.042,-0.017,1.43,1.43,2.45,110.32,13.116,8.39,
12.600,7.516,0.134,0.1875,304.650,1000.045,-0.015,1.37,1.37,2.32,108.98,12.981,8.42,
12.700,7.462,0.134,0.1874,305.136,1000.048,-0.012,1.33,1.33,2.20,108.02,12.890,8.40,
12.800,7.400,0.134,0.1876,306.121,1000.052,-0.009,1.51,1.51,2.56,106.40,12.702,8.40,
12.900,7.461,0.134,0.1875,305.304,1000.049,-0.012,1.39,1.39,2.23,102.02,12.159,8.39,
13.000,7.408,0.134,0.1876,306.034,1000.053,-0.009,1.34,1.34,2.32,101.20,12.089,8.40,
13.100,7.348,0.134,0.1878,307.033,1000.057,-0.006,1.34,1.34,2.32,100.27,11.998,8.40,
13.200,7.306,0.135,0.1880,307.802,1000.059,-0.003,1.43,1.43,2.29,98.17,11.732,8.40,
13.300,7.258,0.135,0.1876,307.717,1000.062,-0.001,1.54,1.54,2.57,96.66,11.582,8.42,
13.400,7.198,0.135,0.1876,308.346,1000.066,0.002,1.32,1.32,2.14,95.52,11.468,8.40,
13.500,7.143,0.135,0.1877,309.186,1000.069,0.005,1.29,1.29,2.11,94.23,11.326,8.40,
13.600,7.097,0.135,0.1879,310.081,1000.072,0.008,1.28,1.28,1.78,92.62,11.130,8.40,
13.700,7.079,0.135,0.1876,309.689,1000.073,0.008,1.35,1.35,1.81,90.77,10.917,8.40,
13.800,7.065,0.135,0.1876,309.851,1000.075,0.009,1.42,1.42,1.93,89.43,10.771,8.39,
13.900,7.048,0.135,0.1878,310.418,1000.076,0.010,1.24,1.24,1.68,87.10,10.486,8.38,
14.000,7.028,0.135,0.1876,310.290,1000.078,0.011,1.25,1.25,1.86,84.79,10.215,8.40,
14.100,7.014,0.135,0.1876,310.434,1000.079,0.012,1.21,1.21,1.84,84.15,10.151,8.41,
14.200,6.955,0.136,0.1876,311.156,1000.082,0.014,1.08,1.08,1.67,83.14,10.047,8.42,
14.300,6.876,0.136,0.1876,312.075,1000.086,0.018,1.08,1.08,1.54,81.11,9.798,8.41,
14.400,6.853,0.136,0.1876,312.206,1000.088,0.019,1.04,1.04,1.52,79.59,9.636,8.40,
14.500,6.840,0.136,0.1876,312.389,1000.089,0.020,1.05,1.05,1.46,79.08,9.580,8.40,
14.600,6.801,0.136,0.1877,312.988,1000.091,0.022,1.10,1.10,1.56,77.43,9.387,8.39,
14.700,6.782,0.136,0.1876,313.031,1000.093,0.023,1.08,1.08,1.31,75.54,9.142,8.40,
14.800,6.769,0.136,0.1875,313.046,1000.094,0.023,1.05,1.05,1.35,74.53,9.040,8.40,
14.900,6.715,0.136,0.1875,313.748,1000.097,0.026,0.94,0.94,1.11,72.54,8.811,8.42,
15.000,6.720,0.136,0.1874,313.484,1000.097,0.025,0.99,0.99,1.29,70.80,8.590,8.40,
15.100,6.693,0.136,0.1873,313.620,1000.099,0.027,0.97,0.97,1.45,70.03,8.513,8.42,
15.200,6.660,0.137,0.1875,314.293,1000.101,0.028,0.92,0.92,1.31,69.40,8.445,8.40,
15.300,6.635,0.137,0.1875,314.677,1000.102,0.029,1.01,1.01,1.49,68.45,8.328,8.42,
15.400,6.624,0.137,0.1873,314.393,1000.103,0.030,1.00,1.00,1.38,67.34,8.197,8.40,
15.500,6.608,0.137,0.1872,314.368,1000.104,0.030,0.99,0.99,1.50,66.65,8.119,8.40,
15.600,6.589,0.136,0.1870,314.305,1000.105,0.031,0.95,0.95,1.56,65.87,8.031,8.40,
15.700,6.556,0.137,0.1872,315.087,1000.107,0.033,0.94,0.94,1.24,64.24,7.829,8.39,
15.800,6.535,0.137,0.1867,314.508,1000.109,0.033,0.90,0.90,1.32,63.58,7.756,8.40,
15.900,6.492,0.137,0.1869,315.222,1000.111,0.035,0.90,0.90,1.28,62.75,7.665,8.40,
16.000,6.476,0.137,0.1868,315.319,1000.112,0.036,0.89,0.89,1.22,60.97,7.441,8.42,
16.100,6.449,0.137,0.1868,315.556,1000.114,0.037,0.82,0.82,1.22,60.53,7.399,8.41,
16.200,6.425,0.137,0.1868,315.874,1000.115,0.038,0.83,0.83,1.17,59.98,7.342,8.39,
16.300,6.402,0.137,0.1870,316.482,1000.117,0.039,0.84,0.84,1.14,59.00,7.210,8.42,
16.400,6.395,0.137,0.1867,316.125,1000.117,0.039,0.84,0.84,1.28,58.17,7.110,8.41,
16.500,6.381,0.137,0.1868,316.338,1000.118,0.040,0.82,0.82,1.22,57.64,7.058,8.40,
16.600,6.365,0.137,0.1868,316.663,1000.120,0.040,0.75,0.75,1.06,56.83,6.964,8.40,
16.700,6.370,0.137,0.1868,316.466,1000.120,0.040,0.74,0.74,1.08,55.68,6.819,8.41,
16.800,6.351,0.137,0.1866,316.372,1000.121,0.041,0.73,0.73,1.15,55.03,6.751,8.40,
16.900,6.332,0.137,0.1866,316.644,1000.122,0.041,0.74,0.74,1.21,54.62,6.702,8.41,
17.000,6.323,0.137,0.1868,317.039,1000.123,0.042,0.71,0.71,1.08,54.07,6.627,8.42,
17.100,6.316,0.137,0.1865,316.723,1000.124,0.042,0.77,0.77,1.46,53.49,6.560,8.41,
17.200,6.293,0.137,0.1865,316.955,1000.125,0.043,0.73,0.73,1.17,53.04,6.511,8.42,
17.300,6.288,0.137,0.1864,316.886,1000.126,0.043,0.82,0.82,1.07,52.51,6.434,8.41,
17.400,6.279,0.137,0.1861,316.405,1000.126,0.043,0.75,0.75,1.15,52.15,6.399,8.42,
17.500,6.265,0.137,0.1858,316.164,1000.127,0.044,0.73,0.73,1.13,51.91,6.379,8.42,
17.600,6.251,0.137,0.1860,316.594,1000.128,0.044,0.73,0.73,1.14,51.64,6.350,8.42,
17.700,6.270,0.137,0.1862,316.628,1000.128,0.044,0.70,0.70,1.04,50.82,6.236,8.42,
17.800,6.248,0.137,0.1856,315.924,1000.129,0.044,0.69,0.69,1.10,50.53,6.209,8.42,
17.900,6.229,0.137,0.1854,315.824,1000.130,0.045,0.70,0.70,1.18,50.32,6.192,8.40,
18.000,6.216,0.137,0.1854,315.937,1000.131,0.045,0.67,0.67,1.13,50.14,6.172,8.40,
18.100,6.199,0.137,0.1856,316.568,1000.133,0.046,0.72,0.72,1.57,50.02,6.150,8.40,
18.200,6.190,0.137,0.1854,316.267,1000.133,0.046,0.65,0.65,1.29,49.75,6.120,8.41,
18.300,6.184,0.137,0.1853,316.123,1000.134,0.046,0.68,0.68,1.33,49.57,6.102,8.42,
18.400,6.182,0.137,0.1854,316.366,1000.135,0.046,0.64,0.64,1.17,49.41,6.082,8.41,
18.500,6.165,0.137,0.1851,316.142,1000.135,0.047,0.75,0.75,1.77,49.10,6.037,8.41,
18.600,6.161,0.137,0.1850,315.967,1000.136,0.047,0.67,0.67,1.28,48.96,6.029,8.41,
18.700,6.161,0.137,0.1850,315.871,1000.136,0.047,0.72,0.72,1.17,48.73,6.006,8.40,
18.800,6.154,0.137,0.1850,315.955,1000.137,0.047,0.74,0.74,1.21,48.64,5.993,8.42,
18.900,6.128,0.137,0.1849,316.240,1000.139,0.048,0.71,0.71,2.10,48.46,5.968,8.40,
19.000,6.125,0.137,0.1849,316.175,1000.139,0.048,0.65,0.65,1.45,48.32,5.955,8.42,
19.100,6.120,0.137,0.1849,316.183,1000.140,0.048,0.63,0.63,1.17,48.15,5.940,8.42,
19.200,6.110,0.137,0.1848,316.188,1000.141,0.049,0.60,0.60,1.04,48.02,5.926,8.40,
19.300,6.107,0.137,0.1848,316.202,1000.141,0.049,0.65,0.65,1.11,47.85,5.907,8.41,
19.400,6.106,0.137,0.1847,316.117,1000.142,0.049,0.62,0.62,1.04,47.61,5.879,8.40,
19.500,6.085,0.137,0.1846,316.235,1000.143,0.050,0.59,0.59,1.03,47.22,5.827,8.41,
19.600,6.077,0.137,0.1847,316.377,1000.144,0.050,0.72,0.72,1.28,46.89,5.786,8.41,
19.700,6.069,0.137,0.1847,316.485,1000.144,0.050,0.68,0.68,1.15,46.50,5.736,8.40,
19.800,6.062,0.137,0.1845,316.301,1000.145,0.050,0.64,0.64,1.11,46.14,5.695,8.40,
19.900,6.052,0.137,0.1845,316.305,1000.146,0.051,0.64,0.64,1.13,45.85,5.659,8.41,
20.000,6.047,0.136,0.1844,316.200,1000.147,0.051,0.63,0.63,1.13,45.57,5.623,8.41,
20.100,6.052,0.136,0.1843,316.044,1000.147,0.051,0.61,0.61,1.11,45.31,5.598,8.42,
20.200,6.046,0.136,0.1844,316.238,1000.148,0.051,0.63,0.63,1.27,45.11,5.573,8.40,
20.300,6.048,0.136,0.1844,316.174,1000.148,0.051,0.61,0.61,1.10,44.89,5.531,8.42,
20.400,6.044,0.136,0.1842,316.018,1000.148,0.051,0.58,0.58,1.13,44.76,5.525,8.42,
20.500,6.034,0.136,0.1843,316.175,1000.149,0.051,0.63,0.63,1.27,44.57,5.509,8.41,
20.600,6.026,0.136,0.1843,316.305,1000.150,0.051,0.60,0.60,1.17,44.34,5.476,8.40,
20.700,6.025,0.136,0.1842,316.246,1000.151,0.051,0.59,0.59,1.13,44.16,5.457,8.41,
20.800,6.024,0.137,0.1844,316.637,1000.151,0.052,0.58,0.58,1.10,43.95,5.424,8.40,
20.900,6.019,0.137,0.1844,316.554,1000.152,0.052,0.56,0.56,1.07,43.70,5.394,8.40,
