//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD102-ALC-R02
SondeNo=0188
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=2
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=233       
StartTime=2021/07/25 15:44:38
EndTime=2021/07/25 15:46:59
DepAdjRho=1.0000
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2021/03/10
Ch1=-3.831851e-01,+1.127922e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.332465e+00,+1.069077e-03,-1.252241e-08,+2.876596e-13,-3.472084e-18,+2.511402e-23,+0.000000e+00,+0.000000e+00,
Ch4=-5.72848200e-01,2.197348000e00,-2.07220400e-01,5.839104000e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.654597e+00,+7.041750e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.997533e+00,+1.378983e-02,+8.086082e-08,-6.134221e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.141224e+01,+2.110549e+06,-6.080616e+03,+1.064000e-02,+3.900000e-03,+6.760000e-05,+0.000000e+00,+1.000000e+00,
Ch9=-6.053177e+00,+1.066339e-03,-1.261943e-08,+2.927030e-13,-3.579377e-18,+2.588549e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070304000202020302
BuzzerNumber=1
DepM=0.1
CondDepB=0
FilmNo=200735BA
[Item]
Depth [m],Temp. [deg C],Sal. [ ],Cond. [mS/cm],EC25 [uS/cm],Density [kg/m^3],SigmaT [ ],Chl-Flu. [ppb],Chl-a [ug/l],Turb-M [FTU],DO [%],DO [mg/l],Batt. [V],
2.100,24.408,0.309,0.6273,635.568,997.440,-2.569,5.46,5.46,3.58,141.19,11.730,7.96,
2.200,24.405,0.309,0.6274,635.746,997.441,-2.569,5.46,5.46,3.53,140.65,11.689,7.95,
2.300,24.409,0.309,0.6274,635.684,997.440,-2.570,5.54,5.54,3.40,140.49,11.669,7.97,
2.400,24.401,0.309,0.6276,635.998,997.443,-2.568,5.32,5.32,3.35,139.77,11.619,7.97,
2.500,24.360,0.309,0.6270,635.945,997.454,-2.557,5.24,5.24,3.42,139.25,11.586,7.96,
2.600,24.219,0.309,0.6262,637.111,997.490,-2.522,5.15,5.15,3.21,135.00,11.272,7.99,
2.700,24.061,0.310,0.6262,639.449,997.530,-2.482,5.17,5.17,3.13,130.56,10.919,7.97,
2.800,23.987,0.310,0.6254,639.650,997.549,-2.463,5.10,5.10,2.91,123.14,10.312,7.98,
2.900,23.963,0.310,0.6252,639.758,997.555,-2.457,5.12,5.12,2.96,123.17,10.321,7.95,
3.000,23.940,0.311,0.6252,640.114,997.562,-2.452,5.30,5.30,2.94,123.03,10.315,7.95,
3.100,23.921,0.311,0.6250,640.172,997.567,-2.447,5.48,5.48,3.03,122.95,10.313,7.98,
3.200,23.906,0.311,0.6252,640.653,997.571,-2.443,5.32,5.32,2.92,122.63,10.288,7.95,
3.300,23.835,0.311,0.6248,641.280,997.589,-2.425,5.42,5.42,2.80,122.39,10.278,7.97,
3.400,23.664,0.312,0.6244,643.293,997.632,-2.383,5.24,5.24,2.53,121.37,10.207,7.96,
3.500,23.386,0.314,0.6238,646.768,997.701,-2.314,4.44,4.44,2.18,120.79,10.235,7.95,
3.600,23.057,0.316,0.6239,651.806,997.782,-2.234,3.61,3.61,1.91,116.93,9.967,7.96,
3.700,22.838,0.317,0.6225,653.534,997.835,-2.181,2.99,2.99,1.67,111.38,9.531,7.97,
3.800,22.597,0.318,0.6215,656.192,997.893,-2.124,2.80,2.80,1.60,104.12,8.940,7.99,
3.900,22.446,0.318,0.6204,657.322,997.929,-2.088,2.61,2.61,1.70,94.23,8.119,7.96,
4.000,22.341,0.319,0.6200,658.558,997.954,-2.064,2.42,2.42,1.46,89.84,7.757,7.97,
4.100,22.043,0.319,0.6175,660.446,998.024,-1.995,2.34,2.34,1.54,83.60,7.262,7.99,
4.200,21.483,0.321,0.6140,665.530,998.152,-1.867,2.17,2.17,1.36,76.23,6.692,7.98,
4.300,21.279,0.322,0.6116,666.132,998.197,-1.822,2.20,2.20,1.36,72.38,6.364,7.98,
4.400,20.939,0.324,0.6117,671.713,998.274,-1.746,2.16,2.16,1.27,60.65,5.380,7.98,
4.500,20.853,0.323,0.6085,669.602,998.292,-1.728,2.06,2.06,1.24,47.47,4.219,7.99,
4.600,20.733,0.323,0.6073,670.206,998.319,-1.702,2.15,2.15,1.28,42.03,3.743,7.99,
4.700,20.636,0.323,0.6063,670.674,998.340,-1.681,2.17,2.17,1.32,37.56,3.356,8.00,
4.800,20.472,0.323,0.6042,671.049,998.375,-1.646,2.18,2.18,1.27,33.91,3.036,8.00,
4.900,20.252,0.324,0.6017,671.851,998.422,-1.600,2.20,2.20,1.25,29.35,2.639,8.01,
5.000,20.027,0.324,0.5996,673.248,998.470,-1.552,2.15,2.15,1.29,27.36,2.473,8.01,
5.100,19.762,0.325,0.5976,675.408,998.526,-1.497,2.18,2.18,1.29,23.34,2.118,8.01,
5.200,19.714,0.323,0.5939,672.008,998.535,-1.489,2.15,2.15,1.29,20.74,1.887,8.01,
5.300,19.361,0.325,0.5928,676.720,998.608,-1.416,2.08,2.08,1.29,18.93,1.731,8.01,
5.400,19.133,0.325,0.5892,676.518,998.654,-1.371,2.15,2.15,1.22,15.16,1.394,8.02,
5.500,18.861,0.325,0.5861,677.620,998.708,-1.317,2.20,2.20,1.29,13.60,1.255,8.01,
5.600,18.745,0.324,0.5835,676.618,998.730,-1.295,2.30,2.30,1.28,11.76,1.093,8.02,
5.700,18.325,0.324,0.5777,677.115,998.811,-1.215,2.22,2.22,1.21,10.84,1.013,8.01,
5.800,17.738,0.325,0.5719,680.656,998.921,-1.105,2.22,2.22,1.36,9.75,0.921,8.01,
5.900,17.607,0.325,0.5693,679.840,998.945,-1.081,2.16,2.16,1.14,8.67,0.827,8.03,
6.000,17.015,0.326,0.5636,683.686,999.052,-0.975,2.15,2.15,1.18,7.59,0.729,8.03,
6.100,16.579,0.325,0.5571,683.809,999.127,-0.900,2.12,2.12,1.21,6.56,0.635,8.04,
6.200,16.343,0.325,0.5538,684.054,999.167,-0.861,2.06,2.06,1.18,6.05,0.589,8.01,
6.300,16.158,0.325,0.5515,684.739,999.198,-0.830,2.07,2.07,1.31,5.71,0.558,8.04,
6.400,15.961,0.325,0.5489,685.120,999.231,-0.798,2.01,2.01,1.35,5.37,0.527,8.03,
6.500,15.620,0.327,0.5468,689.021,999.288,-0.742,1.94,1.94,1.28,4.79,0.473,8.04,
6.600,15.317,0.327,0.5438,690.960,999.336,-0.694,1.93,1.93,1.40,4.02,0.397,8.04,
6.700,14.866,0.326,0.5360,689.784,999.404,-0.626,1.94,1.94,1.33,2.43,0.244,8.04,
6.800,14.560,0.326,0.5325,691.319,999.451,-0.581,2.22,2.22,1.59,1.70,0.172,8.04,
6.900,14.009,0.325,0.5244,691.671,999.529,-0.502,2.25,2.25,1.67,1.32,0.135,8.04,
7.000,13.554,0.327,0.5218,697.430,999.594,-0.438,2.28,2.28,1.64,1.04,0.107,8.03,
7.100,13.110,0.327,0.5160,698.718,999.653,-0.380,2.58,2.58,1.65,0.58,0.060,8.03,
7.200,12.875,0.328,0.5142,701.227,999.684,-0.349,2.68,2.68,1.64,0.52,0.055,8.05,
7.300,12.731,0.327,0.5107,699.455,999.701,-0.332,2.74,2.74,1.57,0.45,0.047,8.03,
7.400,12.359,0.327,0.5061,701.092,999.747,-0.287,3.06,3.06,1.59,0.40,0.043,8.04,
7.500,12.175,0.328,0.5054,704.068,999.770,-0.264,3.45,3.45,1.47,0.37,0.040,8.04,
7.600,11.990,0.328,0.5024,703.875,999.792,-0.243,4.18,4.18,1.65,0.24,0.026,8.04,
7.700,11.912,0.327,0.5013,703.993,999.801,-0.234,4.33,4.33,1.70,0.22,0.024,8.03,
7.800,11.729,0.328,0.5001,706.308,999.823,-0.213,3.98,3.98,1.82,0.20,0.022,8.03,
7.900,11.528,0.327,0.4964,705.560,999.845,-0.192,4.30,4.30,1.79,0.22,0.023,8.06,
8.000,11.321,0.327,0.4940,706.610,999.868,-0.169,4.25,4.25,1.56,0.19,0.020,8.05,
8.100,11.162,0.328,0.4933,709.213,999.886,-0.152,4.26,4.26,1.67,0.23,0.025,8.04,
8.200,10.953,0.329,0.4913,711.061,999.908,-0.130,4.27,4.27,1.70,0.28,0.030,8.04,
8.300,10.833,0.329,0.4895,711.130,999.921,-0.118,4.56,4.56,1.86,0.24,0.026,8.03,
8.400,10.712,0.328,0.4874,710.818,999.933,-0.106,4.90,4.90,1.91,0.20,0.022,8.05,
8.500,10.616,0.328,0.4866,711.873,999.943,-0.097,5.46,5.46,2.10,0.20,0.022,8.05,
8.600,10.480,0.329,0.4859,714.002,999.957,-0.083,6.66,6.66,2.80,0.17,0.018,8.05,
8.700,10.356,0.329,0.4845,714.739,999.969,-0.071,10.20,10.20,4.73,0.17,0.019,8.05,
8.800,10.195,0.330,0.4838,717.544,999.986,-0.056,12.72,12.72,5.88,0.24,0.026,8.04,
8.900,10.151,0.330,0.4830,717.373,999.990,-0.052,12.98,12.98,5.60,0.27,0.030,8.05,
9.000,9.995,0.330,0.4810,717.968,1000.004,-0.038,14.77,14.77,5.86,0.21,0.023,8.04,
9.100,9.958,0.330,0.4810,718.905,1000.008,-0.034,13.53,13.53,4.20,0.25,0.028,8.06,
9.200,9.878,0.330,0.4798,718.952,1000.016,-0.027,11.20,11.20,3.73,0.29,0.032,8.02,
9.300,9.789,0.330,0.4792,720.205,1000.024,-0.019,9.40,9.40,3.42,0.26,0.029,8.03,
9.400,9.729,0.330,0.4784,720.507,1000.030,-0.014,8.51,8.51,3.23,0.25,0.028,8.04,
9.500,9.646,0.331,0.4785,722.656,1000.038,-0.006,7.75,7.75,3.38,0.24,0.027,8.05,
9.600,9.588,0.331,0.4778,722.907,1000.043,-0.002,7.37,7.37,3.41,0.22,0.025,8.02,
9.700,9.522,0.331,0.4765,722.505,1000.049,0.003,6.97,6.97,3.13,0.19,0.022,8.04,
9.800,9.476,0.331,0.4755,722.127,1000.053,0.007,6.90,6.90,3.21,0.19,0.022,8.04,
9.900,9.434,0.331,0.4752,722.640,1000.057,0.011,6.73,6.73,3.13,0.19,0.022,8.02,
10.000,9.375,0.330,0.4741,722.421,1000.062,0.015,6.25,6.25,2.87,0.17,0.019,8.04,
10.100,9.263,0.330,0.4723,722.336,1000.071,0.024,5.94,5.94,2.84,0.14,0.016,8.02,
10.200,9.231,0.330,0.4719,722.639,1000.074,0.026,5.84,5.84,2.92,0.18,0.020,8.03,
10.300,9.141,0.330,0.4713,723.783,1000.082,0.034,5.60,5.60,2.88,0.18,0.020,8.04,
10.400,9.099,0.330,0.4702,723.113,1000.086,0.037,5.56,5.56,2.95,0.17,0.019,8.05,
10.500,8.997,0.330,0.4687,723.389,1000.094,0.044,5.43,5.43,2.88,0.16,0.018,8.04,
10.600,8.936,0.330,0.4676,723.110,1000.099,0.049,5.27,5.27,2.77,0.16,0.018,8.04,
10.700,8.861,0.330,0.4670,724.056,1000.105,0.054,5.02,5.02,2.68,0.15,0.017,8.04,
10.800,8.842,0.329,0.4656,722.448,1000.106,0.055,4.94,4.94,2.66,0.14,0.017,8.04,
10.900,8.808,0.329,0.4648,722.035,1000.109,0.057,4.75,4.75,2.60,0.14,0.016,8.05,
11.000,8.714,0.329,0.4636,722.511,1000.116,0.064,4.66,4.66,2.73,0.14,0.016,8.02,
11.100,8.625,0.329,0.4632,724.106,1000.123,0.071,4.33,4.33,2.48,0.13,0.015,8.05,
11.200,8.607,0.328,0.4620,722.546,1000.124,0.071,4.37,4.37,2.49,0.12,0.014,8.04,
11.300,8.513,0.329,0.4614,724.074,1000.132,0.078,4.09,4.09,2.46,0.12,0.013,8.04,
11.400,8.479,0.329,0.4612,724.621,1000.135,0.081,4.04,4.04,2.38,0.12,0.014,8.02,
11.500,8.446,0.329,0.4606,724.449,1000.137,0.083,3.94,3.94,2.39,0.13,0.015,8.02,
11.600,8.408,0.329,0.4606,725.308,1000.141,0.086,3.84,3.84,2.32,0.13,0.015,8.04,
11.700,8.384,0.329,0.4603,725.534,1000.143,0.087,3.78,3.78,2.42,0.13,0.015,8.04,
11.800,8.345,0.329,0.4597,725.481,1000.146,0.090,3.75,3.75,2.62,0.12,0.014,8.02,
11.900,8.325,0.330,0.4600,726.554,1000.148,0.092,3.60,3.60,2.32,0.12,0.014,8.03,
12.000,8.285,0.329,0.4592,726.326,1000.151,0.094,3.61,3.61,2.41,0.12,0.014,8.04,
12.100,8.268,0.329,0.4587,725.864,1000.152,0.095,3.63,3.63,2.42,0.12,0.014,8.05,
12.200,8.213,0.329,0.4585,726.930,1000.156,0.099,3.51,3.51,2.34,0.12,0.014,8.04,
12.300,8.193,0.329,0.4574,725.804,1000.158,0.100,3.51,3.51,2.41,0.13,0.015,8.02,
12.400,8.149,0.329,0.4573,726.660,1000.161,0.103,3.41,3.41,2.32,0.13,0.015,8.05,
12.500,8.120,0.329,0.4565,726.149,1000.163,0.104,3.39,3.39,2.36,0.13,0.015,8.05,
12.600,8.085,0.329,0.4561,726.396,1000.166,0.106,3.32,3.32,2.46,0.13,0.015,8.03,
12.700,8.069,0.329,0.4558,726.293,1000.167,0.107,3.33,3.33,2.24,0.13,0.015,8.03,
12.800,8.032,0.329,0.4551,726.248,1000.170,0.110,3.28,3.28,2.36,0.14,0.017,8.06,
12.900,7.986,0.329,0.4551,727.335,1000.174,0.113,3.18,3.18,2.29,0.14,0.016,8.04,
13.000,7.974,0.329,0.4544,726.575,1000.175,0.113,3.20,3.20,2.34,0.13,0.016,8.05,
13.100,7.936,0.329,0.4545,727.639,1000.178,0.116,3.18,3.18,2.48,0.13,0.015,8.04,
13.200,7.914,0.328,0.4536,726.764,1000.179,0.117,3.16,3.16,2.32,0.13,0.015,8.03,
13.300,7.887,0.329,0.4537,727.725,1000.182,0.119,3.15,3.15,2.28,0.13,0.016,8.03,
13.400,7.865,0.329,0.4532,727.474,1000.183,0.120,3.11,3.11,2.35,0.13,0.016,8.04,
13.500,7.834,0.329,0.4527,727.472,1000.185,0.122,3.07,3.07,2.20,0.13,0.015,8.04,
13.600,7.784,0.329,0.4530,729.208,1000.189,0.125,3.00,3.00,2.07,0.14,0.016,8.04,
13.700,7.772,0.329,0.4522,728.144,1000.190,0.125,3.04,3.04,2.21,0.13,0.016,8.04,
13.800,7.680,0.328,0.4507,728.094,1000.196,0.130,2.96,2.96,2.16,0.14,0.016,8.04,
13.900,7.593,0.330,0.4518,732.172,1000.203,0.137,2.88,2.88,1.91,0.14,0.017,8.04,
14.000,7.555,0.329,0.4494,729.244,1000.204,0.137,2.95,2.95,2.18,0.14,0.016,8.02,
14.100,7.515,0.329,0.4494,730.404,1000.207,0.140,2.87,2.87,1.78,0.14,0.016,8.05,
14.200,7.476,0.328,0.4480,729.071,1000.209,0.142,2.86,2.86,1.95,0.15,0.018,8.04,
14.300,7.443,0.329,0.4488,731.206,1000.212,0.144,2.87,2.87,2.00,0.13,0.016,8.04,
14.400,7.392,0.328,0.4467,729.233,1000.214,0.146,2.85,2.85,1.93,0.15,0.017,8.02,
14.500,7.362,0.328,0.4462,729.061,1000.216,0.147,2.92,2.92,2.48,0.14,0.016,8.03,
14.600,7.330,0.328,0.4462,730.005,1000.219,0.149,2.89,2.89,1.99,0.15,0.018,8.04,
14.700,7.282,0.328,0.4457,730.444,1000.222,0.152,2.86,2.86,1.99,0.14,0.016,8.03,
14.800,7.222,0.329,0.4453,731.379,1000.225,0.155,2.91,2.91,1.79,0.14,0.017,8.04,
14.900,7.180,0.328,0.4444,730.897,1000.228,0.157,2.94,2.94,1.93,0.14,0.017,8.04,
15.000,7.119,0.328,0.4438,731.653,1000.231,0.160,2.95,2.95,1.99,0.14,0.017,8.04,
15.100,7.064,0.329,0.4435,732.567,1000.235,0.163,3.01,3.01,2.10,0.15,0.018,8.04,
15.200,7.014,0.328,0.4428,732.730,1000.238,0.165,3.19,3.19,2.35,0.15,0.018,8.02,
15.300,6.965,0.329,0.4427,733.896,1000.241,0.168,3.11,3.11,2.24,0.15,0.018,8.03,
15.400,6.925,0.329,0.4428,735.116,1000.243,0.170,3.13,3.13,2.31,0.15,0.018,8.04,
15.500,6.894,0.329,0.4421,734.765,1000.245,0.171,3.09,3.09,2.35,0.15,0.019,8.02,
15.600,6.874,0.329,0.4419,734.998,1000.246,0.172,3.14,3.14,2.49,0.16,0.019,8.04,
15.700,6.845,0.329,0.4416,735.316,1000.248,0.174,3.15,3.15,2.52,0.16,0.019,8.03,
15.800,6.824,0.329,0.4414,735.420,1000.250,0.174,3.14,3.14,2.49,0.15,0.018,8.05,
15.900,6.806,0.329,0.4413,735.797,1000.251,0.175,3.13,3.13,2.45,0.15,0.018,8.03,
16.000,6.777,0.330,0.4414,736.696,1000.253,0.177,3.23,3.23,2.59,0.16,0.019,8.03,
16.100,6.764,0.330,0.4414,737.074,1000.254,0.178,3.21,3.21,2.67,0.15,0.019,8.06,
16.200,6.755,0.329,0.4410,736.722,1000.255,0.178,3.18,3.18,2.91,0.16,0.019,8.02,
16.300,6.741,0.330,0.4410,737.082,1000.256,0.178,3.21,3.21,2.78,0.16,0.019,8.05,
16.400,6.732,0.330,0.4408,736.919,1000.257,0.179,3.23,3.23,2.95,0.16,0.020,8.03,
16.500,6.716,0.330,0.4408,737.344,1000.258,0.180,3.20,3.20,2.95,0.16,0.019,8.04,
16.600,6.701,0.330,0.4408,737.904,1000.260,0.180,3.18,3.18,2.87,0.16,0.019,8.03,
16.700,6.692,0.330,0.4407,737.933,1000.260,0.181,3.26,3.26,2.94,0.16,0.019,8.04,
16.800,6.665,0.330,0.4407,738.615,1000.262,0.182,3.18,3.18,2.99,0.16,0.020,8.04,
16.900,6.644,0.330,0.4403,738.507,1000.264,0.183,3.20,3.20,3.17,0.16,0.020,8.03,
17.000,6.631,0.330,0.4408,739.719,1000.265,0.184,3.20,3.20,2.91,0.16,0.020,8.04,
17.100,6.620,0.330,0.4403,739.129,1000.266,0.184,3.23,3.23,3.55,0.17,0.020,8.04,
17.200,6.600,0.330,0.4403,739.809,1000.267,0.185,3.27,3.27,3.88,0.16,0.019,8.03,
17.300,6.576,0.331,0.4403,740.381,1000.269,0.186,3.23,3.23,3.56,0.16,0.019,8.02,
17.400,6.569,0.331,0.4402,740.477,1000.270,0.187,3.26,3.26,3.74,0.16,0.019,8.04,
17.500,6.562,0.331,0.4404,741.038,1000.271,0.187,3.23,3.23,3.27,0.15,0.018,8.04,
17.600,6.562,0.331,0.4402,740.586,1000.271,0.187,3.23,3.23,3.70,0.16,0.019,8.03,
17.700,6.559,0.331,0.4403,740.870,1000.272,0.187,3.25,3.25,3.58,0.15,0.019,8.04,
17.800,6.551,0.331,0.4400,740.650,1000.272,0.187,3.23,3.23,3.76,0.15,0.018,8.04,
17.900,6.553,0.331,0.4401,740.651,1000.273,0.187,3.25,3.25,3.69,0.15,0.019,8.04,
18.000,6.549,0.331,0.4402,740.986,1000.273,0.188,3.27,3.27,3.65,0.15,0.018,8.04,
18.100,6.533,0.331,0.4401,741.225,1000.275,0.188,3.36,3.36,4.33,0.15,0.018,8.06,
18.200,6.520,0.331,0.4400,741.446,1000.276,0.189,3.23,3.23,3.70,0.15,0.019,8.04,
18.300,6.507,0.331,0.4401,741.983,1000.277,0.189,3.22,3.22,3.79,0.15,0.019,8.04,
18.400,6.495,0.331,0.4400,742.102,1000.278,0.190,3.21,3.21,3.84,0.15,0.018,8.04,
18.500,6.484,0.331,0.4401,742.613,1000.279,0.191,3.23,3.23,3.72,0.15,0.018,8.04,
18.600,6.471,0.331,0.4399,742.606,1000.280,0.191,3.18,3.18,3.74,0.16,0.020,8.04,
18.700,6.466,0.331,0.4400,742.955,1000.281,0.191,3.26,3.26,4.02,0.16,0.019,8.04,
18.800,6.465,0.331,0.4400,742.895,1000.281,0.191,3.21,3.21,3.69,0.16,0.019,8.04,
18.900,6.465,0.332,0.4402,743.321,1000.282,0.191,3.17,3.17,3.37,0.16,0.019,8.04,
19.000,6.471,0.331,0.4399,742.649,1000.282,0.191,3.18,3.18,3.79,0.15,0.019,8.04,
19.100,6.465,0.332,0.4401,743.206,1000.283,0.191,3.20,3.20,3.94,0.15,0.018,8.04,
19.200,6.452,0.332,0.4401,743.437,1000.284,0.192,3.23,3.23,4.16,0.16,0.019,8.04,
19.300,6.451,0.332,0.4402,743.744,1000.284,0.192,3.20,3.20,3.86,0.27,0.033,8.04,
19.400,6.449,0.332,0.4400,743.412,1000.285,0.192,3.19,3.19,3.90,0.33,0.040,8.04,
19.500,6.442,0.332,0.4399,743.489,1000.286,0.192,3.16,3.16,3.67,0.32,0.039,8.02,
19.600,6.437,0.332,0.4400,743.644,1000.286,0.193,3.17,3.17,4.05,0.31,0.037,8.04,
19.700,6.439,0.332,0.4400,743.704,1000.287,0.193,3.20,3.20,3.90,0.27,0.033,8.04,
19.800,6.435,0.332,0.4399,743.573,1000.287,0.193,3.21,3.21,3.77,0.25,0.031,8.03,
19.900,6.432,0.332,0.4399,743.747,1000.288,0.193,3.14,3.14,3.86,0.23,0.028,8.04,
20.000,6.428,0.332,0.4399,743.822,1000.289,0.193,3.13,3.13,3.76,0.22,0.027,8.04,
20.100,6.426,0.332,0.4399,743.890,1000.289,0.193,3.15,3.15,3.80,0.20,0.024,8.04,
20.200,6.422,0.332,0.4400,744.091,1000.290,0.193,3.13,3.13,3.67,0.18,0.022,8.03,
20.300,6.420,0.332,0.4399,743.995,1000.290,0.193,3.22,3.22,3.74,0.17,0.020,8.04,
20.400,6.414,0.332,0.4400,744.337,1000.291,0.194,3.18,3.18,3.94,0.17,0.020,8.04,
20.500,6.408,0.332,0.4400,744.485,1000.292,0.194,3.16,3.16,4.06,0.16,0.019,8.02,
20.600,6.404,0.332,0.4400,744.615,1000.293,0.194,3.15,3.15,3.86,0.17,0.021,8.03,
20.700,6.400,0.332,0.4399,744.583,1000.293,0.194,3.18,3.18,4.09,0.15,0.019,8.06,
20.800,6.396,0.332,0.4400,744.933,1000.294,0.195,3.20,3.20,3.70,0.14,0.017,8.03,
20.900,6.397,0.332,0.4403,745.386,1000.295,0.195,3.15,3.15,3.46,0.15,0.018,8.03,
