MiniDOT Logger Concatenated Data File
Sensor:             7450-609525
Concatenation Date: 2021Jun18 15:19:57 MESZ

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 38.3 (meter)

            Unix Timestamp,               UTC_Date_&_Time,        Mitteleuropäische Zeit,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1591686000,           2020-06-09 07:00:00,           2020-06-09 09:00:00,      3.570000,     22.569000,          8.158000,                    94.771235,      0.944000
                1591687800,           2020-06-09 07:30:00,           2020-06-09 09:30:00,      3.570000,     23.240000,          8.087000,                    95.152104,      0.951000
                1591689600,           2020-06-09 08:00:00,           2020-06-09 10:00:00,      3.570000,     22.670000,          8.154000,                    94.907540,      0.951000
                1591691400,           2020-06-09 08:30:00,           2020-06-09 10:30:00,      3.570000,     22.477000,          8.184000,                    94.906242,      0.951000
                1591693200,           2020-06-09 09:00:00,           2020-06-09 11:00:00,      3.570000,     27.687000,          7.536000,                    96.196319,      0.953000
                1591695000,           2020-06-09 09:30:00,           2020-06-09 11:30:00,      3.570000,     27.143000,          7.622000,                    96.354626,      0.954000
                1591696800,           2020-06-09 10:00:00,           2020-06-09 12:00:00,      3.570000,     23.718000,          7.991000,                    94.873237,      0.953000
                1591698600,           2020-06-09 10:30:00,           2020-06-09 12:30:00,      3.570000,     17.286000,          8.792000,                    91.938009,      0.955000
                1591700400,           2020-06-09 11:00:00,           2020-06-09 13:00:00,      3.570000,     17.311000,          8.539000,                    89.338762,      0.955000
                1591702200,           2020-06-09 11:30:00,           2020-06-09 13:30:00,      3.570000,     17.658000,          8.669000,                    91.352891,      0.956000
                1591704000,           2020-06-09 12:00:00,           2020-06-09 14:00:00,      3.570000,     17.785000,          8.873000,                    93.747855,      0.955000
                1591705800,           2020-06-09 12:30:00,           2020-06-09 14:30:00,      3.570000,     17.717000,          8.999000,                    94.945922,      0.956000
                1591707600,           2020-06-09 13:00:00,           2020-06-09 15:00:00,      3.570000,     17.861000,          9.129000,                    96.603681,      0.956000
                1591709400,           2020-06-09 13:30:00,           2020-06-09 15:30:00,      3.570000,     17.894000,          9.021000,                    95.525645,      0.955000
                1591711200,           2020-06-09 14:00:00,           2020-06-09 16:00:00,      3.570000,     18.106000,          9.379000,                    99.749806,      0.955000
                1591713000,           2020-06-09 14:30:00,           2020-06-09 16:30:00,      3.560000,     18.139000,          9.276000,                    98.721082,      0.955000
                1591714800,           2020-06-09 15:00:00,           2020-06-09 17:00:00,      3.560000,     18.106000,          9.269000,                    98.579908,      0.956000
                1591716600,           2020-06-09 15:30:00,           2020-06-09 17:30:00,      3.560000,     18.106000,          9.209000,                    97.941781,      0.955000
                1591718400,           2020-06-09 16:00:00,           2020-06-09 18:00:00,      3.560000,     18.181000,          9.317000,                    99.242743,      0.955000
                1591720200,           2020-06-09 16:30:00,           2020-06-09 18:30:00,      3.560000,     18.106000,          9.245000,                    98.324657,      0.955000
                1591722000,           2020-06-09 17:00:00,           2020-06-09 19:00:00,      3.560000,     17.970000,          9.144000,                    96.979491,      0.955000
                1591723800,           2020-06-09 17:30:00,           2020-06-09 19:30:00,      3.560000,     17.945000,          9.064000,                    96.081665,      0.955000
                1591725600,           2020-06-09 18:00:00,           2020-06-09 20:00:00,      3.560000,     17.962000,          9.051000,                    95.977377,      0.955000
                1591727400,           2020-06-09 18:30:00,           2020-06-09 20:30:00,      3.560000,     17.979000,          9.110000,                    96.636755,      0.955000
                1591729200,           2020-06-09 19:00:00,           2020-06-09 21:00:00,      3.560000,     17.945000,          9.102000,                    96.484478,      0.955000
                1591731000,           2020-06-09 19:30:00,           2020-06-09 21:30:00,      3.560000,     18.030000,          9.097000,                    96.599938,      0.956000
                1591732800,           2020-06-09 20:00:00,           2020-06-09 22:00:00,      3.560000,     18.097000,          9.182000,                    97.636612,      0.955000
                1591734600,           2020-06-09 20:30:00,           2020-06-09 22:30:00,      3.560000,     18.291000,          9.238000,                    98.622863,      0.954000
                1591736400,           2020-06-09 21:00:00,           2020-06-09 23:00:00,      3.560000,     18.333000,          9.266000,                    99.006683,      0.955000
                1591738200,           2020-06-09 21:30:00,           2020-06-09 23:30:00,      3.560000,     18.308000,          9.293000,                    99.244493,      0.955000
                1591740000,           2020-06-09 22:00:00,           2020-06-10 00:00:00,      3.560000,     18.358000,          9.264000,                    99.035843,      0.955000
                1591741800,           2020-06-09 22:30:00,           2020-06-10 00:30:00,      3.560000,     18.316000,          9.229000,                    98.577112,      0.955000
                1591743600,           2020-06-09 23:00:00,           2020-06-10 01:00:00,      3.560000,     18.283000,          9.216000,                    98.371914,      0.955000
                1591745400,           2020-06-09 23:30:00,           2020-06-10 01:30:00,      3.560000,     18.224000,          9.187000,                    97.944150,      0.955000
                1591747200,           2020-06-10 00:00:00,           2020-06-10 02:00:00,      3.550000,     18.207000,          9.187000,                    97.910093,      0.955000
                1591749000,           2020-06-10 00:30:00,           2020-06-10 02:30:00,      3.550000,     18.156000,          9.090000,                    96.775240,      0.955000
                1591750800,           2020-06-10 01:00:00,           2020-06-10 03:00:00,      3.560000,     18.148000,          9.131000,                    97.195815,      0.955000
                1591752600,           2020-06-10 01:30:00,           2020-06-10 03:30:00,      3.550000,     18.131000,          9.149000,                    97.353512,      0.955000
                1591754400,           2020-06-10 02:00:00,           2020-06-10 04:00:00,      3.550000,     18.114000,          9.165000,                    97.489803,      0.955000
                1591756200,           2020-06-10 02:30:00,           2020-06-10 04:30:00,      3.550000,     18.114000,          9.155000,                    97.383431,      0.955000
                1591758000,           2020-06-10 03:00:00,           2020-06-10 05:00:00,      3.550000,     18.224000,          9.165000,                    97.709604,      0.955000
                1591759800,           2020-06-10 03:30:00,           2020-06-10 05:30:00,      3.550000,     18.240000,          9.169000,                    97.784242,      0.955000
                1591761600,           2020-06-10 04:00:00,           2020-06-10 06:00:00,      3.550000,     18.240000,          9.161000,                    97.698925,      0.954000
                1591763400,           2020-06-10 04:30:00,           2020-06-10 06:30:00,      3.550000,     18.190000,          9.117000,                    97.130275,      0.954000
                1591765200,           2020-06-10 05:00:00,           2020-06-10 07:00:00,      3.550000,     18.055000,          9.089000,                    96.564502,      0.955000
                1591767000,           2020-06-10 05:30:00,           2020-06-10 07:30:00,      3.550000,     18.131000,          9.096000,                    96.789545,      0.955000
                1591768800,           2020-06-10 06:00:00,           2020-06-10 08:00:00,      3.550000,     18.072000,          9.042000,                    96.098658,      0.955000
                1591770600,           2020-06-10 06:30:00,           2020-06-10 08:30:00,      3.550000,     18.080000,          9.024000,                    95.923087,      0.955000
                1591772400,           2020-06-10 07:00:00,           2020-06-10 09:00:00,      3.550000,     17.970000,          8.982000,                    95.261350,      0.955000
                1591774200,           2020-06-10 07:30:00,           2020-06-10 09:30:00,      3.550000,     17.996000,          8.999000,                    95.492622,      0.955000
                1591776000,           2020-06-10 08:00:00,           2020-06-10 10:00:00,      3.550000,     18.004000,          9.041000,                    95.954062,      0.955000
                1591777800,           2020-06-10 08:30:00,           2020-06-10 10:30:00,      3.550000,     18.030000,          9.056000,                    96.164564,      0.955000
                1591779600,           2020-06-10 09:00:00,           2020-06-10 11:00:00,      3.550000,     18.055000,          9.085000,                    96.522005,      0.955000
                1591781400,           2020-06-10 09:30:00,           2020-06-10 11:30:00,      3.550000,     18.013000,          9.104000,                    96.640547,      0.955000
                1591783200,           2020-06-10 10:00:00,           2020-06-10 12:00:00,      3.550000,     18.038000,          9.152000,                    97.199930,      0.955000
                1591785000,           2020-06-10 10:30:00,           2020-06-10 12:30:00,      3.550000,     18.030000,          9.152000,                    97.183976,      0.955000
                1591786800,           2020-06-10 11:00:00,           2020-06-10 13:00:00,      3.550000,     17.970000,          9.054000,                    96.024968,      0.954000
                1591788600,           2020-06-10 11:30:00,           2020-06-10 13:30:00,      3.550000,     17.920000,          9.027000,                    95.640296,      0.955000
                1591790400,           2020-06-10 12:00:00,           2020-06-10 14:00:00,      3.550000,     18.072000,          9.128000,                    97.012668,      0.955000
                1591792200,           2020-06-10 12:30:00,           2020-06-10 14:30:00,      3.550000,     18.080000,          9.170000,                    97.475034,      0.955000
                1591794000,           2020-06-10 13:00:00,           2020-06-10 15:00:00,      3.540000,     18.139000,          9.133000,                    97.199185,      0.955000
                1591795800,           2020-06-10 13:30:00,           2020-06-10 15:30:00,      3.540000,     18.198000,          9.112000,                    97.092901,      0.955000
                1591797600,           2020-06-10 14:00:00,           2020-06-10 16:00:00,      3.540000,     18.274000,          9.121000,                    97.339975,      0.955000
                1591799400,           2020-06-10 14:30:00,           2020-06-10 16:30:00,      3.540000,     18.333000,          9.100000,                    97.232982,      0.955000
                1591801200,           2020-06-10 15:00:00,           2020-06-10 17:00:00,      3.540000,     18.510000,          9.272000,                    99.428968,      0.954000
